canonical_url,date_published,domain,from_user_botscore,from_user_id,from_user_screen_name,id,is_mention,original_query,pub_date,site_domain,site_type,title,to_user_botscore,to_user_id,to_user_screen_name,tweet_created_at,tweet_id,tweet_type,tweet_url,url_id,url_raw
,2021-07-30T17:18:19Z,,0.04,2191537381,nuttbuster42069,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:19Z,,claim,,0.38,1328099957015007233,TepidButterASMR,2021-07-30T17:18:19Z,1421158224422637572,mention,https://twitter.com/nuttbuster42069/status/1421158224422637572,,
,2021-07-30T17:18:19Z,,0.04,2191537381,nuttbuster42069,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:19Z,,claim,,0.05,608448449,BirdLawDS,2021-07-30T17:18:19Z,1421158224422637572,mention,https://twitter.com/nuttbuster42069/status/1421158224422637572,,
,2021-07-30T17:18:19Z,,0.04,2191537381,nuttbuster42069,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:19Z,,claim,,0.13,1233138489916612608,somanybadtweets,2021-07-30T17:18:19Z,1421158224422637572,mention,https://twitter.com/nuttbuster42069/status/1421158224422637572,,
,2021-07-30T17:18:19Z,,0.04,2191537381,nuttbuster42069,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:19Z,,claim,,0.36,1311710936336674818,MisterHugePenis,2021-07-30T17:18:19Z,1421158224422637572,mention,https://twitter.com/nuttbuster42069/status/1421158224422637572,,
,2021-07-30T17:18:19Z,,0.36,1261055923663093765,LillyJane916,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:19Z,,claim,,0.42,146105195,EParishio,2021-07-30T17:18:19Z,1421158227337699330,retweet,https://twitter.com/LillyJane916/status/1421158227337699330,,
,2021-07-30T17:18:20Z,,0.75,780460754910732288,DiscussingFilm,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:20Z,,claim,,0.14,229700807,SexyJairBear,2021-07-30T17:18:20Z,1421158228155580427,retweet,https://twitter.com/DiscussingFilm/status/1421158228155580427,,
,2021-07-30T17:18:20Z,,0.19,3309371255,LauraBockov,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:20Z,,claim,,0.17,86790279,Maitresse67,2021-07-30T17:18:20Z,1421158231028686856,retweet,https://twitter.com/LauraBockov/status/1421158231028686856,,
,2021-07-30T17:18:23Z,,0.19,3309371255,LauraBockov,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:23Z,,claim,,,1375463507731357700,AlexaNovak4,2021-07-30T17:18:23Z,1421158242932203525,retweet,https://twitter.com/LauraBockov/status/1421158242932203525,,
,2021-07-30T17:18:27Z,,0.2,4583281223,MyGrindelwald,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:27Z,,claim,,0.06,975750223023824896,tozierseddie,2021-07-30T17:18:27Z,1421158260086910982,retweet,https://twitter.com/MyGrindelwald/status/1421158260086910982,,
,2021-07-30T17:18:30Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:30Z,,claim,,0.24,1138286927743000581,TheAimercat,2021-07-30T17:18:30Z,1421158271667351557,retweet,https://twitter.com/Izze1122/status/1421158271667351557,,
,2021-07-30T17:18:30Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:30Z,,claim,,0.12,590723430,hanuhgood,2021-07-30T17:18:30Z,1421158272074063873,retweet,https://twitter.com/Izze1122/status/1421158272074063873,,
,2021-07-30T17:18:32Z,,0.19,3309371255,LauraBockov,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:32Z,,claim,,0.08,3899916915,SandyP_88,2021-07-30T17:18:32Z,1421158278298578947,retweet,https://twitter.com/LauraBockov/status/1421158278298578947,,
,2021-07-30T17:18:34Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:34Z,,claim,,,1158415096932118529,CallMeLizzie2,2021-07-30T17:18:34Z,1421158288541028359,retweet,https://twitter.com/Izze1122/status/1421158288541028359,,
,2021-07-30T17:18:37Z,,0.21,1245071277339140099,jacxpearl,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:37Z,,claim,,0.06,975750223023824896,tozierseddie,2021-07-30T17:18:37Z,1421158302235365380,retweet,https://twitter.com/jacxpearl/status/1421158302235365380,,
,2021-07-30T17:18:38Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:38Z,,claim,,0.06,110319313,Divas_Champion,2021-07-30T17:18:38Z,1421158307272790021,retweet,https://twitter.com/Izze1122/status/1421158307272790021,,
,2021-07-30T17:18:39Z,,0.2,4583281223,MyGrindelwald,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:39Z,,claim,,,1421114192514400260,Emerala15,2021-07-30T17:18:39Z,1421158308862386185,retweet,https://twitter.com/MyGrindelwald/status/1421158308862386185,,
,2021-07-30T17:18:49Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:49Z,,claim,,0.04,2491915813,wildflwrhoodx,2021-07-30T17:18:49Z,1421158351745032197,retweet,https://twitter.com/Izze1122/status/1421158351745032197,,
,2021-07-30T17:18:49Z,,,1364048735035039744,Ave99975740,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:49Z,,claim,,0.06,975750223023824896,tozierseddie,2021-07-30T17:18:49Z,1421158352655167495,retweet,https://twitter.com/Ave99975740/status/1421158352655167495,,
,2021-07-30T17:18:57Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:18:57Z,,claim,,0.576809,1254158528672985088,InnocentWWX,2021-07-30T17:18:57Z,1421158386834415619,retweet,https://twitter.com/Izze1122/status/1421158386834415619,,
,2021-07-30T17:19:00Z,,0.0520294,2404379538,HRGL89,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:00Z,,claim,,,1407765702367449093,altghost27,2021-07-30T17:19:00Z,1421158397521633284,mention,https://twitter.com/HRGL89/status/1421158397521633284,,
,2021-07-30T17:19:00Z,,0.0520294,2404379538,HRGL89,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:00Z,,claim,,0.76,7157132,GameSpot,2021-07-30T17:19:00Z,1421158397521633284,mention,https://twitter.com/HRGL89/status/1421158397521633284,,
,2021-07-30T17:19:00Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:00Z,,claim,,0.15,46887401,Jockedon,2021-07-30T17:19:00Z,1421158399006240771,retweet,https://twitter.com/Izze1122/status/1421158399006240771,,
,2021-07-30T17:19:07Z,,0.14,123979525,AdamWagner1,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:07Z,,claim,,0.12,1218142222098599938,LucyGoBag,2021-07-30T17:19:07Z,1421158425413799936,retweet,https://twitter.com/AdamWagner1/status/1421158425413799936,,
,2021-07-30T17:19:09Z,,0.21,856116518970695680,SheriffDontMiss,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:09Z,,claim,,0.76,918976951913713664,omgjackiesparr1,2021-07-30T17:19:09Z,1421158437354934275,retweet,https://twitter.com/SheriffDontMiss/status/1421158437354934275,,
,2021-07-30T17:19:14Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:14Z,,claim,,0.06,1370861515,primarilymary,2021-07-30T17:19:14Z,1421158457776869378,retweet,https://twitter.com/Izze1122/status/1421158457776869378,,
,2021-07-30T17:19:17Z,,0.44,16312576,EW,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:17Z,,claim,,0.14,229700807,SexyJairBear,2021-07-30T17:19:17Z,1421158467134443525,retweet,https://twitter.com/EW/status/1421158467134443525,,
,2021-07-30T17:19:20Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:20Z,,claim,,0.1,16586873,EarthGlows,2021-07-30T17:19:20Z,1421158479889272833,mention,https://twitter.com/LAVC407/status/1421158479889272833,,
,2021-07-30T17:19:20Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:20Z,,claim,,0.17,1037916641957474305,vvsTRAP,2021-07-30T17:19:20Z,1421158479889272833,mention,https://twitter.com/LAVC407/status/1421158479889272833,,
,2021-07-30T17:19:20Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:20Z,,claim,,0.02,4396120342,stirgussa,2021-07-30T17:19:20Z,1421158479889272833,mention,https://twitter.com/LAVC407/status/1421158479889272833,,
,2021-07-30T17:19:20Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:20Z,,claim,,0.43,806606153367113728,treystar679,2021-07-30T17:19:20Z,1421158479889272833,mention,https://twitter.com/LAVC407/status/1421158479889272833,,
,2021-07-30T17:19:20Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:20Z,,claim,,0.78,932786452739407872,CultureCrave,2021-07-30T17:19:20Z,1421158479889272833,mention,https://twitter.com/LAVC407/status/1421158479889272833,,
,2021-07-30T17:19:20Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:20Z,,claim,,0.68,586032653,DEADLINE,2021-07-30T17:19:20Z,1421158479889272833,mention,https://twitter.com/LAVC407/status/1421158479889272833,,
,2021-07-30T17:19:24Z,,0.19,3309371255,LauraBockov,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:24Z,,claim,,0.42,1384517502902865922,justice4jd___,2021-07-30T17:19:24Z,1421158499774566402,retweet,https://twitter.com/LauraBockov/status/1421158499774566402,,
,2021-07-30T17:19:27Z,,0.26,1228743291996459018,sunflxwervolsix,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:27Z,,claim,,0.0889952,2329433503,sleepyboyjoey,2021-07-30T17:19:27Z,1421158511300382722,retweet,https://twitter.com/sunflxwervolsix/status/1421158511300382722,,
,2021-07-30T17:19:28Z,,0.2,4583281223,MyGrindelwald,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:28Z,,claim,,0.73,17446621,THR,2021-07-30T17:19:28Z,1421158514127511564,mention,https://twitter.com/MyGrindelwald/status/1421158514127511564,,
,2021-07-30T17:19:38Z,,0.76,7157132,GameSpot,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:38Z,,claim,,0.0299138,3442575017,Anthonox_Q,2021-07-30T17:19:38Z,1421158557429510145,retweet,https://twitter.com/GameSpot/status/1421158557429510145,,
,2021-07-30T17:19:39Z,,0.73,17446621,THR,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:39Z,,claim,,0.14,229700807,SexyJairBear,2021-07-30T17:19:39Z,1421158561699311618,retweet,https://twitter.com/THR/status/1421158561699311618,,
,2021-07-30T17:19:48Z,,0.21,856116518970695680,SheriffDontMiss,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:48Z,,claim,,0.35,1289779359956385793,Deppgirl2,2021-07-30T17:19:48Z,1421158599120850954,retweet,https://twitter.com/SheriffDontMiss/status/1421158599120850954,,
,2021-07-30T17:19:49Z,,0.19,3309371255,LauraBockov,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:49Z,,claim,,0.29,862729621057548289,KailenniaA,2021-07-30T17:19:49Z,1421158605101936643,retweet,https://twitter.com/LauraBockov/status/1421158605101936643,,
,2021-07-30T17:19:56Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:19:56Z,,claim,,0.01,107732640,procrasprinces,2021-07-30T17:19:56Z,1421158631924457473,retweet,https://twitter.com/Izze1122/status/1421158631924457473,,
,2021-07-30T17:20:03Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:03Z,,claim,,,1628806550,dee_rosemary,2021-07-30T17:20:03Z,1421158663524323336,retweet,https://twitter.com/Izze1122/status/1421158663524323336,,
,2021-07-30T17:20:07Z,,0.68,586032653,DEADLINE,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:07Z,,claim,,0.14,229700807,SexyJairBear,2021-07-30T17:20:07Z,1421158678556811267,retweet,https://twitter.com/DEADLINE/status/1421158678556811267,,
,2021-07-30T17:20:18Z,,0.08,2719830224,FemCondition,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:18Z,,claim,,0.04,2491915813,wildflwrhoodx,2021-07-30T17:20:18Z,1421158726187294733,retweet,https://twitter.com/FemCondition/status/1421158726187294733,,
,2021-07-30T17:20:21Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:21Z,,claim,,0.07,339090366,02michan04,2021-07-30T17:20:21Z,1421158737981681673,retweet,https://twitter.com/Izze1122/status/1421158737981681673,,
,2021-07-30T17:20:22Z,,0.2,4583281223,MyGrindelwald,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:22Z,,claim,,0.04,406163236,Jedicatedmollyx,2021-07-30T17:20:22Z,1421158740221468677,retweet,https://twitter.com/MyGrindelwald/status/1421158740221468677,,
,2021-07-30T17:20:29Z,,0.19,3309371255,LauraBockov,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:29Z,,claim,,0.35,1289779359956385793,Deppgirl2,2021-07-30T17:20:29Z,1421158772530155520,retweet,https://twitter.com/LauraBockov/status/1421158772530155520,,
,2021-07-30T17:20:38Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:38Z,,claim,,0.03,2409428844,kaleigh_87765,2021-07-30T17:20:38Z,1421158808169054208,retweet,https://twitter.com/Izze1122/status/1421158808169054208,,
,2021-07-30T17:20:40Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:40Z,,claim,,0.138026,897096447581147136,aciddepp,2021-07-30T17:20:40Z,1421158817111367680,retweet,https://twitter.com/Izze1122/status/1421158817111367680,,
,2021-07-30T17:20:41Z,,0.19,3309371255,LauraBockov,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:41Z,,claim,,0.18,415278846,Marussia15,2021-07-30T17:20:41Z,1421158820085182468,retweet,https://twitter.com/LauraBockov/status/1421158820085182468,,
,2021-07-30T17:20:41Z,,,937452506870726656,jackevanswho,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:41Z,,claim,,0.66,3684345736,parley98,2021-07-30T17:20:41Z,1421158820517228550,retweet,https://twitter.com/jackevanswho/status/1421158820517228550,,
,2021-07-30T17:20:49Z,,0.13,1004194281043775489,VantaBlackCos,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:49Z,,claim,,0.07,199033498,AmorEsCaro,2021-07-30T17:20:49Z,1421158856319672324,retweet,https://twitter.com/VantaBlackCos/status/1421158856319672324,,
,2021-07-30T17:20:50Z,,0.37,1360063913572716546,AnaaCrane,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:50Z,,claim,,0.74,15438913,MailOnline,2021-07-30T17:20:50Z,1421158857749909508,mention,https://twitter.com/AnaaCrane/status/1421158857749909508,,
,2021-07-30T17:20:51Z,,0.8,1301112215400050689,hazelnutnights,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:51Z,,claim,,0.08,1253559090124595205,Aurealona,2021-07-30T17:20:51Z,1421158863588450306,mention,https://twitter.com/hazelnutnights/status/1421158863588450306,,
,2021-07-30T17:20:55Z,,0.23,1208992576973332480,TBadizzle,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:55Z,,claim,,0.138026,897096447581147136,aciddepp,2021-07-30T17:20:55Z,1421158881741393923,retweet,https://twitter.com/TBadizzle/status/1421158881741393923,,
,2021-07-30T17:20:57Z,,0.4,2470582646,Thai_SuperHero,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:20:57Z,,claim,,0.34,2902588075,ducky__quack,2021-07-30T17:20:57Z,1421158888368312323,retweet,https://twitter.com/Thai_SuperHero/status/1421158888368312323,,
,2021-07-30T17:21:03Z,,0.4,2470582646,Thai_SuperHero,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:03Z,,claim,,0.318419,1174837555,nonthicha98,2021-07-30T17:21:03Z,1421158914402308101,retweet,https://twitter.com/Thai_SuperHero/status/1421158914402308101,,
,2021-07-30T17:21:03Z,,0.36,1261055923663093765,LillyJane916,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:03Z,,claim,,0.37,280270495,DeppFanPage,2021-07-30T17:21:03Z,1421158915186769920,retweet,https://twitter.com/LillyJane916/status/1421158915186769920,,
,2021-07-30T17:21:04Z,,0.11,775355256410701824,GellertDepp,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:04Z,,claim,,,1400042156442722304,xecelsiorx,2021-07-30T17:21:04Z,1421158918709993474,retweet,https://twitter.com/GellertDepp/status/1421158918709993474,,
,2021-07-30T17:21:04Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:04Z,,claim,,0.01,190326089,GemmaF101,2021-07-30T17:21:04Z,1421158919469248512,retweet,https://twitter.com/Izze1122/status/1421158919469248512,,
,2021-07-30T17:21:06Z,,0.2,4583281223,MyGrindelwald,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:06Z,,claim,,0.02,1872224844,bradshankar,2021-07-30T17:21:06Z,1421158926184329218,mention,https://twitter.com/MyGrindelwald/status/1421158926184329218,,
,2021-07-30T17:21:08Z,,0.76,7157132,GameSpot,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:08Z,,claim,,0.24,71529465,GiraffeWannabe,2021-07-30T17:21:08Z,1421158935793442826,retweet,https://twitter.com/GameSpot/status/1421158935793442826,,
,2021-07-30T17:21:15Z,,0.2,4583281223,MyGrindelwald,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:15Z,,claim,,0.33,456212171,Jaden90West,2021-07-30T17:21:15Z,1421158961886203907,retweet,https://twitter.com/MyGrindelwald/status/1421158961886203907,,
,2021-07-30T17:21:26Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:26Z,,claim,,0.1,16586873,EarthGlows,2021-07-30T17:21:26Z,1421159011446005760,mention,https://twitter.com/LAVC407/status/1421159011446005760,,
,2021-07-30T17:21:26Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:26Z,,claim,,0.17,1037916641957474305,vvsTRAP,2021-07-30T17:21:26Z,1421159011446005760,mention,https://twitter.com/LAVC407/status/1421159011446005760,,
,2021-07-30T17:21:26Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:26Z,,claim,,0.02,4396120342,stirgussa,2021-07-30T17:21:26Z,1421159011446005760,mention,https://twitter.com/LAVC407/status/1421159011446005760,,
,2021-07-30T17:21:26Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:26Z,,claim,,0.43,806606153367113728,treystar679,2021-07-30T17:21:26Z,1421159011446005760,mention,https://twitter.com/LAVC407/status/1421159011446005760,,
,2021-07-30T17:21:26Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:26Z,,claim,,0.78,932786452739407872,CultureCrave,2021-07-30T17:21:26Z,1421159011446005760,mention,https://twitter.com/LAVC407/status/1421159011446005760,,
,2021-07-30T17:21:26Z,,,1388637640858116100,LAVC407,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:26Z,,claim,,0.68,586032653,DEADLINE,2021-07-30T17:21:26Z,1421159011446005760,mention,https://twitter.com/LAVC407/status/1421159011446005760,,
,2021-07-30T17:21:35Z,,0.19,3309371255,LauraBockov,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:35Z,,claim,,0.12,522661111,tjhilton1,2021-07-30T17:21:35Z,1421159045826818054,retweet,https://twitter.com/LauraBockov/status/1421159045826818054,,
,2021-07-30T17:21:38Z,,0.36,1261055923663093765,LillyJane916,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:38Z,,claim,,0.29,862729621057548289,KailenniaA,2021-07-30T17:21:38Z,1421159058564866050,retweet,https://twitter.com/LillyJane916/status/1421159058564866050,,
,2021-07-30T17:21:44Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:44Z,,claim,,,1396920646039392257,epicdave2001,2021-07-30T17:21:44Z,1421159086557515782,retweet,https://twitter.com/Izze1122/status/1421159086557515782,,
,2021-07-30T17:21:49Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:49Z,,claim,,0.04,18209431,MamaSilverside,2021-07-30T17:21:49Z,1421159105889189892,retweet,https://twitter.com/Izze1122/status/1421159105889189892,,
,2021-07-30T17:21:52Z,,0.4,2470582646,Thai_SuperHero,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:52Z,,claim,,0.37,562940048,icedkhacb,2021-07-30T17:21:52Z,1421159117591224320,retweet,https://twitter.com/Thai_SuperHero/status/1421159117591224320,,
,2021-07-30T17:21:53Z,,0.19,3309371255,LauraBockov,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:21:53Z,,claim,,0.15,49427068,MurfieC88,2021-07-30T17:21:53Z,1421159124746842115,retweet,https://twitter.com/LauraBockov/status/1421159124746842115,,
,2021-07-30T17:09:15Z,,0.01,39880501,BadAzz_JOC,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:09:15Z,,claim,,0.57,1296449902428459009,Engeltedrost,2021-07-30T17:09:15Z,1421155944050855940,retweet,https://twitter.com/BadAzz_JOC/status/1421155944050855940,,
,2021-07-30T17:09:18Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:09:18Z,,claim,,0.182079,815501203182354432,ThatEmoHippie,2021-07-30T17:09:18Z,1421155955136507910,retweet,https://twitter.com/Izze1122/status/1421155955136507910,,
,2021-07-30T17:09:22Z,,0.4,2470582646,Thai_SuperHero,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:09:22Z,,claim,,0.77,725139204,Th3e4rtH,2021-07-30T17:09:22Z,1421155974476296193,retweet,https://twitter.com/Thai_SuperHero/status/1421155974476296193,,
,2021-07-30T17:09:25Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:09:25Z,,claim,,0.03,918916385035751425,Ethan99Con,2021-07-30T17:09:25Z,1421155987973681152,retweet,https://twitter.com/Izze1122/status/1421155987973681152,,
,2021-07-30T17:09:27Z,,,1276397308343717890,hungrymanhere,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:09:27Z,,claim,,0.44,16312576,EW,2021-07-30T17:09:27Z,1421155994428661763,mention,https://twitter.com/hungrymanhere/status/1421155994428661763,,
,2021-07-30T17:09:28Z,,0.02,141291385,Rae8465,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:09:28Z,,claim,,0.46,1295180709548761088,TaniaM07137916,2021-07-30T17:09:28Z,1421156000153882626,retweet,https://twitter.com/Rae8465/status/1421156000153882626,,
,2021-07-30T17:09:38Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:09:38Z,,claim,,0.25,1160273785930571776,TontoGD,2021-07-30T17:09:38Z,1421156041782439936,retweet,https://twitter.com/Izze1122/status/1421156041782439936,,
,2021-07-30T17:09:40Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:09:40Z,,claim,,,53152737,specksparrow,2021-07-30T17:09:40Z,1421156050875699201,retweet,https://twitter.com/Izze1122/status/1421156050875699201,,
,2021-07-30T17:09:44Z,,0.44,16312576,EW,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:09:44Z,,claim,,0.12,1202876096158547969,vidreason,2021-07-30T17:09:44Z,1421156063508762629,retweet,https://twitter.com/EW/status/1421156063508762629,,
,2021-07-30T17:09:53Z,,0.29,1235161488240840704,JordanS92248235,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:09:53Z,,claim,,0.08,1112699547984248833,cherrykaev,2021-07-30T17:09:53Z,1421156103405113344,retweet,https://twitter.com/JordanS92248235/status/1421156103405113344,,
,2021-07-30T17:10:02Z,,0.44,16312576,EW,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:10:02Z,,claim,,0.06,4848929877,BlueBoy8000,2021-07-30T17:10:02Z,1421156141329907719,retweet,https://twitter.com/EW/status/1421156141329907719,,
,2021-07-30T17:10:13Z,,0.2,4583281223,MyGrindelwald,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:10:13Z,,claim,,0.5,1407416247734636556,MagzWilliams,2021-07-30T17:10:13Z,1421156185621864456,quote,https://twitter.com/MyGrindelwald/status/1421156185621864456,,
,2021-07-30T17:10:28Z,,0.44,1417236629354434565,EliasDodger,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:10:28Z,,claim,,0.57,1296449902428459009,Engeltedrost,2021-07-30T17:10:28Z,1421156248267984898,retweet,https://twitter.com/EliasDodger/status/1421156248267984898,,
,2021-07-30T17:10:30Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:10:30Z,,claim,,0.251523,1086677745940209664,_____tpwk,2021-07-30T17:10:30Z,1421156257872875526,retweet,https://twitter.com/Izze1122/status/1421156257872875526,,
,2021-07-30T17:10:32Z,,0.4,2470582646,Thai_SuperHero,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-07-30T17:10:32Z,,claim,,0.207906,566115668,izazumo,2021-07-30T17:10:32Z,1421156266907365381,retweet,https://twitter.com/Thai_SuperHero/status/1421156266907365381,,
