kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.contentRating.ytRating,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height
youtube#video,zwvyXZ3yAg8xGrWFwnUNzKkxDY8,2TJXDAL6SAI,2022-04-18T20:06:57Z,UCDAwFrCOZozRgZXYi1uWg_g,Paul Barresi OJ Simpson Geraldo Rivera,PAUL BARRESI VIDEOS (4).mp4,https://i.ytimg.com/vi/2TJXDAL6SAI/default.jpg,120,90,https://i.ytimg.com/vi/2TJXDAL6SAI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2TJXDAL6SAI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2TJXDAL6SAI/sddefault.jpg,640.0,480.0,Mario Nitrini,22,none,Paul Barresi OJ Simpson Geraldo Rivera,PAUL BARRESI VIDEOS (4).mp4,PT1M10S,2d,sd,false,False,ytAgeRestricted,rectangular,processed,public,youtube,True,True,False,19,1,0,0,,,
youtube#video,N6ZV2Vq-rLR2RJegujdtRVfj3Rw,3mDpFRqxup0,2022-04-18T22:33:33Z,UCDAwFrCOZozRgZXYi1uWg_g,Paul Barresi. The Amber Heard and Johnny Depp feud,CLIP 1 (2).MP4,https://i.ytimg.com/vi/3mDpFRqxup0/default.jpg,120,90,https://i.ytimg.com/vi/3mDpFRqxup0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3mDpFRqxup0/hqdefault.jpg,480,360,,,,Mario Nitrini,22,none,Paul Barresi. The Amber Heard and Johnny Depp feud,CLIP 1 (2).MP4,PT32S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,46,2,0,0,,,
youtube#video,E7KDU3s5DvkiKxVg8kPPbalmm0I,4nm2_KGUVkY,2022-04-20T22:36:25Z,UCDAwFrCOZozRgZXYi1uWg_g,"Paul Barresi, Anthony Pellicano, Arnold Schwarzenegger, Maria Shriver, actor Alec Baldwin",SCHWARZENEGGER DOCUMENTARY.mp4,https://i.ytimg.com/vi/4nm2_KGUVkY/default.jpg,120,90,https://i.ytimg.com/vi/4nm2_KGUVkY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4nm2_KGUVkY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4nm2_KGUVkY/sddefault.jpg,640.0,480.0,Mario Nitrini,22,none,"Paul Barresi, Anthony Pellicano, Arnold Schwarzenegger, Maria Shriver, actor Alec Baldwin",SCHWARZENEGGER DOCUMENTARY.mp4,PT1M34S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,83,1,0,0,,,
youtube#video,vMmgM99oo8wWHpzskGINNLURkGo,9WPHiDy5lZQ,2022-04-18T22:36:41Z,UCDAwFrCOZozRgZXYi1uWg_g,Paul Barresi. The Amber Heard and Johnny Depp feud,CLIP 3 (1).MP4,https://i.ytimg.com/vi/9WPHiDy5lZQ/default.jpg,120,90,https://i.ytimg.com/vi/9WPHiDy5lZQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9WPHiDy5lZQ/hqdefault.jpg,480,360,,,,Mario Nitrini,22,none,Paul Barresi. The Amber Heard and Johnny Depp feud,CLIP 3 (1).MP4,PT24S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,27,0,0,0,,,
youtube#video,FopKnTLQUYjo43TOdE8GiurGerc,F5QP1laQtdc,2022-04-18T22:38:21Z,UCDAwFrCOZozRgZXYi1uWg_g,Paul Barresi. The Amber Heard and Johnny Depp feud,CLIP 2 (2).MP4,https://i.ytimg.com/vi/F5QP1laQtdc/default.jpg,120,90,https://i.ytimg.com/vi/F5QP1laQtdc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/F5QP1laQtdc/hqdefault.jpg,480,360,,,,Mario Nitrini,22,none,Paul Barresi. The Amber Heard and Johnny Depp feud,CLIP 2 (2).MP4,PT30S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,20,0,0,0,,,
youtube#video,45FHaJtVQUVb0KQ32uReQWmBjXo,m2l6F4Sra9c,2022-04-22T23:54:26Z,UCDAwFrCOZozRgZXYi1uWg_g,HOLLYWOOD FIXER SILENCES TRANSVESTITE HOOKERS CLAIMING  THEY HAD SEXUAL RELATIONS WITH EDDIE MURPHY ,,https://i.ytimg.com/vi/m2l6F4Sra9c/default.jpg,120,90,https://i.ytimg.com/vi/m2l6F4Sra9c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/m2l6F4Sra9c/hqdefault.jpg,480,360,https://i.ytimg.com/vi/m2l6F4Sra9c/sddefault.jpg,640.0,480.0,Mario Nitrini,22,none,HOLLYWOOD FIXER SILENCES TRANSVESTITE HOOKERS CLAIMING  THEY HAD SEXUAL RELATIONS WITH EDDIE MURPHY ,,PT12S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,17,1,0,0,,,
youtube#video,cgveAS4Kmsxg2fJlKGCUcYKRFY0,MvLx0uoFNAc,2022-04-22T01:23:10Z,UCDAwFrCOZozRgZXYi1uWg_g,"Paul Barresi has made problems disappear for Schwarzenegger, Stallone, & Tom Cruise to name a few",,https://i.ytimg.com/vi/MvLx0uoFNAc/default.jpg,120,90,https://i.ytimg.com/vi/MvLx0uoFNAc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MvLx0uoFNAc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/MvLx0uoFNAc/sddefault.jpg,640.0,480.0,Mario Nitrini,22,none,"Paul Barresi has made problems disappear for Schwarzenegger, Stallone, & Tom Cruise to name a few",,PT2M33S,2d,hd,false,False,,rectangular,processed,public,youtube,True,True,False,37,2,0,0,https://i.ytimg.com/vi/MvLx0uoFNAc/maxresdefault.jpg,1280.0,720.0
