,shared_url,media_id,text,n_likes,n_replies,total,url_id
36,http://chng.it/d4wSkC9HZs,2.45551025495778e+18,@nya_y_stballer Link para sacar a amber Heard de Aquaman 2: http://chng.it/d4wSkC9HZs,5.0,,5.0,instagram_comments_dec_36
37,http://chng.it/XRfnQzpVXY,2.45551025495778e+18,http://chng.it/XRfnQzpVXY,5.0,,5.0,instagram_comments_dec_37
38,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@_marco_cherry http://chng.it/DT7NQwK8kG,5.0,,5.0,instagram_comments_dec_38
39,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@_jorgeprietom http://chng.it/DT7NQwK8kG,5.0,,5.0,instagram_comments_dec_39
40,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@nya_y_stballer http://chng.it/DT7NQwK8kG,5.0,,5.0,instagram_comments_dec_40
41,http://chng.it/XRfnQzpVXY,2.45551025495778e+18,http://chng.it/XRfnQzpVXY,5.0,,5.0,instagram_comments_dec_41
42,http://chng.it/XRfnQzpVXY,2.45551025495778e+18,http://chng.it/XRfnQzpVXY,5.0,,5.0,instagram_comments_dec_42
43,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.460758767537802e+18,#justiceforjohnnydepp https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,5.0,0.0,5.0,instagram_comments_dec_43
44,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.453186700661121e+18,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,1.0,4.0,5.0,instagram_comments_dec_44
45,http://chng.it/6mQrjqdMDd,2.45551025495778e+18,aquí está el link http://chng.it/6mQrjqdMDd,3.0,2.0,5.0,instagram_comments_dec_45
46,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@fuckingmaaatrix https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,4.0,,4.0,instagram_comments_dec_46
47,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@fuckingmaaatrix https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,4.0,,4.0,instagram_comments_dec_47
48,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@fuckingmaaatrix https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,4.0,,4.0,instagram_comments_dec_48
49,https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,2.466995560887255e+18,#justiceforjohnnydepp https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,4.0,0.0,4.0,instagram_comments_dec_49
50,www.nrc.no,2.45551025495778e+18,"Imagehttps://www.nrc.no › reportsPDF
Access to Tazkera Afghanistan - NRC

the position of the European Union or the Swedish government. ... 2.1 Personal Identification",2.0,2.0,4.0,instagram_comments_dec_50
51,https://www.deadcuts.com/single-post/update-from-mark-keds-in-the-sidney-street-bunker,2.4425307752983204e+18,https://www.deadcuts.com/single-post/update-from-mark-keds-in-the-sidney-street-bunker,4.0,0.0,4.0,instagram_comments_dec_51
52,http://chng.it/d4wSkC9HZs,2.45551025495778e+18,@cajitas.con.amor_talca Link para sacar a amber Heard de Aquaman 2: http://chng.it/d4wSkC9HZs,4.0,,4.0,instagram_comments_dec_52
53,https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald,2.468564169674257e+18,#justiceforjohnnydepp https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald,4.0,0.0,4.0,instagram_comments_dec_53
54,http://chng.it/t678nfWmX6,2.45551025495778e+18,"pongan en google : remove amber heard y les sale de los primeros 

http://chng.it/t678nfWmX6",4.0,,4.0,instagram_comments_dec_54
55,http://chng.it/t678nfWmX6,2.45551025495778e+18,"pongan en google : remove amber heard y les sale de los primeros 

http://chng.it/t678nfWmX6",4.0,,4.0,instagram_comments_dec_55
56,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@_.visho.o._ http://chng.it/DT7NQwK8kG,4.0,,4.0,instagram_comments_dec_56
57,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,3.0,0.0,3.0,instagram_comments_dec_57
58,https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald,2.453996280545245e+18,https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald,3.0,0.0,3.0,instagram_comments_dec_58
59,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,Link para firmar: https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.0,1.0,3.0,instagram_comments_dec_59
60,https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,2.466889754726317e+18,#justiceforjohnnydepp https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,3.0,0.0,3.0,instagram_comments_dec_60
61,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@valebiebs_ http://chng.it/DT7NQwK8kG,3.0,,3.0,instagram_comments_dec_61
62,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@__senpaaii_  https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,3.0,,3.0,instagram_comments_dec_62
63,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@renaleonorr http://chng.it/DT7NQwK8kG,3.0,,3.0,instagram_comments_dec_63
64,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@__senpaaii_  https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,3.0,,3.0,instagram_comments_dec_64
65,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@__senpaaii_  https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,3.0,,3.0,instagram_comments_dec_65
66,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@bxchxlxcx_2004 http://chng.it/DT7NQwK8kG,3.0,,3.0,instagram_comments_dec_66
67,https://www.amazon.com/gp/product/B08L9RNVBR/ref=cx_skuctr_share?smid=A2EQDMR76UXQ9,2.4604075766965376e+18,"Hello, 

Hope everyhing is fine at your side. First of all apologies to disturb you. We are a seller at Amazon US and just wanted to share if you maybe interested with this sterling silver tiny multicolor evil eye bracelet.

I just listed: 925 Sterling Silver Evil Eye Bracelet, Multicolor Dainty Evil Eye Bracelet Sterling Silver, for $17.99 via @amazon  https://www.amazon.com/gp/product/B08L9RNVBR/ref=cx_skuctr_share?smid=A2EQDMR76UXQ9

Thank you for your understanding and for your time on reading this.

All the best, stay safe and healthy.🙏

HoneyWinter",1.0,2.0,3.0,instagram_comments_dec_67
68,http://chng.it/d4wSkC9HZs,2.45551025495778e+18,@its.matiii._ Link para sacar a amber Heard de Aquaman 2: http://chng.it/d4wSkC9HZs,3.0,,3.0,instagram_comments_dec_68
