,shared_url,media_id,text,n_likes,n_replies,total,url_id
18,https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,2.517016217125287e+18,@dan_mgf https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,22.0,,22.0,instagram_comments_4_months_18
19,https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,2.517016217125287e+18,@dan_mgf https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,22.0,,22.0,instagram_comments_4_months_19
20,https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,2.517016217125287e+18,@dan_mgf https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,22.0,,22.0,instagram_comments_4_months_20
21,https://www.instagram.com/p/CLfHtgQA5De/?igshid=rhr38lbubz0,2.519744582305111e+18,@serj_str https://www.instagram.com/p/CLfHtgQA5De/?igshid=rhr38lbubz0,17.0,,17.0,instagram_comments_4_months_21
22,https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,2.517016217125287e+18,@natmargolla https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,16.0,,16.0,instagram_comments_4_months_22
23,https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,2.515802777203286e+18,https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow.,9.0,2.0,11.0,instagram_comments_4_months_23
24,http://chng.it/cz7n8nXPMS,2.44101324106294e+18,link : http://chng.it/cz7n8nXPMS,9.0,0.0,9.0,instagram_comments_4_months_24
25,http://chng.it/9fvfm2mSb4,2.515802777203286e+18,@flo.hernandezl http://chng.it/9fvfm2mSb4,9.0,,9.0,instagram_comments_4_months_25
26,www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,2.515802777203286e+18,@martinabuguen0 www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,9.0,,9.0,instagram_comments_4_months_26
27,www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,2.515802777203286e+18,@martinabuguen0 www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,9.0,,9.0,instagram_comments_4_months_27
28,www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,2.515802777203286e+18,@martinabuguen0 www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,9.0,,9.0,instagram_comments_4_months_28
29,https://www.muz1.tv/events/7110,2.482896286467888e+18,https://www.muz1.tv/events/7110,8.0,,8.0,instagram_comments_4_months_29
30,http://chng.it/9fvfm2mSb4,2.515802777203286e+18,@cataa.wh http://chng.it/9fvfm2mSb4,8.0,,8.0,instagram_comments_4_months_30
31,https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,2.517016217125287e+18,@grigorimary https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,8.0,,8.0,instagram_comments_4_months_31
32,https://youtu.be/uretrfMA-Io,2.4791895837636664e+18,@legolive2005 https://youtu.be/uretrfMA-Io,7.0,,7.0,instagram_comments_4_months_32
33,youtube.com/BeraniNggak,2.482953856662501e+18,"Lagi berduaan di rumah, tahu2 ada bayangan hitam lewat! 😱 Tonton videonya di 🔴 youtube.com/BeraniNggak",7.0,0.0,7.0,instagram_comments_4_months_33
34,https://www.cbr.com/powers-aquamans-trident-neptune-possesses/,2.4152481687289933e+18,@hesan_aminifard https://www.cbr.com/powers-aquamans-trident-neptune-possesses/ those his powers but he does not know he can do all,6.0,,6.0,instagram_comments_4_months_34
35,https://youtu.be/uretrfMA-Io,2.4791895837636664e+18,@mr_fenix_23 https://youtu.be/uretrfMA-Io here you go,6.0,,6.0,instagram_comments_4_months_35
36,https://youtu.be/uretrfMA-Io,2.4791895837636664e+18,@mr_fenix_23 https://youtu.be/uretrfMA-Io here you go,6.0,,6.0,instagram_comments_4_months_36
37,https://youtu.be/uretrfMA-Io,2.4791895837636664e+18,@mr_fenix_23 https://youtu.be/uretrfMA-Io here you go,6.0,,6.0,instagram_comments_4_months_37
38,https://www.dailymail.co.uk/news/article-9474979/amp/Johnny-Depp-says-police-bodycam-footage-PROVES-Amber-Heard-lying.html#click=https://t.co/DPCSOVywHY,2.559848138984614e+18,https://www.dailymail.co.uk/news/article-9474979/amp/Johnny-Depp-says-police-bodycam-footage-PROVES-Amber-Heard-lying.html#click=https://t.co/DPCSOVywHY Nope,5.0,0.0,5.0,instagram_comments_4_months_38
39,https://www.change.org/p/the-walt-disney-company-we-want-johnny-depp-back-as-captain-jack-sparrow-65c54dc0-db49-47ff-bcb0-726fcf1cb81a,2.515802777203286e+18,https://www.change.org/p/the-walt-disney-company-we-want-johnny-depp-back-as-captain-jack-sparrow-65c54dc0-db49-47ff-bcb0-726fcf1cb81a,4.0,,4.0,instagram_comments_4_months_39
40,http://chng.it/9fvfm2mSb4,2.515802777203286e+18,@connntreras http://chng.it/9fvfm2mSb4,4.0,,4.0,instagram_comments_4_months_40
41,https://www.independent.co.uk/news/world/americas/us-election-2020/proud-boys-terror-capitol-riot-b1783996.html,2.481202871400786e+18,@zinxy8_r.i.p https://www.independent.co.uk/news/world/americas/us-election-2020/proud-boys-terror-capitol-riot-b1783996.html,3.0,,3.0,instagram_comments_4_months_41
42,http://chng.it/9fvfm2mSb4,2.515802777203286e+18,@tamara_alarconm http://chng.it/9fvfm2mSb4,3.0,,3.0,instagram_comments_4_months_42
43,http://chng.it/9fvfm2mSb4,2.515802777203286e+18,http://chng.it/9fvfm2mSb4,2.0,1.0,3.0,instagram_comments_4_months_43
