"№","URLs","Facebook shares","Facebook comments","Facebook comments plugin","Facebook reactions","Facebook total","Pins","Total"
"1","https://www.dailymail.co.uk/news/article-7947733/Amber-Heard-admits-hitting-ex-husband-Johnny-Depp-pelting-pots-pans-tape.html","32876","34694","9","111794","179373","18","179391"
