kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height
youtube#video,_V3YO5oGB7BxKqciOvpBfzFEsus,-5jzVhfhEV4,2022-05-11T18:35:08Z,UCtI17-8NdT1udd9AiKJ470w,Top 6 Johnny Depp Laughing Moment in The Court,"Top 6 Johnny Depp Laughing Moment in The Court

#johnnydepp #amberheard #johnnydepptrial

► Subscribe to Our Channel! → https://www.youtube.com/c/PowerfulQuotes

Thank you for watching!

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

As always your feedback is welcome.",https://i.ytimg.com/vi/-5jzVhfhEV4/default.jpg,120,90,https://i.ytimg.com/vi/-5jzVhfhEV4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-5jzVhfhEV4/hqdefault.jpg,480,360,Powerful Quotes ,['johnny depp'],23,none,en,Top 6 Johnny Depp Laughing Moment in The Court,"Top 6 Johnny Depp Laughing Moment in The Court

#johnnydepp #amberheard #johnnydepptrial

► Subscribe to Our Channel! → https://www.youtube.com/c/PowerfulQuotes

Thank you for watching!

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

As always your feedback is welcome.",en,PT3M44S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,31,2,0,0,,,,,,
youtube#video,B_lfri3fGNUVKRo6-G-uUQY7fDk,-DVit6zEwwM,2022-02-22T06:00:00Z,UCtI17-8NdT1udd9AiKJ470w,Sylvester Stallone Quotes About Life And Success Part- 3 #shorts,"Sylvester Stallone Quotes About Life And Success Part- 3 #shorts

Sylvester Stallone, in full Sylvester Gardenzio Stallone, (born July 6, 1946, New York, New York, U.S.), American actor, screenwriter, and director who was perhaps best known for creating and starring in the Rocky and Rambo film series, which made him an icon in the action genre.

These are vivid sayings and quotes from Sylvester Stallone. The best quotes and aphorisms of Sylvester Stallone that will make you think about many things in life and success. Life and success quotes from Sylvester Stallone are definitely worth your time.

Thank you for watching!

 #quotes #sylvesterstallone #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

 We hope you enjoyed this Wise Life and success Quotes of Sylvester Stallone.

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",https://i.ytimg.com/vi/-DVit6zEwwM/default.jpg,120,90,https://i.ytimg.com/vi/-DVit6zEwwM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-DVit6zEwwM/hqdefault.jpg,480,360,Powerful Quotes ,"['quotes', 'Sylvester Stallone Quotes', 'sylvester stallone quotes', 'sylvester stallone', 'top ten sylvester stallone quotes', 'sylvester stallone quotes about life', 'Sylvester Stallone Quotes About Life And Success', 'Life And Success', 'Life', 'Success', 'life quotes', 'quotes channel', 'deep quotes', 'inspirational quotes', 'motivational quotes']",24,none,en,Sylvester Stallone Quotes About Life And Success Part- 3 #shorts,"Sylvester Stallone Quotes About Life And Success Part- 3 #shorts

Sylvester Stallone, in full Sylvester Gardenzio Stallone, (born July 6, 1946, New York, New York, U.S.), American actor, screenwriter, and director who was perhaps best known for creating and starring in the Rocky and Rambo film series, which made him an icon in the action genre.

These are vivid sayings and quotes from Sylvester Stallone. The best quotes and aphorisms of Sylvester Stallone that will make you think about many things in life and success. Life and success quotes from Sylvester Stallone are definitely worth your time.

Thank you for watching!

 #quotes #sylvesterstallone #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

 We hope you enjoyed this Wise Life and success Quotes of Sylvester Stallone.

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",,PT47S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,217,4,0,0,,,,,,
youtube#video,-jVMGZAmG0D8HkBOIglEBE3zz_8,-hHKO-QWXCE,2022-05-06T19:00:00Z,UCtI17-8NdT1udd9AiKJ470w,Amber Destroyed By Johnny Depp Lawyer,"Amber Destroyed By Johnny Depp Lawyer.

#johnnydepp #amberheard #johnnydepptrial

Johnny Depp MERCH - https://tinyurl.com/2s3bvkvm

► Subscribe to Our Channel! → https://www.youtube.com/c/PowerfulQuotes

Thank you for watching!

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

As always your feedback is welcome.",https://i.ytimg.com/vi/-hHKO-QWXCE/default.jpg,120,90,https://i.ytimg.com/vi/-hHKO-QWXCE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-hHKO-QWXCE/hqdefault.jpg,480,360,Powerful Quotes ,"['judge reprimand amber lawyer', 'johnny depp', 'amber heard', 'johnny depp trial', 'johnny depp trial 2022', 'amber lawyer', ""Johnny Depp's Lawyers Constantly Objecting""]",24,none,en,Amber Destroyed By Johnny Depp Lawyer,"Amber Destroyed By Johnny Depp Lawyer.

#johnnydepp #amberheard #johnnydepptrial

Johnny Depp MERCH - https://tinyurl.com/2s3bvkvm

► Subscribe to Our Channel! → https://www.youtube.com/c/PowerfulQuotes

Thank you for watching!

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

As always your feedback is welcome.",en,PT1M,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,4405,55,0,10,https://i.ytimg.com/vi/-hHKO-QWXCE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-hHKO-QWXCE/maxresdefault.jpg,1280.0,720.0
youtube#video,dk9bUdMbxoH0EHDX2Tq8VeqpeVQ,-jEjj7qG_GM,2022-02-16T06:00:00Z,UCtI17-8NdT1udd9AiKJ470w,Most Inspirational Keanu Reeves Quotes #shorts part-3,"Most Inspirational Keanu Reeves Quotes #shorts part-3

These are vivid sayings and quotes from Keanu Reeves. The best quotes and aphorisms of Keanu Reeves that will make you think about many things in life. Life quotes from Keanu Reeves are definitely worth your time.

Thank you for watching!

 #quotes #keanureeves #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

 We hope you enjoyed this Wise Life Quotes of Keanu Reeves.

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",https://i.ytimg.com/vi/-jEjj7qG_GM/default.jpg,120,90,https://i.ytimg.com/vi/-jEjj7qG_GM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-jEjj7qG_GM/hqdefault.jpg,480,360,Powerful Quotes ,"['quotes', 'Most Inspirational Keanu Reeves Quotes', 'most inspirational keanu reeves quotes', 'keanu reeves', 'keanu reeves quotes', 'deep quotes', 'life quotes', 'Inspirational', 'shorts']",24,none,en,Most Inspirational Keanu Reeves Quotes #shorts part-3,"Most Inspirational Keanu Reeves Quotes #shorts part-3

These are vivid sayings and quotes from Keanu Reeves. The best quotes and aphorisms of Keanu Reeves that will make you think about many things in life. Life quotes from Keanu Reeves are definitely worth your time.

Thank you for watching!

 #quotes #keanureeves #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

 We hope you enjoyed this Wise Life Quotes of Keanu Reeves.

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",,PT43S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1086,49,0,4,,,,,,
youtube#video,pftYXTAKXGId85onVB-XPBysiBo,-uDr4YvdLEo,2022-02-26T06:00:00Z,UCtI17-8NdT1udd9AiKJ470w,Inspiring Albert Einstein Quotes #shorts,"Inspiring Albert Einstein Quotes #shorts

Albert Einstein was a German-born theoretical physicist, widely acknowledged to be one of the greatest physicists of all time. Einstein is best known for developing the theory of relativity, but he also made important contributions to the development of the theory of quantum mechanics.

These are vivid sayings and quotes from Albert Einstein. The best quotes and aphorisms of Albert Einstein that will make you think about many things in life. Life quotes from Albert Einstein are definitely worth your time.

Thank you for watching!

 #quotes #alberteinstein #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

 We hope you enjoyed this Wise Life Quotes of Albert Einstein.

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",https://i.ytimg.com/vi/-uDr4YvdLEo/default.jpg,120,90,https://i.ytimg.com/vi/-uDr4YvdLEo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-uDr4YvdLEo/hqdefault.jpg,480,360,Powerful Quotes ,"['quotes', 'Inspiring Albert Einstein Quotes', 'albert einstein quotes', 'albert einstein', 'inspirational quotes', 'inspiring albert einstein quotes']",24,none,en,Inspiring Albert Einstein Quotes #shorts,"Inspiring Albert Einstein Quotes #shorts

Albert Einstein was a German-born theoretical physicist, widely acknowledged to be one of the greatest physicists of all time. Einstein is best known for developing the theory of relativity, but he also made important contributions to the development of the theory of quantum mechanics.

These are vivid sayings and quotes from Albert Einstein. The best quotes and aphorisms of Albert Einstein that will make you think about many things in life. Life quotes from Albert Einstein are definitely worth your time.

Thank you for watching!

 #quotes #alberteinstein #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

 We hope you enjoyed this Wise Life Quotes of Albert Einstein.

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",,PT49S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,145,7,0,1,,,,,,
youtube#video,Nic0yspk4gYHH2E7Xm0qA-I7OL8,-uHttQQfKPM,2022-05-08T03:00:00Z,UCtI17-8NdT1udd9AiKJ470w,Johnny Depp Tell The Real Truth How Amber Hurt His Finger,"Johnny Depp Tell The Real Truth How Amber Hurt His Finger

#johnnydepp #amberheard #johnnydepptrial

Johnny Depp MERCH - https://tinyurl.com/2s3bvkvm

► Subscribe to Our Channel! → https://www.youtube.com/c/PowerfulQuotes

Thank you for watching!

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

As always your feedback is welcome.",https://i.ytimg.com/vi/-uHttQQfKPM/default.jpg,120,90,https://i.ytimg.com/vi/-uHttQQfKPM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-uHttQQfKPM/hqdefault.jpg,480,360,Powerful Quotes ,['Johnny Depp'],24,none,en,Johnny Depp Tell The Real Truth How Amber Hurt His Finger,"Johnny Depp Tell The Real Truth How Amber Hurt His Finger

#johnnydepp #amberheard #johnnydepptrial

Johnny Depp MERCH - https://tinyurl.com/2s3bvkvm

► Subscribe to Our Channel! → https://www.youtube.com/c/PowerfulQuotes

Thank you for watching!

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

As always your feedback is welcome.",en,PT59S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2292,28,0,4,https://i.ytimg.com/vi/-uHttQQfKPM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-uHttQQfKPM/maxresdefault.jpg,1280.0,720.0
youtube#video,JWU5vN1HJtg3j-1EAm2MeJHs_LU,-V7UhWci1VQ,2022-03-14T00:00:00Z,UCtI17-8NdT1udd9AiKJ470w,Native American Proverbs and Wisdom,"Native American Proverbs and Wisdom #shorts

These are proverbs and quotes from Native American. The best quotes and proverbs of Native American that will make you think about many things in life. Life proverbs and quotes from Native American are definitely worth your time.

► Subscribe to Our Channel! → https://www.youtube.com/c/QuotesWorthListening

Thank you for watching!

 #quotes #proverbs #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",https://i.ytimg.com/vi/-V7UhWci1VQ/default.jpg,120,90,https://i.ytimg.com/vi/-V7UhWci1VQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-V7UhWci1VQ/hqdefault.jpg,480,360,Powerful Quotes ,"['quotes', 'Native American Proverbs and Wisdom', 'Native American Proverbs']",28,none,en,Native American Proverbs and Wisdom,"Native American Proverbs and Wisdom #shorts

These are proverbs and quotes from Native American. The best quotes and proverbs of Native American that will make you think about many things in life. Life proverbs and quotes from Native American are definitely worth your time.

► Subscribe to Our Channel! → https://www.youtube.com/c/QuotesWorthListening

Thank you for watching!

 #quotes #proverbs #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",en,PT28S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,51,4,0,0,,,,,,
youtube#video,Pmd-yfQF9xh1VrkGY0TSQZ6CHkc,-wY2pCIzcJo,2022-03-25T00:00:01Z,UCtI17-8NdT1udd9AiKJ470w,Set your goal.... Quotes by Walt Disney #shorts,"Set your goal.... Quotes by Walt Disney #shorts

► Subscribe to Our Channel! → https://www.youtube.com/c/QuotesWorthListening

Thank you for watching!

 #quotes #shorts #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",https://i.ytimg.com/vi/-wY2pCIzcJo/default.jpg,120,90,https://i.ytimg.com/vi/-wY2pCIzcJo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-wY2pCIzcJo/hqdefault.jpg,480,360,Powerful Quotes ,"['quotes', 'inspirational quotes', 'life quotes', 'Set your goal', 'Quotes by Walt Disney']",28,none,en,Set your goal.... Quotes by Walt Disney #shorts,"Set your goal.... Quotes by Walt Disney #shorts

► Subscribe to Our Channel! → https://www.youtube.com/c/QuotesWorthListening

Thank you for watching!

 #quotes #shorts #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",en,PT27S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,261,17,0,1,,,,,,
youtube#video,jlrrNPH3lxXMQQdeIKnopilad-g,-y0leWhKGWk,2022-05-10T15:00:01Z,UCtI17-8NdT1udd9AiKJ470w,John Depp Explain How Amber Heard faked blood in nose with nail polish,"John Depp Explain How Amber Heard faked blood in nose with nail polish.

#johnnydepp #amberheard #johnnydepptrial

► Subscribe to Our Channel! → https://www.youtube.com/c/PowerfulQuotes

Thank you for watching!

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

As always your feedback is welcome.",https://i.ytimg.com/vi/-y0leWhKGWk/default.jpg,120,90,https://i.ytimg.com/vi/-y0leWhKGWk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-y0leWhKGWk/hqdefault.jpg,480,360,Powerful Quotes ,"['johnny depp', 'amber heard']",24,none,en,John Depp Explain How Amber Heard faked blood in nose with nail polish,"John Depp Explain How Amber Heard faked blood in nose with nail polish.

#johnnydepp #amberheard #johnnydepptrial

► Subscribe to Our Channel! → https://www.youtube.com/c/PowerfulQuotes

Thank you for watching!

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

As always your feedback is welcome.",en,PT4M34S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,237,5,0,2,https://i.ytimg.com/vi/-y0leWhKGWk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-y0leWhKGWk/maxresdefault.jpg,1280.0,720.0
youtube#video,n8WyvkgR_u049JWtNENwYBVDquM,0CwNcG0O-Z0,2022-03-10T14:25:07Z,UCtI17-8NdT1udd9AiKJ470w,These Incredible Bob Dylan Quotes Are Life Changing,"These Incredible Bob Dylan Quotes Are Life Changing

Robert Dylan is an American singer-songwriter, author and visual artist. Often regarded as one of the greatest songwriters of all time, Dylan has been a major figure in popular culture during a career spanning 60 years.

These are vivid sayings and quotes from Bob Dylan. The best quotes and aphorisms of Bob Dylan that will make you think about many things in life. Life quotes from Bob Dylan are definitely worth your time.

► Subscribe to Our Channel! → https://www.youtube.com/c/QuotesWorthListening

Thank you for watching!

 #quotes #bobdylan #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

 We hope you enjoyed this Wise Life Quotes of Bob Dylan.

Which is your favorite Bob Dylan quotes?

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",https://i.ytimg.com/vi/0CwNcG0O-Z0/default.jpg,120,90,https://i.ytimg.com/vi/0CwNcG0O-Z0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0CwNcG0O-Z0/hqdefault.jpg,480,360,Powerful Quotes ,"['quotes', 'Bob Dylan quotes', 'bob dylan quotes', 'bob dylan', 'bob dylan quotes about life', 'life quotes', 'quotes about life', 'bob dylan life changing quotes', 'life changng quotes']",24,none,en,These Incredible Bob Dylan Quotes Are Life Changing,"These Incredible Bob Dylan Quotes Are Life Changing

Robert Dylan is an American singer-songwriter, author and visual artist. Often regarded as one of the greatest songwriters of all time, Dylan has been a major figure in popular culture during a career spanning 60 years.

These are vivid sayings and quotes from Bob Dylan. The best quotes and aphorisms of Bob Dylan that will make you think about many things in life. Life quotes from Bob Dylan are definitely worth your time.

► Subscribe to Our Channel! → https://www.youtube.com/c/QuotesWorthListening

Thank you for watching!

 #quotes #bobdylan #lifequotes

Copyright info:
* We must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.

 We hope you enjoyed this Wise Life Quotes of Bob Dylan.

Which is your favorite Bob Dylan quotes?

If you like this type of videos don't forget to subscribe ❤ 

As always your feedback is welcome.",,PT4M15S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,16,0,0,0,https://i.ytimg.com/vi/0CwNcG0O-Z0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0CwNcG0O-Z0/maxresdefault.jpg,1280.0,720.0
