kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.regionRestriction.blocked,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,contentDetails.contentRating.ytRating
youtube#video,rtg09fsLkBx1Ff8mT-BFVWQ28Rw,9HPDcc3vegs,2022-05-04T19:17:41Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,Psicóloga de Amber Heard ADMITE que Johnny Depp sufrió heridas severas,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#JohnnyDepp #AmberHeard #Juicio",https://i.ytimg.com/vi/9HPDcc3vegs/default.jpg,120,90,https://i.ytimg.com/vi/9HPDcc3vegs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9HPDcc3vegs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9HPDcc3vegs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/9HPDcc3vegs/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er misterios', 'noticias', 'johnny depp juicio', 'amber heard juicio', 'johnny depp trial', 'sean bett', 'seguridad de johnny depp', 'guardia de johnny depp', 'johnny depp lo ultimo', 'johnny depp juicio 2022', 'johnny depp vs amber heard español', 'johnny deep gana juicio', 'johnny depp juicio en vivo', 'johnny depp vs amber heard', 'johnny depp vs amber heard caso completo', 'johnny depp testifica', 'johnny depp declara']",24,none,Psicóloga de Amber Heard ADMITE que Johnny Depp sufrió heridas severas,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#JohnnyDepp #AmberHeard #Juicio",PT6M38S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,268446,2764,0,463,
youtube#video,BsTlqFSBQFqvIXXnXMsOvAYVXjw,9jkOTC8oxek,2021-11-23T22:06:34Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,SE CONFIRMA la Causa de MUERTE de Brian Laundrie!!,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#GabbyPetito #BrianLaundrie",https://i.ytimg.com/vi/9jkOTC8oxek/default.jpg,120,90,https://i.ytimg.com/vi/9jkOTC8oxek/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9jkOTC8oxek/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9jkOTC8oxek/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/9jkOTC8oxek/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['gaby petito', 'brian laundry', 'español']",24,none,SE CONFIRMA la Causa de MUERTE de Brian Laundrie!!,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#GabbyPetito #BrianLaundrie",PT1M24S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,16207,516,0,153,
youtube#video,skHpJrKa3pUPwQXeGUeahsbh9cM,9qpgjoYQsa4,2022-01-06T17:04:05Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,Se Escapó de Casa a los 14 Años | La EXTRAÑA DESAPARICIÓN de Alicia Navarro,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#AliciaNavarro #JessicaNuñez",https://i.ytimg.com/vi/9qpgjoYQsa4/default.jpg,120,90,https://i.ytimg.com/vi/9qpgjoYQsa4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9qpgjoYQsa4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9qpgjoYQsa4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/9qpgjoYQsa4/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er misterios', 'caso real', 'caso resuelto', 'caso no resuelto', 'mujer desaparecida', 'persona desaparecida', 'el caso de bernadette walker', 'crimen real', 'documental en español', 'misterios sin resolver', 'caso abierto', 'alicia navarro', 'jessica nuñez']",24,none,Se Escapó de Casa a los 14 Años | La EXTRAÑA DESAPARICIÓN de Alicia Navarro,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#AliciaNavarro #JessicaNuñez",PT4M10S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,3541,183,0,17,
youtube#video,4qDLGoJxNS3QoB6YQ8GuUKSh2Ts,ACkhs3D6NRI,2021-10-12T06:03:44Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,Brian Laundrie MUERTO? | Lo Más NUEVO Sobre el Caso Gabby Petito,"Durante ya casi 1 mes, las autoridades locales y federales han estado buscando a través de una reserva natural de 25,000 acres, que es la Reserva de Carlton en Florida, a Brian Laundrie, que es o era el prometido de Gabby.

La Reserva de Carlton es un lugar muy peligroso, las autoridades creen que Brian Laundrie ya no sigue con vida.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

#BrianLaundrie #GabbyPetito #Encontrado",https://i.ytimg.com/vi/ACkhs3D6NRI/default.jpg,120,90,https://i.ytimg.com/vi/ACkhs3D6NRI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ACkhs3D6NRI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ACkhs3D6NRI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ACkhs3D6NRI/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['caso gabby petito', 'gabby petito en español', 'brian laundrie', 'brian laundry', 'brian laundrie muerto', 'brian laundrie encontrado', 'la busqueda de brian laundrie', 'brian laundrie asesino', 'brian laundrie culpable', 'brian laundrie acusado', 'gabby petiuto viva', 'gabby petito muerta', 'gabby petito 2021', 'gaby petito causa de muerte', 'gabby petito homicidio', 'brian laundrie escapo', 'brian laundrie inocente', 'brian laundrie vivo', 'brian laundrie aparecio', 'brian laundrie español', 'gaby petito']",24,none,Brian Laundrie MUERTO? | Lo Más NUEVO Sobre el Caso Gabby Petito,"Durante ya casi 1 mes, las autoridades locales y federales han estado buscando a través de una reserva natural de 25,000 acres, que es la Reserva de Carlton en Florida, a Brian Laundrie, que es o era el prometido de Gabby.

La Reserva de Carlton es un lugar muy peligroso, las autoridades creen que Brian Laundrie ya no sigue con vida.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

#BrianLaundrie #GabbyPetito #Encontrado",PT7M50S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,37794,1031,0,151,
youtube#video,vp5DQZBiN3L-GNW_4IenDbKQgK8,AMdKmy5B4Zo,2022-04-23T01:34:27Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,Amber Heard le RUEGA a Johnny Depp para que no se corte a él mismo (Grabación de Audio),"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#JohnnyDepp #AmberHeard #Juicio",https://i.ytimg.com/vi/AMdKmy5B4Zo/default.jpg,120,90,https://i.ytimg.com/vi/AMdKmy5B4Zo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AMdKmy5B4Zo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AMdKmy5B4Zo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/AMdKmy5B4Zo/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er misterios', 'noticias', 'johnny depp juicio', 'amber heard juicio', 'johnny depp trial', 'sean bett', 'seguridad de johnny depp', 'guardia de johnny depp', 'johnny depp lo ultimo', 'johnny depp juicio 2022', 'johnny depp vs amber heard español', 'johnny deep gana juicio', 'johnny depp juicio en vivo', 'johnny depp vs amber heard', 'johnny depp vs amber heard caso completo', 'johnny depp testifica', 'johnny depp declara']",24,none,Amber Heard le RUEGA a Johnny Depp para que no se corte a él mismo (Grabación de Audio),"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#JohnnyDepp #AmberHeard #Juicio",PT2M56S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,245828,2172,0,774,
youtube#video,Nb23gsXR5-FMFofTV1UCc2BxaLI,Am_u7lwHEX4,2020-12-01T01:10:18Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,El Hombre MÁS BUSCADO por el FBI | D. B. Cooper,"El ÚNICO caso de secuestro aéreo que no ha sido RESUELTO por el FBI.
Conoce la historia, el misterio y la leyenda de Dan Cooper.

Luego de su huida de un Boeing 727 del vuelo 305 de la aerolínea Northwest Orient en 1971, nadie conoce su paradero.

Si te gustó el vídeo, apoya al canal a seguir creando este tipo de contenido dándole LIKE y SUSCRIBIÉNDOTE.

*************SUSCRÍBETE*******************

Subscribe: https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

#DBCooper #DanCooper #Boeing727",https://i.ytimg.com/vi/Am_u7lwHEX4/default.jpg,120,90,https://i.ytimg.com/vi/Am_u7lwHEX4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Am_u7lwHEX4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Am_u7lwHEX4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Am_u7lwHEX4/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['crimen real', 'db cooper', 'D.B. Cooper', 'Dan Cooper', 'boeing 727', 'boing 727', 'casos sin resolver', 'misterio mas grande', 'DB Cooper documental en español', 'db cooper resuelto', 'd b cooper', 'misterio', 'duane weber', 'tina mucklow', 'william rataczak', 'richard mccoy', 'el hombre mas buscado', 'rescate', 'avion', 'no resuelto', 'robo perfecto', 'historias increibles', 'd.b cooper historia', 'fbi en el siglo xxi discovery channel', 'los archivos del fbi 2020', 'archivos del fbi discovery channel en español 2020']",24,none,El Hombre MÁS BUSCADO por el FBI | D. B. Cooper,"El ÚNICO caso de secuestro aéreo que no ha sido RESUELTO por el FBI.
Conoce la historia, el misterio y la leyenda de Dan Cooper.

Luego de su huida de un Boeing 727 del vuelo 305 de la aerolínea Northwest Orient en 1971, nadie conoce su paradero.

Si te gustó el vídeo, apoya al canal a seguir creando este tipo de contenido dándole LIKE y SUSCRIBIÉNDOTE.

*************SUSCRÍBETE*******************

Subscribe: https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

#DBCooper #DanCooper #Boeing727",PT14M17S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,1140,211,0,134,
youtube#video,nncyd-7S_QI-BSY21A8_dpi9Jok,ApOD9UBrGDo,2021-10-16T16:15:22Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,¡Instalan CÁMARAS en la CASA de Brian Laundrie!,"Los medios han publicado imágenes el día de ayer 15 de Octubre,  del padre de Brian Laundrie, de 62 años, trabajando en la instalación de la cámara  que monta junto a la puerta principal de la casa.

Las imágenes luego muestran a Chris Laundrie yendo por su camino de entrada para recoger  el correo y luego vuelve a entrar sin decir nada.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

#GabbyPetito #BrianLaundrie #VanLife",https://i.ytimg.com/vi/ApOD9UBrGDo/default.jpg,120,90,https://i.ytimg.com/vi/ApOD9UBrGDo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ApOD9UBrGDo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ApOD9UBrGDo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ApOD9UBrGDo/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['caso gaby petito', 'gabby petito', 'el caso de gabby petito', 'brian laundrie muerto', 'brian laundrie encontrado', 'brian laundrie profugo', 'brian laundrie hoy', 'brian laundrie camaras', 'casa de brian laundrie', 'brian laundrie padres', 'brian laundrie hermana', 'gaby petito padres', 'gabby petito madre', 'gabby petito mama', 'gaby petito familia', 'brian laundrie abogado', 'laundrie abogado', 'gaby petito autopsia', 'gabby petito cenizas', 'padre de brian laundrie instala camaras']",24,none,¡Instalan CÁMARAS en la CASA de Brian Laundrie!,"Los medios han publicado imágenes el día de ayer 15 de Octubre,  del padre de Brian Laundrie, de 62 años, trabajando en la instalación de la cámara  que monta junto a la puerta principal de la casa.

Las imágenes luego muestran a Chris Laundrie yendo por su camino de entrada para recoger  el correo y luego vuelve a entrar sin decir nada.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

#GabbyPetito #BrianLaundrie #VanLife",PT2M17S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,21038,398,0,173,
youtube#video,z5IAGxpZGwp7XK-Y9vJ_KzbVRFk,ATQHNYTafp8,2022-04-28T00:05:12Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,Johnny Depp lucha para NO REÍR durante la declaración de un testigo,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#JohnnyDepp #AmberHeard #Juicio",https://i.ytimg.com/vi/ATQHNYTafp8/default.jpg,120,90,https://i.ytimg.com/vi/ATQHNYTafp8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ATQHNYTafp8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ATQHNYTafp8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ATQHNYTafp8/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er misterios', 'noticias', 'johnny depp juicio', 'amber heard juicio', 'johnny depp trial', 'sean bett', 'seguridad de johnny depp', 'guardia de johnny depp', 'johnny depp lo ultimo', 'johnny depp juicio 2022', 'johnny depp vs amber heard español', 'johnny deep gana juicio', 'johnny depp juicio en vivo', 'johnny depp vs amber heard', 'johnny depp vs amber heard caso completo', 'johnny depp testifica', 'johnny depp declara']",24,none,Johnny Depp lucha para NO REÍR durante la declaración de un testigo,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#JohnnyDepp #AmberHeard #Juicio",PT2M41S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,2244174,29786,0,1390,
youtube#video,0lpzEblScyiF2nQ6ew2ookKODtI,AzGi27SITRs,2022-01-25T16:17:06Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,La MISTERIOSA DESAPARICIÓN de BRENDAN SANTO,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#BrendanSanto #BradSanto",https://i.ytimg.com/vi/AzGi27SITRs/default.jpg,120,90,https://i.ytimg.com/vi/AzGi27SITRs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AzGi27SITRs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AzGi27SITRs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/AzGi27SITRs/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er misterios', 'caso real', 'caso abierto', 'caso cerrado', 'caso no resuelto', 'caso resuelto']",24,none,La MISTERIOSA DESAPARICIÓN de BRENDAN SANTO,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#BrendanSanto #BradSanto",PT5M32S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,4170,235,0,42,
youtube#video,QBaIfLb0XcjdqCxpWbY8_8hHzUI,B5sea5vUpgA,2022-04-25T20:02:57Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,Johnny Depp declaró que GASTÓ MILLONES en su Doctor y Enfermera | Amber sigue presentando Audios,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#JohnnyDepp #AmberHeard #Juicio",https://i.ytimg.com/vi/B5sea5vUpgA/default.jpg,120,90,https://i.ytimg.com/vi/B5sea5vUpgA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/B5sea5vUpgA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/B5sea5vUpgA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/B5sea5vUpgA/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er misterios', 'noticias', 'johnny depp juicio', 'amber heard juicio', 'johnny depp trial', 'sean bett', 'seguridad de johnny depp', 'guardia de johnny depp', 'johnny depp lo ultimo', 'johnny depp juicio 2022', 'johnny depp vs amber heard español', 'johnny deep gana juicio', 'johnny depp juicio en vivo', 'johnny depp vs amber heard', 'johnny depp vs amber heard caso completo', 'johnny depp testifica', 'johnny depp declara']",24,none,Johnny Depp declaró que GASTÓ MILLONES en su Doctor y Enfermera | Amber sigue presentando Audios,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#JohnnyDepp #AmberHeard #Juicio",PT1M45S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,80581,694,0,74,
youtube#video,PZiQGUBqO9YNjqHmYve_7d5nwFI,B5u0IZt31t4,2021-11-25T13:46:05Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,Brian Laundrie: AUTOPSIA REVELA que ÉL es el RESPONSABLE de la MUERTE de Gabby Petito?!,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#GabbyPetito #BrianLaundrie",https://i.ytimg.com/vi/B5u0IZt31t4/default.jpg,120,90,https://i.ytimg.com/vi/B5u0IZt31t4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/B5u0IZt31t4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/B5u0IZt31t4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/B5u0IZt31t4/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['gaby petito', 'brian laundry', 'en español']",24,none,Brian Laundrie: AUTOPSIA REVELA que ÉL es el RESPONSABLE de la MUERTE de Gabby Petito?!,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#GabbyPetito #BrianLaundrie",PT2M3S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,16779,465,0,84,
