created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,extended_entities,retweeted_status
2022-03-17 23:53:25+00:00,1504606864524574720,1504606864524574720,Ew. It's not dead yet. https://t.co/1OFowDMbw4,False,"[0, 22]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1OFowDMbw4', 'expanded_url': 'https://twitter.com/realamberheard/status/1504476072234012674', 'display_url': 'twitter.com/realamberheard…', 'indices': [23, 46]}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 797218724654653441, 'id_str': '797218724654653441', 'name': 'Crepes May', 'screen_name': 'defnotentitled', 'location': '', 'description': ""A horrible situation could've been avoided if you were just an asshole."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 77, 'friends_count': 76, 'listed_count': 1, 'created_at': 'Fri Nov 11 23:25:30 +0000 2016', 'favourites_count': 1171, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 167, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1476918718244421632/ZcYQXtxb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1476918718244421632/ZcYQXtxb_normal.jpg', 'profile_image_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,True,1.5044760722340127e+18,1.5044760722340127e+18,"{'url': 'https://t.co/1OFowDMbw4', 'expanded': 'https://twitter.com/realamberheard/status/1504476072234012674', 'display': 'twitter.com/realamberheard…'}","{'created_at': 'Thu Mar 17 15:13:42 +0000 2022', 'id': 1504476072234012674, 'id_str': '1504476072234012674', 'full_text': 'Is this a flex? https://t.co/1zHVm7wzoW', 'truncated': False, 'display_text_range': [0, 15], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1504476065468600331, 'id_str': '1504476065468600331', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/FOD5Aq9VUAsEdqn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FOD5Aq9VUAsEdqn.jpg', 'url': 'https://t.co/1zHVm7wzoW', 'display_url': 'pic.twitter.com/1zHVm7wzoW', 'expanded_url': 'https://twitter.com/realamberheard/status/1504476072234012674/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1440, 'h': 1079, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 899, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1504476065468600331, 'id_str': '1504476065468600331', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/FOD5Aq9VUAsEdqn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FOD5Aq9VUAsEdqn.jpg', 'url': 'https://t.co/1zHVm7wzoW', 'display_url': 'pic.twitter.com/1zHVm7wzoW', 'expanded_url': 'https://twitter.com/realamberheard/status/1504476072234012674/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1440, 'h': 1079, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 899, 'resize': 'fit'}}, 'ext_alt_text': None}, {'id': 1504476065451810832, 'id_str': '1504476065451810832', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/FOD5Aq5VIBAzp4A.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FOD5Aq5VIBAzp4A.jpg', 'url': 'https://t.co/1zHVm7wzoW', 'display_url': 'pic.twitter.com/1zHVm7wzoW', 'expanded_url': 'https://twitter.com/realamberheard/status/1504476072234012674/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1440, 'h': 1079, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 899, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}}, 'ext_alt_text': None}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 807003567605227520, 'id_str': '807003567605227520', 'name': 'Amber Heard', 'screen_name': 'realamberheard', 'location': 'Los Angeles, CA', 'description': 'Actor and Activist, semi-professional disruptor, ice cream advocate and shameless teacup yorkie-lover', 'url': 'https://t.co/Ze18Ek9SOI', 'entities': {'url': {'urls': [{'url': 'https://t.co/Ze18Ek9SOI', 'expanded_url': 'http://instagram.com/amberheard', 'display_url': 'instagram.com/amberheard', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 190003, 'friends_count': 220, 'listed_count': 570, 'created_at': 'Thu Dec 08 23:26:58 +0000 2016', 'favourites_count': 739, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 1148, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1383196364792680448/N8CdupEu_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1383196364792680448/N8CdupEu_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807003567605227520/1491865816', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '91D2FA', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 149, 'favorite_count': 2948, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0,3,False,False,1.0,en,,
2022-03-14 17:43:11+00:00,1503426529149153280,1503426529149153280,Someone give this unhinged nutjob attention. She will always call you out no matter what because she thinks she works at an airport &amp; has to announce anything &amp; everything. She thinks her opinion matters &amp; she's a victim in everything 🤣 #nutjob #unhinged #toxicity #psycho #loser https://t.co/XEDG2Y7JOF,False,"[0, 291]","{'hashtags': [{'text': 'nutjob', 'indices': [249, 256]}, {'text': 'unhinged', 'indices': [257, 266]}, {'text': 'toxicity', 'indices': [267, 276]}, {'text': 'psycho', 'indices': [277, 284]}, {'text': 'loser', 'indices': [285, 291]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1503426503492599809, 'id_str': '1503426503492599809', 'indices': [292, 315], 'media_url': 'http://pbs.twimg.com/media/FN0-cH6VgAEHZLJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FN0-cH6VgAEHZLJ.jpg', 'url': 'https://t.co/XEDG2Y7JOF', 'display_url': 'pic.twitter.com/XEDG2Y7JOF', 'expanded_url': 'https://twitter.com/defnotentitled/status/1503426529149153280/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 331, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 996, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 584, 'h': 1200, 'resize': 'fit'}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 797218724654653441, 'id_str': '797218724654653441', 'name': 'Crepes May', 'screen_name': 'defnotentitled', 'location': '', 'description': ""A horrible situation could've been avoided if you were just an asshole."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 77, 'friends_count': 76, 'listed_count': 1, 'created_at': 'Fri Nov 11 23:25:30 +0000 2016', 'favourites_count': 1171, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 167, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1476918718244421632/ZcYQXtxb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1476918718244421632/ZcYQXtxb_normal.jpg', 'profile_image_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,,,,,0,1,False,False,1.0,en,"{'media': [{'id': 1503426503492599809, 'id_str': '1503426503492599809', 'indices': [292, 315], 'media_url': 'http://pbs.twimg.com/media/FN0-cH6VgAEHZLJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FN0-cH6VgAEHZLJ.jpg', 'url': 'https://t.co/XEDG2Y7JOF', 'display_url': 'pic.twitter.com/XEDG2Y7JOF', 'expanded_url': 'https://twitter.com/defnotentitled/status/1503426529149153280/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 331, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 996, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 584, 'h': 1200, 'resize': 'fit'}}, 'ext_alt_text': None}]}",
2022-03-14 04:38:41+00:00,1503229102538432513,1503229102538432512,"@higginsmommato2 Through my phone, she smells like a sewer from working her street corner for the past month since she posted the eyesore hillbilly pic.",False,"[17, 152]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'higginsmommato2', 'name': 'Michelle', 'id': 939630314854535170, 'id_str': '939630314854535170', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.5024236695235994e+18,1.5024236695235994e+18,9.396303148545352e+17,9.396303148545352e+17,higginsmommato2,"{'id': 797218724654653441, 'id_str': '797218724654653441', 'name': 'Crepes May', 'screen_name': 'defnotentitled', 'location': '', 'description': ""A horrible situation could've been avoided if you were just an asshole."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 77, 'friends_count': 76, 'listed_count': 1, 'created_at': 'Fri Nov 11 23:25:30 +0000 2016', 'favourites_count': 1171, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 167, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1476918718244421632/ZcYQXtxb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1476918718244421632/ZcYQXtxb_normal.jpg', 'profile_image_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,,,,,0,0,False,False,,en,,
2022-03-14 04:36:27+00:00,1503228541151850497,1503228541151850496,"Please sign the petition to have @realamberheard fired and erased from Aquaman and The Lost Kingdom.
#JusticeForJohnnyDepp #FireAmberHeard #AquamanAndTheLostKingdom #AmberTurd #TurdHeard #Abuser #Cheater #Liar #Sociopath #delusional #WarnerBros https://t.co/KrEJNjIrSy",False,"[0, 244]","{'hashtags': [{'text': 'JusticeForJohnnyDepp', 'indices': [101, 122]}, {'text': 'FireAmberHeard', 'indices': [123, 138]}, {'text': 'AquamanAndTheLostKingdom', 'indices': [139, 164]}, {'text': 'AmberTurd', 'indices': [165, 175]}, {'text': 'TurdHeard', 'indices': [176, 186]}, {'text': 'Abuser', 'indices': [187, 194]}, {'text': 'Cheater', 'indices': [195, 203]}, {'text': 'Liar', 'indices': [204, 209]}, {'text': 'Sociopath', 'indices': [210, 220]}, {'text': 'delusional', 'indices': [221, 232]}, {'text': 'WarnerBros', 'indices': [233, 244]}], 'symbols': [], 'user_mentions': [{'screen_name': 'realamberheard', 'name': 'Amber Heard', 'id': 807003567605227520, 'id_str': '807003567605227520', 'indices': [33, 48]}], 'urls': [{'url': 'https://t.co/KrEJNjIrSy', 'expanded_url': 'https://twitter.com/Lepplady/status/1503141898558623751', 'display_url': 'twitter.com/Lepplady/statu…', 'indices': [245, 268]}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 797218724654653441, 'id_str': '797218724654653441', 'name': 'Crepes May', 'screen_name': 'defnotentitled', 'location': '', 'description': ""A horrible situation could've been avoided if you were just an asshole."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 77, 'friends_count': 76, 'listed_count': 1, 'created_at': 'Fri Nov 11 23:25:30 +0000 2016', 'favourites_count': 1171, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 167, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1476918718244421632/ZcYQXtxb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1476918718244421632/ZcYQXtxb_normal.jpg', 'profile_image_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,True,1.5031418985586237e+18,1.5031418985586237e+18,"{'url': 'https://t.co/KrEJNjIrSy', 'expanded': 'https://twitter.com/Lepplady/status/1503141898558623751', 'display': 'twitter.com/Lepplady/statu…'}","{'created_at': 'Sun Mar 13 22:52:10 +0000 2022', 'id': 1503141898558623751, 'id_str': '1503141898558623751', 'full_text': '@rhondasmith7_11 @catheri39707230 @LauraBockov Right here:\nhttps://t.co/RYLLWWBfQu', 'truncated': False, 'display_text_range': [47, 82], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rhondasmith7_11', 'name': 'Rhondasmith711', 'id': 1493738366138941442, 'id_str': '1493738366138941442', 'indices': [0, 16]}, {'screen_name': 'catheri39707230', 'name': 'Catherine Houston', 'id': 1487545039165272075, 'id_str': '1487545039165272075', 'indices': [17, 33]}, {'screen_name': 'LauraBockov', 'name': 'TheRealLauraB🌊⚔️', 'id': 3309371255, 'id_str': '3309371255', 'indices': [34, 46]}], 'urls': [{'url': 'https://t.co/RYLLWWBfQu', 'expanded_url': 'https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2', 'display_url': 'change.org/p/dc-entertain…', 'indices': [59, 82]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': 1503119450362589184, 'in_reply_to_status_id_str': '1503119450362589184', 'in_reply_to_user_id': 1493738366138941442, 'in_reply_to_user_id_str': '1493738366138941442', 'in_reply_to_screen_name': 'rhondasmith7_11', 'user': {'id': 29229904, 'id_str': '29229904', 'name': 'Jeannie Depp', 'screen_name': 'Lepplady', 'location': 'Baton Rouge', 'description': 'Waiting patiently to see #JusticeForJohnnyDepp.', 'url': 'https://t.co/7hDfFZUdqg', 'entities': {'url': {'urls': [{'url': 'https://t.co/7hDfFZUdqg', 'expanded_url': 'http://www.jeanniedepp.com', 'display_url': 'jeanniedepp.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2718, 'friends_count': 933, 'listed_count': 10, 'created_at': 'Mon Apr 06 16:06:16 +0000 2009', 'favourites_count': 101828, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 14753, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/949089886350426113/ZuRB41tg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/949089886350426113/ZuRB41tg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/29229904/1514670497', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'BDDCAD', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 20, 'favorite_count': 55, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0,2,False,False,1.0,en,,
