,user.id_str,user.screen_name,user.name,user.created_at,user.location,user.followers_count,user.friends_count,user.statuses_count,profile_image_url,profile_banner_url,user.lang
502,20140501,NEONSUNMJJ15,True MJ Fan,2009-02-05 11:42:52+00:00,tewkesbury,1462,2549,21512,http://pbs.twimg.com/profile_images/1325066786035953664/Bc86vpNw_normal.jpg,https://pbs.twimg.com/profile_banners/20140501/1604755774,
744,1608857215,Akyda11,Akyda 💙🌻,2013-07-20 18:55:24+00:00,,33,383,1557,http://pbs.twimg.com/profile_images/1511747750098055174/3m8IelNI_normal.jpg,https://pbs.twimg.com/profile_banners/1608857215/1649263592,
1048,832340820,__bl13,.,2012-09-19 02:13:32+00:00,,862,790,14317,http://pbs.twimg.com/profile_images/1508638550090203136/IyAhrrev_normal.jpg,https://pbs.twimg.com/profile_banners/832340820/1629865231,
1484,1861101200,Rigamortus_,SVJ,2013-09-13 16:35:40+00:00,,82,15,20881,http://pbs.twimg.com/profile_images/1515898930785099780/Kg6qMGAM_normal.jpg,https://pbs.twimg.com/profile_banners/1861101200/1562716574,
1880,149571764,Alien8n,Alien X Xenomörph,2010-05-29 16:45:13+00:00,Alpha Centauri,284,147,24097,http://pbs.twimg.com/profile_images/1494459651022364676/_YH0SRs9_normal.jpg,https://pbs.twimg.com/profile_banners/149571764/1649799376,
1939,3279247696,zeroryoko999,💀=ZERORYOKO999=🔞🇺🇦,2015-05-17 17:05:02+00:00,=WARNING: NO ONE UNDER 18=,518,151,8412,http://pbs.twimg.com/profile_images/701139895180349440/JzMBju4q_normal.png,https://pbs.twimg.com/profile_banners/3279247696/1455999766,
2065,936720665109024770,AshNNews,Ash,2017-12-01 22:16:24+00:00,Sweden/ USA,47,289,6031,http://pbs.twimg.com/profile_images/1468252541112786960/IhMPHQTW_normal.jpg,https://pbs.twimg.com/profile_banners/936720665109024770/1640884761,
2187,1217193778555031553,cakevstheworld,cake,2020-01-14 21:16:36+00:00,,1498,332,22665,http://pbs.twimg.com/profile_images/1279251068266954752/k46TeqBI_normal.jpg,https://pbs.twimg.com/profile_banners/1217193778555031553/1593832197,
3263,1244027502944714755,ShockTrendy,Trendy Shock ᛃ🦆🏳️‍⚧️✨ (LunⒶ Sophia),2020-03-28 22:24:16+00:00,18 y.o. She/Her,463,2611,44026,http://pbs.twimg.com/profile_images/1399995047777476608/dDIMzPFy_normal.png,https://pbs.twimg.com/profile_banners/1244027502944714755/1649602574,
4067,1233135067339165696,DameFingDolla,Aussie Blazers Fan,2020-02-27 21:01:35+00:00,"Brisbane, Australia",385,667,2650,http://pbs.twimg.com/profile_images/1455365897829294082/Hg8w_kgz_normal.jpg,https://pbs.twimg.com/profile_banners/1233135067339165696/1625982188,
