created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,extended_entities,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,retweeted_status
2022-03-18 06:37:41+00:00,1504708603944525836,1504708603944525824,"@ls_fitz Thank you!!!! It’s called rehearsal and choreography so that no one is hurt during filming…but yeah Scamber, have your lawyer spew more BS",False,"[9, 147]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ls_fitz', 'name': 'Zelda Fitz', 'id': 1461750659137609739, 'id_str': '1461750659137609739', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.5045550393644237e+18,1.5045550393644237e+18,1.4617506591376097e+18,1.4617506591376097e+18,ls_fitz,"{'id': 1621146510, 'id_str': '1621146510', 'name': 'Retired RaceGirl', 'screen_name': 'RacerGirl619', 'location': 'Houston, TX', 'description': 'Former Racer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 319, 'listed_count': 0, 'created_at': 'Thu Jul 25 20:00:32 +0000 2013', 'favourites_count': 7426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1621146510/1450663951', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,1,False,False,en,,,,,,,
2022-03-18 04:26:58+00:00,1504675704545366033,1504675704545366016,"@robindammit I’ve never known anyone who “does that many drugs” (especially blow) and sleeps…yeah Scamber, keep going with that!!",False,"[13, 129]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'robindammit', 'name': 'Robin', 'id': 897806653877346304, 'id_str': '897806653877346304', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.5045532568397947e+18,1.5045532568397947e+18,8.978066538773463e+17,8.978066538773463e+17,robindammit,"{'id': 1621146510, 'id_str': '1621146510', 'name': 'Retired RaceGirl', 'screen_name': 'RacerGirl619', 'location': 'Houston, TX', 'description': 'Former Racer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 319, 'listed_count': 0, 'created_at': 'Thu Jul 25 20:00:32 +0000 2013', 'favourites_count': 7426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1621146510/1450663951', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en,,,,,,,
2022-03-18 01:58:16+00:00,1504638284462534679,1504638284462534656,"@Beatrix32021692 Also, or I should say, in addition, I believe her “selfies” disprove that entire statement!! Her Twitter &amp; Instagram show her living life, unbothered.",False,"[17, 171]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Beatrix32021692', 'name': 'Beatrix Kiddo ☠️💜', 'id': 1289511102305492994, 'id_str': '1289511102305492994', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.5045243589702246e+18,1.5045243589702246e+18,1.289511102305493e+18,1.289511102305493e+18,Beatrix32021692,"{'id': 1621146510, 'id_str': '1621146510', 'name': 'Retired RaceGirl', 'screen_name': 'RacerGirl619', 'location': 'Houston, TX', 'description': 'Former Racer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 319, 'listed_count': 0, 'created_at': 'Thu Jul 25 20:00:32 +0000 2013', 'favourites_count': 7426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1621146510/1450663951', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,1,False,False,en,,,,,,,
2022-03-18 01:51:34+00:00,1504636596976504833,1504636596976504832,@joannhe69142860 @Marussia15 https://t.co/FM6Z4Ry08U,False,"[28, 28]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'joannhe69142860', 'name': 'joann hess', 'id': 1296588200203304960, 'id_str': '1296588200203304960', 'indices': [0, 16]}, {'screen_name': 'Marussia15', 'name': 'Marussia00157🥋', 'id': 415278846, 'id_str': '415278846', 'indices': [17, 28]}], 'urls': [], 'media': [{'id': 1504636591360389121, 'id_str': '1504636591360389121', 'indices': [29, 52], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/FOGLAggXMAEgEG-.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/FOGLAggXMAEgEG-.jpg', 'url': 'https://t.co/FM6Z4Ry08U', 'display_url': 'pic.twitter.com/FM6Z4Ry08U', 'expanded_url': 'https://twitter.com/RacerGirl619/status/1504636596976504833/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 498, 'h': 498, 'resize': 'fit'}, 'medium': {'w': 498, 'h': 498, 'resize': 'fit'}, 'small': {'w': 498, 'h': 498, 'resize': 'fit'}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.504564443136598e+18,1.504564443136598e+18,1.296588200203305e+18,1.296588200203305e+18,joannhe69142860,"{'id': 1621146510, 'id_str': '1621146510', 'name': 'Retired RaceGirl', 'screen_name': 'RacerGirl619', 'location': 'Houston, TX', 'description': 'Former Racer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 319, 'listed_count': 0, 'created_at': 'Thu Jul 25 20:00:32 +0000 2013', 'favourites_count': 7426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1621146510/1450663951', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,1,False,False,und,"{'media': [{'id': 1504636591360389121, 'id_str': '1504636591360389121', 'indices': [29, 52], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/FOGLAggXMAEgEG-.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/FOGLAggXMAEgEG-.jpg', 'url': 'https://t.co/FM6Z4Ry08U', 'display_url': 'pic.twitter.com/FM6Z4Ry08U', 'expanded_url': 'https://twitter.com/RacerGirl619/status/1504636596976504833/photo/1', 'type': 'animated_gif', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 498, 'h': 498, 'resize': 'fit'}, 'medium': {'w': 498, 'h': 498, 'resize': 'fit'}, 'small': {'w': 498, 'h': 498, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [1, 1], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/FOGLAggXMAEgEG-.mp4'}]}, 'ext_alt_text': 'Rolling On The Floor Laughing GIF'}]}",0.0,,,,,
2022-03-17 23:32:15+00:00,1504601536760012800,1504601536760012800,@ThatUmbrella And were NOT hired,False,"[14, 32]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ThatUmbrella', 'name': 'ThatUmbrellaGuy', 'id': 901030183213445125, 'id_str': '901030183213445125', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.5046013826319196e+18,1.5046013826319196e+18,1621146510.0,1621146510.0,RacerGirl619,"{'id': 1621146510, 'id_str': '1621146510', 'name': 'Retired RaceGirl', 'screen_name': 'RacerGirl619', 'location': 'Houston, TX', 'description': 'Former Racer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 319, 'listed_count': 0, 'created_at': 'Thu Jul 25 20:00:32 +0000 2013', 'favourites_count': 7426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1621146510/1450663951', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en,,,,,,,
2022-03-17 23:31:38+00:00,1504601382631919621,1504601382631919616,"@ThatUmbrella AH’s team is in for quite a surprise when they find out you, Brian, &amp; Laura are not BOTs 🤭🤫🤣😂🤣",False,"[14, 112]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ThatUmbrella', 'name': 'ThatUmbrellaGuy', 'id': 901030183213445125, 'id_str': '901030183213445125', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.504562677502333e+18,1.504562677502333e+18,9.010301832134451e+17,9.010301832134451e+17,ThatUmbrella,"{'id': 1621146510, 'id_str': '1621146510', 'name': 'Retired RaceGirl', 'screen_name': 'RacerGirl619', 'location': 'Houston, TX', 'description': 'Former Racer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 319, 'listed_count': 0, 'created_at': 'Thu Jul 25 20:00:32 +0000 2013', 'favourites_count': 7426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1621146510/1450663951', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,12,False,False,en,,,,,,,
2022-03-16 23:29:31+00:00,1504238460693061632,1504238460693061632,"How con-artist Anna Sorokin ripped off the New York elite and became a s... https://t.co/TwTd9WGn2d via @YouTube I’m sorry, but I cannot get over the similarities between Amber Heard, Elizabeth Holmes,&amp; Anna. They seem to share the same mentality, except AH really went overboard",False,"[0, 283]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [104, 112]}], 'urls': [{'url': 'https://t.co/TwTd9WGn2d', 'expanded_url': 'https://youtu.be/GQbNnUW_xqw', 'display_url': 'youtu.be/GQbNnUW_xqw', 'indices': [76, 99]}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1621146510, 'id_str': '1621146510', 'name': 'Retired RaceGirl', 'screen_name': 'RacerGirl619', 'location': 'Houston, TX', 'description': 'Former Racer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 319, 'listed_count': 0, 'created_at': 'Thu Jul 25 20:00:32 +0000 2013', 'favourites_count': 7426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1621146510/1450663951', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,1,False,False,en,,0.0,,,,,
2022-03-16 04:22:29+00:00,1503949801624383492,1503949801624383488,"@PrinConsuella_ @wbpictures I love how she tries so hard to give impactful statements, but, her damn narcissism gets in her way…EVERY time!! Have another shot 🥃 Scamber it’ll balance out the drugs 🤦🏻‍♀️",False,"[28, 202]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PrinConsuella_', 'name': 'Princess Consuela Bananahammock', 'id': 987240830351151104, 'id_str': '987240830351151104', 'indices': [0, 15]}, {'screen_name': 'wbpictures', 'name': 'Warner Bros. Pictures', 'id': 20255162, 'id_str': '20255162', 'indices': [16, 27]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.5036695727711396e+18,1.5036695727711396e+18,9.872408303511511e+17,9.872408303511511e+17,PrinConsuella_,"{'id': 1621146510, 'id_str': '1621146510', 'name': 'Retired RaceGirl', 'screen_name': 'RacerGirl619', 'location': 'Houston, TX', 'description': 'Former Racer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 319, 'listed_count': 0, 'created_at': 'Thu Jul 25 20:00:32 +0000 2013', 'favourites_count': 7426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1621146510/1450663951', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,3,False,False,en,,,,,,,
2022-03-16 03:39:30+00:00,1503938985814642689,1503938985814642688,@An_elf_pirate Is there any info on whether or not her dermatologist visits/procedures (inc. cosmetic procedures) have been submitted &amp; dates verified in conjunction w/alleged AB dates?,False,"[15, 189]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'An_elf_pirate', 'name': 'Arwen sparrow', 'id': 953077628059226113, 'id_str': '953077628059226113', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.5038694198307922e+18,1.5038694198307922e+18,9.530776280592261e+17,9.530776280592261e+17,An_elf_pirate,"{'id': 1621146510, 'id_str': '1621146510', 'name': 'Retired RaceGirl', 'screen_name': 'RacerGirl619', 'location': 'Houston, TX', 'description': 'Former Racer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 319, 'listed_count': 0, 'created_at': 'Thu Jul 25 20:00:32 +0000 2013', 'favourites_count': 7426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1621146510/1450663951', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,1,26,False,False,en,,,,,,,
2022-03-14 05:50:59+00:00,1503247298658283523,1503247298658283520,@Platoon19792 Don’t forget about this one!! https://t.co/NRkHg60WZG,False,"[14, 43]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Platoon19792', 'name': 'For Johnny ⚖️PLATOON', 'id': 1347699807826178049, 'id_str': '1347699807826178049', 'indices': [0, 13]}], 'urls': [], 'media': [{'id': 1503247291406241792, 'id_str': '1503247291406241792', 'indices': [44, 67], 'media_url': 'http://pbs.twimg.com/media/FNybcm3WUAArn_4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FNybcm3WUAArn_4.jpg', 'url': 'https://t.co/NRkHg60WZG', 'display_url': 'pic.twitter.com/NRkHg60WZG', 'expanded_url': 'https://twitter.com/RacerGirl619/status/1503247298658283523/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1125, 'h': 1181, 'resize': 'fit'}, 'medium': {'w': 1125, 'h': 1181, 'resize': 'fit'}, 'small': {'w': 648, 'h': 680, 'resize': 'fit'}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.5030374305507e+18,1.5030374305507e+18,1.347699807826178e+18,1.347699807826178e+18,Platoon19792,"{'id': 1621146510, 'id_str': '1621146510', 'name': 'Retired RaceGirl', 'screen_name': 'RacerGirl619', 'location': 'Houston, TX', 'description': 'Former Racer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 319, 'listed_count': 0, 'created_at': 'Thu Jul 25 20:00:32 +0000 2013', 'favourites_count': 7426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/426743834647601152/vsAJCJjU_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1621146510/1450663951', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,2,9,False,False,en,"{'media': [{'id': 1503247291406241792, 'id_str': '1503247291406241792', 'indices': [44, 67], 'media_url': 'http://pbs.twimg.com/media/FNybcm3WUAArn_4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FNybcm3WUAArn_4.jpg', 'url': 'https://t.co/NRkHg60WZG', 'display_url': 'pic.twitter.com/NRkHg60WZG', 'expanded_url': 'https://twitter.com/RacerGirl619/status/1503247298658283523/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1125, 'h': 1181, 'resize': 'fit'}, 'medium': {'w': 1125, 'h': 1181, 'resize': 'fit'}, 'small': {'w': 648, 'h': 680, 'resize': 'fit'}}, 'ext_alt_text': None}]}",0.0,,,,,
