,shared_url,n_shared,from_n_users,users,n_urls,platform,from,id/url,text,n_likes,n_replies,total,url_id
0,http://chng.it/6FQKFDHkLS,13,1,"(638630549.0,)",{1},instagram,comment,2.45551025495778e+18,@lenynacarrasco  http://chng.it/6FQKFDHkLS,2044.0,,2044.0,instagram_comments_dec_0
1,http://chng.it/6FQKFDHkLS,13,1,"(638630549.0,)",{1},instagram,comment,2.45551025495778e+18,@_.pl3tor1co._  http://chng.it/6FQKFDHkLS,705.0,,705.0,instagram_comments_dec_1
2,http://chng.it/cRRfCKcsbm,5,1,"(6768663987.0,)",{1},instagram,comment,2.45551025495778e+18,@samurai_maca http://chng.it/cRRfCKcsbm,537.0,,537.0,instagram_comments_dec_2
3,http://chng.it/6FQKFDHkLS,13,1,"(638630549.0,)",{1},instagram,comment,2.45551025495778e+18,@__senpaaii_ http://chng.it/6FQKFDHkLS,430.0,,430.0,instagram_comments_dec_3
4,http://chng.it/6FQKFDHkLS,13,1,"(638630549.0,)",{1},instagram,comment,2.45551025495778e+18,@elmuerto_inactivo http://chng.it/6FQKFDHkLS,372.0,,372.0,instagram_comments_dec_4
5,http://chng.it/6FQKFDHkLS,13,1,"(638630549.0,)",{1},instagram,comment,2.45551025495778e+18,@nicovarelav http://chng.it/6FQKFDHkLS,43.0,,43.0,instagram_comments_dec_5
6,http://chng.it/6FQKFDHkLS,13,1,"(638630549.0,)",{1},instagram,comment,2.45551025495778e+18,@emiliaaaaaaa.yf http://chng.it/6FQKFDHkLS,29.0,,29.0,instagram_comments_dec_7
7,http://chng.it/Wm4RT59RH8,1,1,"(249033017.0,)",{1},instagram,comment,2.45551025495778e+18,@emiliaaaaaaa.yf http://chng.it/Wm4RT59RH8,29.0,,29.0,instagram_comments_dec_6
8,http://chng.it/G6gf5Hm4G7,4,2,"(39608149099.0, 7799478452.0)",{1},instagram,comment,2.45551025495778e+18,@fuckingmaaatrix http://chng.it/G6gf5Hm4G7,27.0,,27.0,instagram_comments_dec_9
9,http://chng.it/G6gf5Hm4G7,4,2,"(39608149099.0, 7799478452.0)",{1},instagram,comment,2.45551025495778e+18,@fuckingmaaatrix http://chng.it/G6gf5Hm4G7,27.0,,27.0,instagram_comments_dec_8
10,http://chng.it/G6gf5Hm4G7,4,2,"(39608149099.0, 7799478452.0)",{1},instagram,comment,2.45551025495778e+18,@fuckingmaaatrix http://chng.it/G6gf5Hm4G7,27.0,,27.0,instagram_comments_dec_10
11,http://chng.it/464bGwv77r,2,1,"(180753112.0,)",{1},instagram,comment,2.45551025495778e+18,@_.cris_xd  http://chng.it/464bGwv77r,25.0,,25.0,instagram_comments_dec_11
12,http://chng.it/464bGwv77r,2,1,"(180753112.0,)",{1},instagram,comment,2.45551025495778e+18,@_.cris_xd  http://chng.it/464bGwv77r,25.0,,25.0,instagram_comments_dec_12
13,https://www.dailymail.co.uk/tvshowbiz/article-9047223/TALK-TOWN-Amber-Heard-25k-time-public-speaker.html,1,1,"(531034699.0,)",{1},instagram,comment,2.475209323175212e+18,@blueorchids1 https://www.dailymail.co.uk/tvshowbiz/article-9047223/TALK-TOWN-Amber-Heard-25k-time-public-speaker.html,23.0,,23.0,instagram_comments_dec_13
14,http://chng.it/t4ppQZdC,4,1,"(515003412.0,)",{1},instagram,comment,2.45551025495778e+18,@l0ur_s_a_n http://chng.it/t4ppQZdC,21.0,,21.0,instagram_comments_dec_14
15,http://chng.it/t4ppQZdC,4,1,"(515003412.0,)",{1},instagram,comment,2.45551025495778e+18,@abysssus http://chng.it/t4ppQZdC,20.0,,20.0,instagram_comments_dec_15
