id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries
1360946329095176193,1360946329095176192,happylion,happylion2612,"Wien, Österreich",,,{'description': {'urls': []}},False,113,371,1,2021-02-14 13:39:41+00:00,10350,,,False,False,4738,,"{'created_at': 'Fri Mar 18 18:14:41 +0000 2022', 'id': 1504884007678455817, 'id_str': '1504884007678455817', 'full_text': 'RT @rshereme: The faint hearted should not read this.\n\nYesterday, at our own risk, we left Mariupol under gunfire. We stayed overnight in a…', 'truncated': False, 'display_text_range': [0, 140], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rshereme', 'name': 'Roman 🇺🇦 Sheremeta', 'id': 3044772544, 'id_str': '3044772544', 'indices': [3, 12]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu Mar 17 22:05:42 +0000 2022', 'id': 1504579756221558792, 'id_str': '1504579756221558792', 'full_text': 'The faint hearted should not read this.\n\nYesterday, at our own risk, we left Mariupol under gunfire. We stayed overnight in a field in a gray zone. It was freezing outside, thank God we are alive. We are alive to scream that everyone who stayed in Mariupol needs help!', 'truncated': False, 'display_text_range': [0, 268], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 28290, 'favorite_count': 81876, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 28290, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1383751723957714948/xBLFoSs6_normal.jpg,https://pbs.twimg.com/profile_images/1383751723957714948/xBLFoSs6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[]
