created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,possibly_sensitive,retweeted_status,extended_entities
2022-03-17 21:20:58+00:00,1504568500559532041,1504568500559532032,@k_dewolfwrites @RohanTheMajesty I think the Brits find nudity embarrassing more than anything else to be honest.,False,"[33, 113]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'k_dewolfwrites', 'name': 'Kirsten de Wolf', 'id': 1243877350011527175, 'id_str': '1243877350011527175', 'indices': [0, 15]}, {'screen_name': 'RohanTheMajesty', 'name': 'Fox 🏳️\u200d🌈⚔', 'id': 1318206331539607552, 'id_str': '1318206331539607552', 'indices': [16, 32]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.5045417314166497e+18,1.5045417314166497e+18,1.2438773500115272e+18,1.2438773500115272e+18,k_dewolfwrites,"{'id': 932314974982205440, 'id_str': '932314974982205440', 'name': 'PizarrosPies', 'screen_name': 'pizarrospies', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 51, 'friends_count': 70, 'listed_count': 0, 'created_at': 'Sun Nov 19 18:29:46 +0000 2017', 'favourites_count': 2235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1297, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/932314974982205440/1596133498', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en,,,,,,,
2022-03-17 17:57:18+00:00,1504517247175430150,1504517247175430144,"@k_dewolfwrites @RohanTheMajesty There are definitely cultural differences with this.  Any sauna I've been in (UK/US) everyone is in swimwear.  Most people here (UK) hide their bits even in single sex communal changing rooms, at the gym for example.  Being naked in public is unimaginable to me.",False,"[33, 295]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'k_dewolfwrites', 'name': 'Kirsten de Wolf', 'id': 1243877350011527175, 'id_str': '1243877350011527175', 'indices': [0, 15]}, {'screen_name': 'RohanTheMajesty', 'name': 'Fox 🏳️\u200d🌈⚔', 'id': 1318206331539607552, 'id_str': '1318206331539607552', 'indices': [16, 32]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.5045003785319383e+18,1.5045003785319383e+18,1.2438773500115272e+18,1.2438773500115272e+18,k_dewolfwrites,"{'id': 932314974982205440, 'id_str': '932314974982205440', 'name': 'PizarrosPies', 'screen_name': 'pizarrospies', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 51, 'friends_count': 70, 'listed_count': 0, 'created_at': 'Sun Nov 19 18:29:46 +0000 2017', 'favourites_count': 2235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1297, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/932314974982205440/1596133498', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,1,False,False,en,,,,,,,
2022-03-17 00:05:06+00:00,1504247416194805761,1504247416194805760,"@aburkhartlaw @Patti16217978 edit button, edit button - looks like",False,"[29, 66]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aburkhartlaw', 'name': 'Andrea Burkhart', 'id': 1464300054479523843, 'id_str': '1464300054479523843', 'indices': [0, 13]}, {'screen_name': 'Patti16217978', 'name': 'Patti_C.', 'id': 1297910017631412224, 'id_str': '1297910017631412224', 'indices': [14, 28]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.5042457126320947e+18,1.5042457126320947e+18,9.323149749822054e+17,9.323149749822054e+17,pizarrospies,"{'id': 932314974982205440, 'id_str': '932314974982205440', 'name': 'PizarrosPies', 'screen_name': 'pizarrospies', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 51, 'friends_count': 70, 'listed_count': 0, 'created_at': 'Sun Nov 19 18:29:46 +0000 2017', 'favourites_count': 2235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1297, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/932314974982205440/1596133498', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,3,False,False,en,,,,,,,
2022-03-16 23:58:20+00:00,1504245712632094720,1504245712632094720,"@aburkhartlaw @Patti16217978 Speaking of texts, it looks likes the ""explosive texts"" Elaine very noisily alleged JD had sent to his first wife, Lori Ann, have not made it to trial!",False,"[29, 180]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aburkhartlaw', 'name': 'Andrea Burkhart', 'id': 1464300054479523843, 'id_str': '1464300054479523843', 'indices': [0, 13]}, {'screen_name': 'Patti16217978', 'name': 'Patti_C.', 'id': 1297910017631412224, 'id_str': '1297910017631412224', 'indices': [14, 28]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.5042371706424812e+18,1.5042371706424812e+18,1.4643000544795238e+18,1.4643000544795238e+18,aburkhartlaw,"{'id': 932314974982205440, 'id_str': '932314974982205440', 'name': 'PizarrosPies', 'screen_name': 'pizarrospies', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 51, 'friends_count': 70, 'listed_count': 0, 'created_at': 'Sun Nov 19 18:29:46 +0000 2017', 'favourites_count': 2235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1297, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/932314974982205440/1596133498', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,3,False,False,en,,,,,,,
2022-03-16 17:54:09+00:00,1504154065797894149,1504154065797894144,"@JamesShala1 I remember this interview.  His mother had also just died.  Of course, we knew nothing about any of that then.  What  trooper he is.  I think I'd have gone sick!",False,"[13, 174]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JamesShala1', 'name': 'Shala James', 'id': 1347467499793756160, 'id_str': '1347467499793756160', 'indices': [0, 12]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.5041177030947226e+18,1.5041177030947226e+18,1.3474674997937562e+18,1.3474674997937562e+18,JamesShala1,"{'id': 932314974982205440, 'id_str': '932314974982205440', 'name': 'PizarrosPies', 'screen_name': 'pizarrospies', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 51, 'friends_count': 70, 'listed_count': 0, 'created_at': 'Sun Nov 19 18:29:46 +0000 2017', 'favourites_count': 2235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1297, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/932314974982205440/1596133498', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,23,False,False,en,,,,,,,
2022-03-10 08:30:14+00:00,1501837823988703233,1501837823988703232,Please donate if you can.  Nick was the only MSM journalist to cover the UK trial impartially and in detail.  It would be wonderful to have him in VA. https://t.co/heCgMLzIs8,False,"[0, 150]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/heCgMLzIs8', 'expanded_url': 'https://twitter.com/nickwallis/status/1501288199670403072', 'display_url': 'twitter.com/nickwallis/sta…', 'indices': [151, 174]}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 932314974982205440, 'id_str': '932314974982205440', 'name': 'PizarrosPies', 'screen_name': 'pizarrospies', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 51, 'friends_count': 70, 'listed_count': 0, 'created_at': 'Sun Nov 19 18:29:46 +0000 2017', 'favourites_count': 2235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1297, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/932314974982205440/1596133498', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,True,13,44,False,False,en,1.501288199670403e+18,1.501288199670403e+18,"{'url': 'https://t.co/heCgMLzIs8', 'expanded': 'https://twitter.com/nickwallis/status/1501288199670403072', 'display': 'twitter.com/nickwallis/sta…'}","{'created_at': 'Tue Mar 08 20:06:14 +0000 2022', 'id': 1501288199670403072, 'id_str': '1501288199670403072', 'full_text': 'To the dear patient followers who took an interest in my coverage of Depp v NGN - I am hoping to crowdfund my way to the US to cover the Depp v Heard trial in April. I have a visa and a flight, but…\n\n(tl;dr - the tip jar is open once more):\n\nhttps://t.co/rgEpyQxO3d https://t.co/M2PG1bnqU1', 'truncated': False, 'display_text_range': [0, 265], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/rgEpyQxO3d', 'expanded_url': 'https://www.nickwallis.com/tip-jar', 'display_url': 'nickwallis.com/tip-jar', 'indices': [242, 265]}], 'media': [{'id': 1501281610876043277, 'id_str': '1501281610876043277', 'indices': [266, 289], 'media_url': 'http://pbs.twimg.com/media/FNWfq8QXwA0Z8-8.png', 'media_url_https': 'https://pbs.twimg.com/media/FNWfq8QXwA0Z8-8.png', 'url': 'https://t.co/M2PG1bnqU1', 'display_url': 'pic.twitter.com/M2PG1bnqU1', 'expanded_url': 'https://twitter.com/nickwallis/status/1501288199670403072/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 678, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 870, 'h': 868, 'resize': 'fit'}, 'large': {'w': 870, 'h': 868, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1501281610876043277, 'id_str': '1501281610876043277', 'indices': [266, 289], 'media_url': 'http://pbs.twimg.com/media/FNWfq8QXwA0Z8-8.png', 'media_url_https': 'https://pbs.twimg.com/media/FNWfq8QXwA0Z8-8.png', 'url': 'https://t.co/M2PG1bnqU1', 'display_url': 'pic.twitter.com/M2PG1bnqU1', 'expanded_url': 'https://twitter.com/nickwallis/status/1501288199670403072/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 678, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 870, 'h': 868, 'resize': 'fit'}, 'large': {'w': 870, 'h': 868, 'resize': 'fit'}}, 'ext_alt_text': 'Reporting Depp v Heard logo'}]}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 17282663, 'id_str': '17282663', 'name': 'Nick Wallis', 'screen_name': 'nickwallis', 'location': 'London', 'description': 'Author of The Great Post Office Scandal (see link below). Likely to be covering Depp v Heard in April/May 2022. DMs open.', 'url': 'https://t.co/hjbLOQkP26', 'entities': {'url': {'urls': [{'url': 'https://t.co/hjbLOQkP26', 'expanded_url': 'https://bathpublishing.com/products/the-great-post-office-scandal-first', 'display_url': 'bathpublishing.com/products/the-g…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 26614, 'friends_count': 4097, 'listed_count': 146, 'created_at': 'Mon Nov 10 06:50:32 +0000 2008', 'favourites_count': 8074, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 44609, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '352726', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1501353392601546754/RTlZte0Y_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1501353392601546754/RTlZte0Y_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/17282663/1637180547', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '981CEB', 'profile_sidebar_border_color': '829D5E', 'profile_sidebar_fill_color': '99CC33', 'profile_text_color': '3E4415', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 316, 'favorite_count': 1040, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0.0,,
2022-03-09 12:01:40+00:00,1501528643570475010,1501528643570475008,@deppressead Bonne chance! 🤞🤞🤞,False,"[13, 30]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'deppressead', 'name': 'elisa 🇫🇷', 'id': 1024747857704878080, 'id_str': '1024747857704878080', 'indices': [0, 12]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.5014832275964314e+18,1.5014832275964314e+18,1.0247478577048781e+18,1.0247478577048781e+18,deppressead,"{'id': 932314974982205440, 'id_str': '932314974982205440', 'name': 'PizarrosPies', 'screen_name': 'pizarrospies', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 51, 'friends_count': 70, 'listed_count': 0, 'created_at': 'Sun Nov 19 18:29:46 +0000 2017', 'favourites_count': 2235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1297, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/932314974982205440/1596133498', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,fr,,,,,,,
2022-03-08 23:42:23+00:00,1501342599063519234,1501342599063519232,"@nickwallis I'm so happy you're doing this and I'm trying to put something in your tip jar but keep getting a message saying ""sorry, this payment method is temporarily unavailable""!!!!!!!",False,"[12, 187]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nickwallis', 'name': 'Nick Wallis', 'id': 17282663, 'id_str': '17282663', 'indices': [0, 11]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.501289472742277e+18,1.501289472742277e+18,17282663.0,17282663.0,nickwallis,"{'id': 932314974982205440, 'id_str': '932314974982205440', 'name': 'PizarrosPies', 'screen_name': 'pizarrospies', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 51, 'friends_count': 70, 'listed_count': 0, 'created_at': 'Sun Nov 19 18:29:46 +0000 2017', 'favourites_count': 2235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1297, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/932314974982205440/1596133498', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,2,False,False,en,,,,,,,
2022-03-08 10:51:01+00:00,1501148477136457731,1501148477136457728,"@BackBoris2024UK @BorisJohnson Well Britain was in the EU in 2015 so being in the EU clearly didn't stop Britain ""leading the way"".",False,"[31, 131]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BackBoris2024UK', 'name': 'Ray Ban 😎 | #BackBoris', 'id': 1500670295941734401, 'id_str': '1500670295941734401', 'indices': [0, 16]}, {'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': 3131144855, 'id_str': '3131144855', 'indices': [17, 30]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.500840312834515e+18,1.500840312834515e+18,1.5006702959417344e+18,1.5006702959417344e+18,BackBoris2024UK,"{'id': 932314974982205440, 'id_str': '932314974982205440', 'name': 'PizarrosPies', 'screen_name': 'pizarrospies', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 51, 'friends_count': 70, 'listed_count': 0, 'created_at': 'Sun Nov 19 18:29:46 +0000 2017', 'favourites_count': 2235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1297, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/932314974982205440/1596133498', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en,,,,,,,
2022-03-08 10:28:50+00:00,1501142893993644032,1501142893993644032,@JGerrings As it could Pre Brexit.  Being in the EU never stopped Britain selling arms.,False,"[11, 87]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JGerrings', 'name': 'The Essex Variant #BackBoris #BackBorisJohnson', 'id': 1406586194604048386, 'id_str': '1406586194604048386', 'indices': [0, 10]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.5000687162430464e+18,1.5000687162430464e+18,1.4065861946040484e+18,1.4065861946040484e+18,JGerrings,"{'id': 932314974982205440, 'id_str': '932314974982205440', 'name': 'PizarrosPies', 'screen_name': 'pizarrospies', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 51, 'friends_count': 70, 'listed_count': 0, 'created_at': 'Sun Nov 19 18:29:46 +0000 2017', 'favourites_count': 2235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1297, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1380113385463934981/4I9HseGi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/932314974982205440/1596133498', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en,,,,,,,
