id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries
1323381796428414976,1323381796428414976,Evidence Matters,EvidenceMatter1,,,,{'description': {'urls': []}},False,107,106,1,2020-11-02 21:50:17+00:00,2577,,,False,False,1192,,"{'created_at': 'Fri Mar 18 07:25:58 +0000 2022', 'id': 1504720754205679634, 'id_str': '1504720754205679634', 'full_text': ""RT @roaringrapids22: Ms. Heard threw the 1st bottle seemingly at Mr. Depp's head; the 2nd severed his finger, shattering the bone. She wasn…"", 'truncated': False, 'display_text_range': [0, 140], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'roaringrapids22', 'name': 'The Right Side of the Roaring Rapids', 'id': 1262918705492746246, 'id_str': '1262918705492746246', 'indices': [3, 19]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Mar 18 05:13:31 +0000 2022', 'id': 1504687419098120197, 'id_str': '1504687419098120197', 'full_text': ""Ms. Heard threw the 1st bottle seemingly at Mr. Depp's head; the 2nd severed his finger, shattering the bone. She wasn't finished though, she then put a cigarette out on his face.  She was psychotic enough to require Seroquel. She's dangerous, abusive &amp; he could've been killed. https://t.co/DtbcxHhKKk"", 'truncated': False, 'display_text_range': [0, 282], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DtbcxHhKKk', 'expanded_url': 'https://twitter.com/danblock4/status/1408356173930287104', 'display_url': 'twitter.com/danblock4/stat…', 'indices': [283, 306]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 1408356173930287104, 'quoted_status_id_str': '1408356173930287104', 'quoted_status_permalink': {'url': 'https://t.co/DtbcxHhKKk', 'expanded': 'https://twitter.com/danblock4/status/1408356173930287104', 'display': 'twitter.com/danblock4/stat…'}, 'retweet_count': 10, 'favorite_count': 58, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': True, 'quoted_status_id': 1408356173930287104, 'quoted_status_id_str': '1408356173930287104', 'quoted_status_permalink': {'url': 'https://t.co/DtbcxHhKKk', 'expanded': 'https://twitter.com/danblock4/status/1408356173930287104', 'display': 'twitter.com/danblock4/stat…'}, 'retweet_count': 10, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324244882412560384/hs0YHVLO_normal.jpg,https://pbs.twimg.com/profile_images/1324244882412560384/hs0YHVLO_normal.jpg,https://pbs.twimg.com/profile_banners/1323381796428414976/1608311295,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
