id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries,status,profile_banner_url
1288223370811596800,1288223370811596800,keanureeves,shollpolly1,,🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,,{'description': {'urls': []}},True,2,118,0,2020-07-28 21:22:58+00:00,19,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1499653849187037186/FFaXGisP_normal.jpg,https://pbs.twimg.com/profile_images/1499653849187037186/FFaXGisP_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,
1499832741898113027,1499832741898113024,Johnny Depp,Johnnydeppnft_,,"actor, occasional thespian
https://t.co/LnYhwXwIkD",,"{'description': {'urls': [{'url': 'https://t.co/LnYhwXwIkD', 'expanded_url': 'http://www.neverfeartruth.com', 'display_url': 'neverfeartruth.com', 'indices': [27, 50]}]}}",False,13,60,0,2022-03-04 19:43:07+00:00,1,,,False,False,0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1502347944225349638/EN9CaCxN_normal.jpg,https://pbs.twimg.com/profile_images/1502347944225349638/EN9CaCxN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,
1489942355255992324,1489942355255992320,Debra King~No DM’s,DebraKing80,United States,"Love, kindness, time and music will heal anything! ❤️💫✨🌍🌙♑️ No DM’s I will not reply back. Not all photos are mine. 📸",,{'description': {'urls': []}},False,992,3856,5,2022-02-05 12:42:39+00:00,545,,,False,False,136,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1504554182166167554/0KhPKeQ1_normal.jpg,https://pbs.twimg.com/profile_images/1504554182166167554/0KhPKeQ1_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Fri Mar 18 00:52:35 +0000 2022', 'id': 1504621753250766852, 'id_str': '1504621753250766852', 'full_text': 'RT @deppbrazilfc: Johnny Depp is the only Grindelwald 💙 https://t.co/QSiPxFDQ3C', 'truncated': False, 'display_text_range': [0, 79], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'deppbrazilfc', 'name': 'Johnny Depp BR 🇧🇷', 'id': 927931535541587968, 'id_str': '927931535541587968', 'indices': [3, 16]}], 'urls': [], 'media': [{'id': 1504270379262558212, 'id_str': '1504270379262558212', 'indices': [56, 79], 'media_url': 'http://pbs.twimg.com/media/FOA98KIWQAQaOJf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FOA98KIWQAQaOJf.jpg', 'url': 'https://t.co/QSiPxFDQ3C', 'display_url': 'pic.twitter.com/QSiPxFDQ3C', 'expanded_url': 'https://twitter.com/deppbrazilfc/status/1504270386808115203/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 642, 'resize': 'fit'}, 'medium': {'w': 894, 'h': 844, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 894, 'h': 844, 'resize': 'fit'}}, 'source_status_id': 1504270386808115203, 'source_status_id_str': '1504270386808115203', 'source_user_id': 927931535541587968, 'source_user_id_str': '927931535541587968'}]}, 'extended_entities': {'media': [{'id': 1504270379262558212, 'id_str': '1504270379262558212', 'indices': [56, 79], 'media_url': 'http://pbs.twimg.com/media/FOA98KIWQAQaOJf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FOA98KIWQAQaOJf.jpg', 'url': 'https://t.co/QSiPxFDQ3C', 'display_url': 'pic.twitter.com/QSiPxFDQ3C', 'expanded_url': 'https://twitter.com/deppbrazilfc/status/1504270386808115203/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 642, 'resize': 'fit'}, 'medium': {'w': 894, 'h': 844, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 894, 'h': 844, 'resize': 'fit'}}, 'source_status_id': 1504270386808115203, 'source_status_id_str': '1504270386808115203', 'source_user_id': 927931535541587968, 'source_user_id_str': '927931535541587968'}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu Mar 17 01:36:22 +0000 2022', 'id': 1504270386808115203, 'id_str': '1504270386808115203', 'full_text': 'Johnny Depp is the only Grindelwald 💙 https://t.co/QSiPxFDQ3C', 'truncated': False, 'display_text_range': [0, 37], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1504270379262558212, 'id_str': '1504270379262558212', 'indices': [38, 61], 'media_url': 'http://pbs.twimg.com/media/FOA98KIWQAQaOJf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FOA98KIWQAQaOJf.jpg', 'url': 'https://t.co/QSiPxFDQ3C', 'display_url': 'pic.twitter.com/QSiPxFDQ3C', 'expanded_url': 'https://twitter.com/deppbrazilfc/status/1504270386808115203/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 642, 'resize': 'fit'}, 'medium': {'w': 894, 'h': 844, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 894, 'h': 844, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1504270379262558212, 'id_str': '1504270379262558212', 'indices': [38, 61], 'media_url': 'http://pbs.twimg.com/media/FOA98KIWQAQaOJf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FOA98KIWQAQaOJf.jpg', 'url': 'https://t.co/QSiPxFDQ3C', 'display_url': 'pic.twitter.com/QSiPxFDQ3C', 'expanded_url': 'https://twitter.com/deppbrazilfc/status/1504270386808115203/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 642, 'resize': 'fit'}, 'medium': {'w': 894, 'h': 844, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 894, 'h': 844, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 182, 'favorite_count': 1329, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 182, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",https://pbs.twimg.com/profile_banners/1489942355255992324/1644066700
1482491200775106571,1482491200775106560,Johnny Depp,johnnydeppnft0,,"Actor
Artist
https://t.co/4NFoeEgjvK",,"{'description': {'urls': [{'url': 'https://t.co/4NFoeEgjvK', 'expanded_url': 'http://www.neverfeartruth.com', 'display_url': 'neverfeartruth.com', 'indices': [13, 36]}]}}",False,64,88,1,2022-01-15 23:13:58+00:00,7,,,False,False,1,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1503965244279906309/nLka2_dc_normal.jpg,https://pbs.twimg.com/profile_images/1503965244279906309/nLka2_dc_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"{'created_at': 'Sun Feb 27 08:58:07 +0000 2022', 'id': 1497858572268494852, 'id_str': '1497858572268494852', 'full_text': '@sadeeq141310 Thanks', 'truncated': False, 'display_text_range': [14, 20], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sadeeq141310', 'name': 'sadeeq1413', 'id': 1494296723941994496, 'id_str': '1494296723941994496', 'indices': [0, 13]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1497087023278088195, 'in_reply_to_status_id_str': '1497087023278088195', 'in_reply_to_user_id': 1494296723941994496, 'in_reply_to_user_id_str': '1494296723941994496', 'in_reply_to_screen_name': 'sadeeq141310', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",
1490395536616312836,1490395536616312832,Queen Maria,AiramZerimar7,"Minnesota, USA","50 like fine wine/model/guard/make jewelry/paint/sing/guitar/Ps5 gamer. Live,laugh,Lov❤
SA & DV survivor & Advocate
#NeverFearTruth💯
#Justice4JohnnyDepp",,{'description': {'urls': []}},False,157,314,0,2022-02-06 18:43:12+00:00,652,,,False,False,208,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1503465463300378626/SYvqznU3_normal.jpg,https://pbs.twimg.com/profile_images/1503465463300378626/SYvqznU3_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Sat Mar 19 01:27:36 +0000 2022', 'id': 1504992954989133828, 'id_str': '1504992954989133828', 'full_text': ""There would be no growth if it weren't for the swift kick of the universe's foot in my timeline of life.. Sometimes we get too comfortable when a place that we settle is not our home, Only the divine universe and the powers that be know where I am going And what my fate will be🎱"", 'truncated': False, 'display_text_range': [0, 279], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",https://pbs.twimg.com/profile_banners/1490395536616312836/1647332911
1270052796759371776,1270052796759371776,@GetTheLedOut625,ettheledout625,"Grants Pass, OR","#JusticeForJohnnyDepp 
If the sun refused to shine 
I would still be loving you.

when mountains crumble to the sea
there will still be you and me",,{'description': {'urls': []}},False,131,292,0,2020-06-08 17:59:33+00:00,1950,,,False,False,736,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1463885320332582914/FujIX0Bt_normal.jpg,https://pbs.twimg.com/profile_images/1463885320332582914/FujIX0Bt_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Fri Mar 18 18:39:03 +0000 2022', 'id': 1504890139973074947, 'id_str': '1504890139973074947', 'full_text': '@LakotaDi They are so beautiful 💞 She gave birth to herself 🤗', 'truncated': False, 'display_text_range': [10, 61], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LakotaDi', 'name': 'Lakota Di', 'id': 264933591, 'id_str': '264933591', 'indices': [0, 9]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1504146353957576708, 'in_reply_to_status_id_str': '1504146353957576708', 'in_reply_to_user_id': 264933591, 'in_reply_to_user_id_str': '264933591', 'in_reply_to_screen_name': 'LakotaDi', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",https://pbs.twimg.com/profile_banners/1270052796759371776/1630225783
1503310268260102150,1503310268260102144,Alexa G. Novak,AlexaGNovak1,,"Your worst enemy is your own nervous system. George Orwell, 1984
#justiceforjohnnydepp",,{'description': {'urls': []}},False,80,361,0,2022-03-14 10:02:34+00:00,1399,,,False,False,300,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1503311005471944706/dW8ptFso_normal.jpg,https://pbs.twimg.com/profile_images/1503311005471944706/dW8ptFso_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Fri Mar 18 20:53:54 +0000 2022', 'id': 1504924075386417158, 'id_str': '1504924075386417158', 'full_text': 'RT @aburkhartlaw: @bossert_l This entire trial will feature him speaking up for himself and presenting evidence that he married an abusive…', 'truncated': False, 'display_text_range': [0, 139], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aburkhartlaw', 'name': 'Andrea Burkhart', 'id': 1464300054479523843, 'id_str': '1464300054479523843', 'indices': [3, 16]}, {'screen_name': 'bossert_l', 'name': 'LadyBossert', 'id': 908481534838972416, 'id_str': '908481534838972416', 'indices': [18, 28]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Mar 18 02:46:48 +0000 2022', 'id': 1504650498732818433, 'id_str': '1504650498732818433', 'full_text': ""@bossert_l This entire trial will feature him speaking up for himself and presenting evidence that he married an abusive  gold-digging pathological liar. You should really stick around to watch, it's going to be an epic and well-deserved dragging."", 'truncated': False, 'display_text_range': [11, 247], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bossert_l', 'name': 'LadyBossert', 'id': 908481534838972416, 'id_str': '908481534838972416', 'indices': [0, 10]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1504649434998575104, 'in_reply_to_status_id_str': '1504649434998575104', 'in_reply_to_user_id': 908481534838972416, 'in_reply_to_user_id_str': '908481534838972416', 'in_reply_to_screen_name': 'bossert_l', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 64, 'favorite_count': 550, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 64, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",https://pbs.twimg.com/profile_banners/1503310268260102150/1647253641
1481262912136269826,1481262912136269824,Amy 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🇬🇧,AmzLush,"Scotland, United Kingdom","#followforfollow will only unfollow if you unfollow first 💯 #WeStandWithUkraine
Donations really appreciated will thank in DMs.
Hey all 👋 Love YouTube, movies",,{'description': {'urls': []}},False,1052,3427,1,2022-01-12 13:53:02+00:00,226,,,False,False,241,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1503826749574074369/61ZFxjkR_normal.jpg,https://pbs.twimg.com/profile_images/1503826749574074369/61ZFxjkR_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Fri Mar 18 23:42:00 +0000 2022', 'id': 1504966379790819330, 'id_str': '1504966379790819330', 'full_text': '@JDWomen @JDWomen', 'truncated': False, 'display_text_range': [9, 17], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JDWomen', 'name': 'JDWomen', 'id': 3421919686, 'id_str': '3421919686', 'indices': [0, 8]}, {'screen_name': 'JDWomen', 'name': 'JDWomen', 'id': 3421919686, 'id_str': '3421919686', 'indices': [9, 17]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1504880327298359304, 'in_reply_to_status_id_str': '1504880327298359304', 'in_reply_to_user_id': 3421919686, 'in_reply_to_user_id_str': '3421919686', 'in_reply_to_screen_name': 'JDWomen', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'und'}",https://pbs.twimg.com/profile_banners/1481262912136269826/1646414104
1498771932136701953,1498771932136701952,💜Johnny Depp is innocent💜,innocent_depp,,"SHE / HER. 31 years old.

LooneyLo has tried to silence me. Won't happen hunny. 
😊✌️

#johnnydeppisinnocent #AmberHeardIsAnAbuser #justiceforjohnnydepp",,{'description': {'urls': []}},False,175,504,0,2022-03-01 21:27:39+00:00,1855,,,False,False,442,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1502799070338772998/hhzJahDB_normal.jpg,https://pbs.twimg.com/profile_images/1502799070338772998/hhzJahDB_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Sat Mar 19 01:51:30 +0000 2022', 'id': 1504998968509444102, 'id_str': '1504998968509444102', 'full_text': '@la77465262 I love Mads Mikkelsen, but he is not Grindlewald. Only Depp can be Grindlewald. Not even someone as amazing as Mads can take his place.', 'truncated': False, 'display_text_range': [12, 147], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'la77465262', 'name': 'LL', 'id': 1363630915298148353, 'id_str': '1363630915298148353', 'indices': [0, 11]}], 'urls': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': 1504997819278630912, 'in_reply_to_status_id_str': '1504997819278630912', 'in_reply_to_user_id': 1363630915298148353, 'in_reply_to_user_id_str': '1363630915298148353', 'in_reply_to_screen_name': 'la77465262', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",https://pbs.twimg.com/profile_banners/1498771932136701953/1646170627
754587597368811520,754587597368811520,Henry,henryratson1,,Wandering.,,{'description': {'urls': []}},False,66,239,1,2016-07-17 08:04:37+00:00,271,,,False,False,335,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1439111935174139906/75ZZRGto_normal.jpg,https://pbs.twimg.com/profile_images/1439111935174139906/75ZZRGto_normal.jpg,981CEB,000000,000000,000000,False,False,False,False,False,False,False,none,[],"{'created_at': 'Thu Mar 03 01:18:18 +0000 2022', 'id': 1499192409661784065, 'id_str': '1499192409661784065', 'full_text': 'RT @Deppologina: A self described ""activist"" ""human rights champion"" but this dumbass shit is the last post on ur page bc you go silent whe…', 'truncated': False, 'display_text_range': [0, 140], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Deppologina', 'name': 'DG 🏴\u200d☠️', 'id': 1438181207250980864, 'id_str': '1438181207250980864', 'indices': [3, 15]}], 'urls': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 02 20:30:54 +0000 2022', 'id': 1499120082496147468, 'id_str': '1499120082496147468', 'full_text': 'A self described ""activist"" ""human rights champion"" but this dumbass shit is the last post on ur page bc you go silent when real tragedy is happening in the world until you can start posting your pathetic self serving photos again. Scamber Turd is a fraud. #AmberHeardIsALiar https://t.co/EAbYgD8Q7I', 'truncated': False, 'display_text_range': [0, 275], 'entities': {'hashtags': [{'text': 'AmberHeardIsALiar', 'indices': [257, 275]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EAbYgD8Q7I', 'expanded_url': 'https://twitter.com/realamberheard/status/1495131982765776899', 'display_url': 'twitter.com/realamberheard…', 'indices': [276, 299]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 1495131982765776899, 'quoted_status_id_str': '1495131982765776899', 'quoted_status_permalink': {'url': 'https://t.co/EAbYgD8Q7I', 'expanded': 'https://twitter.com/realamberheard/status/1495131982765776899', 'display': 'twitter.com/realamberheard…'}, 'retweet_count': 1, 'favorite_count': 11, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': True, 'quoted_status_id': 1495131982765776899, 'quoted_status_id_str': '1495131982765776899', 'quoted_status_permalink': {'url': 'https://t.co/EAbYgD8Q7I', 'expanded': 'https://twitter.com/realamberheard/status/1495131982765776899', 'display': 'twitter.com/realamberheard…'}, 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",
