,index,from,to,label
0,0,1000869009741570049,1003343931504054272,1
1,1,1000869009741570049,1133008929204473857,1
2,2,1000869009741570049,115756411,1
3,3,1000869009741570049,1166689197651968000,1
4,4,1000869009741570049,1176700169682862082,1
5,5,1000869009741570049,1215458866584006662,1
6,6,1000869009741570049,1230364269486559232,1
7,7,1000869009741570049,1258897276560441347,1
8,8,1000869009741570049,13573502,1
9,9,1000869009741570049,1441673424,1
10,10,1000869009741570049,15869420,1
11,11,1000869009741570049,163682520,1
12,12,1000869009741570049,2333865280,1
13,13,1000869009741570049,23367567,1
14,14,1000869009741570049,2354291390,1
15,15,1000869009741570049,2569701078,1
16,16,1000869009741570049,262349102,1
17,17,1000869009741570049,2858665159,1
18,18,1000869009741570049,3120233362,1
19,19,1000869009741570049,3167710233,1
20,20,1000869009741570049,411286431,1
21,21,1000869009741570049,4136837325,1
22,22,1000869009741570049,52915202,1
23,23,1000869009741570049,599199939,1
24,24,1000869009741570049,64990011,1
25,25,1000869009741570049,752663080606326784,1
26,26,1000869009741570049,75687745,1
27,27,1000869009741570049,759415390430699520,1
28,28,1000869009741570049,868113032416813056,1
29,29,1000869009741570049,904730497531695104,1
30,30,1000869009741570049,962321587167952896,1
31,31,1001261203,1160786945485627392,1
32,32,1001261203,1222073038541180928,1
33,33,1001261203,1256294706314526720,1
34,34,1001261203,60010119,1
35,35,1001261203,824241512951058432,1
36,36,1001261203,880365457827430400,1
37,37,1001261203,886471201706528769,1
38,38,1001261203,998934613,1
39,39,1001324091050115072,1002154093941420032,1
40,40,1001324091050115072,1072206911972487178,1
41,41,1001324091050115072,1073623092558249984,1
42,42,1001324091050115072,1103737728775012352,1
43,43,1001324091050115072,1128942818976624641,1
44,44,1001324091050115072,138467723,1
45,45,1001324091050115072,1883882869,1
46,46,1001324091050115072,731103359088885761,1
47,47,1001324091050115072,783291754304839681,1
48,48,1001324091050115072,822069528561590274,1
49,49,1001324091050115072,908850480150757376,1
50,50,1001324091050115072,965248398633811968,1
51,51,1002154093941420032,1072206911972487178,1
52,52,1002154093941420032,1073623092558249984,1
53,53,1002154093941420032,1103737728775012352,1
54,54,1002154093941420032,1128942818976624641,1
55,55,1002154093941420032,138467723,1
56,56,1002154093941420032,1883882869,1
57,57,1002154093941420032,731103359088885761,1
58,58,1002154093941420032,783291754304839681,1
59,59,1002154093941420032,822069528561590274,1
60,60,1002154093941420032,908850480150757376,1
61,61,1002154093941420032,965248398633811968,1
62,62,1002229715808088064,1103737728775012352,1
63,63,1002229715808088064,1216915726407274498,1
64,64,1002229715808088064,1238294362729123840,1
65,65,1002229715808088064,1239208400564768770,1
66,66,1002229715808088064,1242178921568899073,1
67,67,1002229715808088064,1266644560840712193,1
68,68,1002229715808088064,1457437914,1
