name,comment
Amber Heard Italia,"She never said she was a lesbian, and we don't love her for her private life or for who she sleeps with. She stood up for the community as many celebs do and we loved it, because so many celebs keep it for themselves. She was brave! And now she's sharing her life with someone she loves, and we're happy for that. Your comment is out of place. And not even in English."
