id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries,status
1427495217666564096,1427495217666564096,Kathleen Mak,KathleenMak,,,,{'description': {'urls': []}},False,0,0,0,2021-08-17 04:59:45+00:00,189,,,False,False,0,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],
1461388043399610374,1461388043399610368,TheOther,protivsvijeta,,,,{'description': {'urls': []}},False,3,62,0,2021-11-18 17:37:25+00:00,1176,,,False,False,1,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],"{'created_at': 'Sun Nov 21 07:01:47 +0000 2021', 'id': 1462315287819296769, 'id_str': '1462315287819296769', 'full_text': '@iamcardib As they should be.', 'truncated': False, 'display_text_range': [11, 29], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iamcardib', 'name': 'Cardi B', 'id': 866953267, 'id_str': '866953267', 'indices': [0, 10]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1462190321425477636, 'in_reply_to_status_id_str': '1462190321425477636', 'in_reply_to_user_id': 866953267, 'in_reply_to_user_id_str': '866953267', 'in_reply_to_screen_name': 'iamcardib', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}"
1151102642,1151102642,CanuckDad,ryan9480,"Windsor, Canada","Father, Canadian, Movie lover...",,{'description': {'urls': []}},False,18,81,1,2013-02-05 14:37:34+00:00,10495,,,False,False,6,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3216635797/88c8e82b41b7213ce638ac265970b24f_normal.jpeg,https://pbs.twimg.com/profile_images/3216635797/88c8e82b41b7213ce638ac265970b24f_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Wed Jul 29 02:52:09 +0000 2020', 'id': 1288306288309534722, 'id_str': '1288306288309534722', 'full_text': '@TheWECHU There needs to start being more transparency on where exactly the case flare ups are occurring. Which workplaces are in outbreak? This info would really be helpful to reduce community spread and could save lives. Health units in other areas provide this info. Why not us???', 'truncated': False, 'display_text_range': [10, 283], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TheWECHU', 'name': 'WEC Health Unit', 'id': 2820174687, 'id_str': '2820174687', 'indices': [0, 9]}], 'urls': []}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'in_reply_to_status_id': 1287398540591996928, 'in_reply_to_status_id_str': '1287398540591996928', 'in_reply_to_user_id': 2820174687, 'in_reply_to_user_id_str': '2820174687', 'in_reply_to_screen_name': 'TheWECHU', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}"
1369645543589359618,1369645543589359616,Nancy Chau,NancyChau20,,,,{'description': {'urls': []}},False,78,64,0,2021-03-10 13:46:07+00:00,31924,,,False,False,0,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],
