__typename,id,createdAt,signatureCount,petition__slug,title,description,photo,video,embeddedMedia,dmResponse,status_manual
MilestonePetitionUpdate,28431226,2021-01-26 19:35:41+00:00,100.0,petition-to-hold-amber-heard-accountable-amber-heard-honour-your-pledge-to-chla,,,,,,,against
MilestonePetitionUpdate,28407851,2021-01-22 14:33:02+00:00,50.0,petition-to-hold-amber-heard-accountable-amber-heard-honour-your-pledge-to-chla,,,,,,,against
MilestonePetitionUpdate,28367814,2021-01-15 05:03:32+00:00,25.0,petition-to-hold-amber-heard-accountable-amber-heard-honour-your-pledge-to-chla,,,,,,,against
MilestonePetitionUpdate,28363373,2021-01-14 14:10:44+00:00,10.0,petition-to-hold-amber-heard-accountable-amber-heard-honour-your-pledge-to-chla,,,,,,,against
MilestonePetitionUpdate,28363137,2021-01-14 13:16:56+00:00,5.0,petition-to-hold-amber-heard-accountable-amber-heard-honour-your-pledge-to-chla,,,,,,,against
MilestonePetitionUpdate,28561111,2021-02-16 20:38:17+00:00,6000.0,walt-disney-bring-johnny-depp-back-to-pirates-of-the-caribbean,,,,,,,against
MilestonePetitionUpdate,28408167,2021-01-22 15:29:03+00:00,5000.0,walt-disney-bring-johnny-depp-back-to-pirates-of-the-caribbean,,,,,,,against
MilestonePetitionUpdate,28365056,2021-01-14 19:00:51+00:00,4000.0,walt-disney-bring-johnny-depp-back-to-pirates-of-the-caribbean,,,,,,,against
MilestonePetitionUpdate,28313900,2021-01-06 10:42:42+00:00,3000.0,walt-disney-bring-johnny-depp-back-to-pirates-of-the-caribbean,,,,,,,against
MilestonePetitionUpdate,28611051,2021-02-25 13:32:05+00:00,1500.0,the-walt-disney-company-petition-to-not-watch-disney-productions-until-they-let-johnny-depp-back-in,,,,,,,against
MilestonePetitionUpdate,28513447,2021-02-08 16:38:20+00:00,1000.0,the-walt-disney-company-petition-to-not-watch-disney-productions-until-they-let-johnny-depp-back-in,,,,,,,against
MilestonePetitionUpdate,28364637,2021-01-14 17:49:20+00:00,500.0,the-walt-disney-company-petition-to-not-watch-disney-productions-until-they-let-johnny-depp-back-in,,,,,,,against
MilestonePetitionUpdate,28760112,2021-03-23 17:20:55+00:00,50.0,warner-brothers-fire-amber-heard-rehire-johnny-depp,,,,,,,against
MilestonePetitionUpdate,28508927,2021-02-07 20:25:32+00:00,20000.0,hollywood-boycott-aquaman-2-amber-heard,,,,,,,against
MilestonePetitionUpdate,28972911,2021-04-30 13:05:12+00:00,3000.0,cbs-remove-amber-heard-from-the-stand-2020,,,,,,,against
MilestonePetitionUpdate,28644673,2021-03-03 14:04:13+00:00,2500.0,cbs-remove-amber-heard-from-the-stand-2020,,,,,,,against
MilestonePetitionUpdate,28534306,2021-02-11 18:17:29+00:00,2000.0,cbs-remove-amber-heard-from-the-stand-2020,,,,,,,against
MilestonePetitionUpdate,28364867,2021-01-14 18:28:33+00:00,1500.0,cbs-remove-amber-heard-from-the-stand-2020,,,,,,,against
MilestonePetitionUpdate,28578680,2021-02-19 17:54:17+00:00,250.0,johnny-depp-we-want-johnny-depp-back-in-2021,,,,,,,against
MilestonePetitionUpdate,28461233,2021-01-31 18:08:16+00:00,200.0,johnny-depp-we-want-johnny-depp-back-in-2021,,,,,,,against
MilestonePetitionUpdate,28424765,2021-01-25 18:27:19+00:00,100.0,johnny-depp-we-want-johnny-depp-back-in-2021,,,,,,,against
MilestonePetitionUpdate,28391919,2021-01-19 20:34:18+00:00,50.0,johnny-depp-we-want-johnny-depp-back-in-2021,,,,,,,against
MilestonePetitionUpdate,28357589,2021-01-13 15:05:41+00:00,25.0,johnny-depp-we-want-johnny-depp-back-in-2021,,,,,,,against
MilestonePetitionUpdate,28347308,2021-01-11 21:54:56+00:00,10.0,johnny-depp-we-want-johnny-depp-back-in-2021,,,,,,,against
MilestonePetitionUpdate,28327781,2021-01-08 12:56:43+00:00,5.0,johnny-depp-we-want-johnny-depp-back-in-2021,,,,,,,against
MilestonePetitionUpdate,28704906,2021-03-13 23:54:49+00:00,100.0,everyone-cancel-amber-heard-domestic-abuser,,,,,,,against
MilestonePetitionUpdate,28317487,2021-01-06 21:27:44+00:00,50.0,department-of-justice-justice-for-jhonny-depp,,,,,,,against
MilestonePetitionUpdate,28417298,2021-01-24 08:52:12+00:00,200.0,supreme-court-make-amber-heard-face-charges-for-abuse-against-johnny-depp,,,,,,,against
MilestonePetitionUpdate,28682254,2021-03-10 03:46:38+00:00,10.0,warner-brothers-fire-toby-richard-walter-and-geoff-from-warner-bros-warnermedia,,,,,,,against
MilestonePetitionUpdate,28663768,2021-03-06 15:12:49+00:00,5.0,warner-brothers-fire-toby-richard-walter-and-geoff-from-warner-bros-warnermedia,,,,,,,against
MilestonePetitionUpdate,28308991,2021-01-05 15:30:20+00:00,1000.0,amber-heard-a-public-letter-to-amber-heard,,,,,,,against
MilestonePetitionUpdate,28301946,2021-01-04 11:57:31+00:00,750.0,amber-heard-a-public-letter-to-amber-heard,,,,,,,against
MilestonePetitionUpdate,28291692,2021-01-01 23:21:13+00:00,500.0,amber-heard-a-public-letter-to-amber-heard,,,,,,,against
MilestonePetitionUpdate,28293138,2021-01-02 12:27:49+00:00,3000.0,warner-brothers-bring-back-johnny-depp-as-gellert-grindelwald-in-the-fantastic-beasts-franchise,,,,,,,against
MilestonePetitionUpdate,28711025,2021-03-15 09:49:38+00:00,2500.0,people-for-the-ethical-treatment-of-animals-peta-where-are-amber-heard-dogs-pistol-and-boo,,,,,,,related
MilestonePetitionUpdate,28582253,2021-02-20 10:34:02+00:00,2000.0,people-for-the-ethical-treatment-of-animals-peta-where-are-amber-heard-dogs-pistol-and-boo,,,,,,,related
MilestonePetitionUpdate,28426431,2021-01-25 23:21:58+00:00,1500.0,people-for-the-ethical-treatment-of-animals-peta-where-are-amber-heard-dogs-pistol-and-boo,,,,,,,related
MilestonePetitionUpdate,28376297,2021-01-16 18:27:21+00:00,1000.0,people-for-the-ethical-treatment-of-animals-peta-where-are-amber-heard-dogs-pistol-and-boo,,,,,,,related
MilestonePetitionUpdate,28351268,2021-01-12 15:06:47+00:00,750.0,people-for-the-ethical-treatment-of-animals-peta-where-are-amber-heard-dogs-pistol-and-boo,,,,,,,related
MilestonePetitionUpdate,28336304,2021-01-09 21:38:37+00:00,500.0,people-for-the-ethical-treatment-of-animals-peta-where-are-amber-heard-dogs-pistol-and-boo,,,,,,,related
MilestonePetitionUpdate,28301446,2021-01-04 08:25:11+00:00,250.0,people-for-the-ethical-treatment-of-animals-peta-where-are-amber-heard-dogs-pistol-and-boo,,,,,,,related
MilestonePetitionUpdate,28296034,2021-01-03 02:32:57+00:00,200.0,people-for-the-ethical-treatment-of-animals-peta-where-are-amber-heard-dogs-pistol-and-boo,,,,,,,related
MilestonePetitionUpdate,28290896,2021-01-01 17:56:20+00:00,100.0,people-for-the-ethical-treatment-of-animals-peta-where-are-amber-heard-dogs-pistol-and-boo,,,,,,,related
MilestonePetitionUpdate,28289569,2021-01-01 01:30:08+00:00,50.0,people-for-the-ethical-treatment-of-animals-peta-where-are-amber-heard-dogs-pistol-and-boo,,,,,,,related
MilestonePetitionUpdate,28469102,2021-02-01 21:41:51+00:00,50.0,warner-brothers-fire-amber-heard-from-aquaman-2,,,,,,,against
MilestonePetitionUpdate,28445349,2021-01-28 21:00:28+00:00,4000.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28361760,2021-01-14 05:01:44+00:00,12500.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28355218,2021-01-13 03:33:37+00:00,10000.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28344640,2021-01-11 14:16:12+00:00,9000.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28342166,2021-01-11 01:21:43+00:00,8000.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28340897,2021-01-10 19:49:35+00:00,7500.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28339139,2021-01-10 13:30:38+00:00,7000.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28337565,2021-01-10 03:14:43+00:00,6000.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28322583,2021-01-07 17:25:30+00:00,7500.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28322039,2021-01-07 16:07:06+00:00,7000.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28320606,2021-01-07 11:16:02+00:00,6000.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28312808,2021-01-06 04:00:17+00:00,5000.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28308815,2021-01-05 14:56:51+00:00,4000.0,warner-brothers-do-not-fire-amber-heard-of-aquaman-2,,,,,,,for
MilestonePetitionUpdate,28429532,2021-01-26 14:27:02+00:00,100.0,united-nations-remove-amber-heard-as-a-spokesperson-for-harry-walker-agency-for-domestic-violence,,,,,,,against
MilestonePetitionUpdate,28428172,2021-01-26 07:31:04+00:00,50.0,united-nations-remove-amber-heard-as-a-spokesperson-for-harry-walker-agency-for-domestic-violence,,,,,,,against
MilestonePetitionUpdate,28309778,2021-01-05 17:44:34+00:00,25.0,united-nations-remove-amber-heard-as-a-spokesperson-for-harry-walker-agency-for-domestic-violence,,,,,,,against
MilestonePetitionUpdate,28348934,2021-01-12 03:47:12+00:00,100.0,warner-brothers-justice-for-johnny-depp-05f8b1e1-9f45-4f3a-99a5-ba483539fbbd,,,,,,,against
MilestonePetitionUpdate,28348892,2021-01-12 03:35:45+00:00,50.0,warner-brothers-justice-for-johnny-depp-05f8b1e1-9f45-4f3a-99a5-ba483539fbbd,,,,,,,against
MilestonePetitionUpdate,28317515,2021-01-06 21:32:21+00:00,25.0,warner-brothers-have-jason-momoa-stand-with-johnny-depp,,,,,,,against
MilestonePetitionUpdate,28588375,2021-02-21 17:58:35+00:00,50.0,warner-bro-s-justice-for-johnny-depp,,,,,,,against
MilestonePetitionUpdate,28879037,2021-04-14 20:36:16+00:00,50.0,warner-brothers-boycott-aquaman-2-fantastic-beasts-3,,,,,,,against
MilestonePetitionUpdate,28842855,2021-04-08 16:07:27+00:00,25.0,warner-brothers-boycott-aquaman-2-fantastic-beasts-3,,,,,,,against
MilestonePetitionUpdate,28372531,2021-01-15 23:42:38+00:00,10.0,warner-brothers-boycott-aquaman-2-fantastic-beasts-3,,,,,,,against
MilestonePetitionUpdate,28295564,2021-01-03 00:09:40+00:00,5.0,warner-brothers-boycott-aquaman-2-fantastic-beasts-3,,,,,,,against
MilestonePetitionUpdate,28631967,2021-03-01 14:19:01+00:00,10.0,walt-disney-johnny-depp-for-the-next-sith-lord,,,,,,,against
MilestonePetitionUpdate,28829103,2021-04-06 05:52:39+00:00,250.0,warner-bros-pictures-justice-for-depp,,,,,,,against
MilestonePetitionUpdate,28524358,2021-02-10 08:09:32+00:00,200.0,warner-bros-pictures-justice-for-depp,,,,,,,against
MilestonePetitionUpdate,28553386,2021-02-15 14:46:26+00:00,25.0,all-amber-heard-movies-to-get-amber-heard-removed-from-all-of-her-movies-and-get-johnny-depp-back-in-his-movies,,,,,,,against
MilestonePetitionUpdate,28600322,2021-02-23 18:52:37+00:00,3000.0,warner-brothers-keep-johnny-depp-as-grindlewald,,,,,,,against
MilestonePetitionUpdate,28491876,2021-02-04 21:54:44+00:00,2500.0,warner-brothers-keep-johnny-depp-as-grindlewald,,,,,,,against
MilestonePetitionUpdate,28306477,2021-01-05 03:37:31+00:00,2000.0,warner-brothers-keep-johnny-depp-as-grindlewald,,,,,,,against
MilestonePetitionUpdate,28291713,2021-01-01 23:31:28+00:00,5.0,netflix-bring-johnny-depp-titles-back-to-netflix,,,,,,,against
MilestonePetitionUpdate,28332031,2021-01-09 01:54:21+00:00,3000.0,zack-snyder-amber-heard-out-ir-justice-league,,,,,,,against
MilestonePetitionUpdate,28330216,2021-01-08 19:51:06+00:00,2500.0,zack-snyder-amber-heard-out-ir-justice-league,,,,,,,against
MilestonePetitionUpdate,28306030,2021-01-05 01:39:40+00:00,2000.0,zack-snyder-amber-heard-out-ir-justice-league,,,,,,,against
MilestonePetitionUpdate,28303052,2021-01-04 16:38:25+00:00,1500.0,zack-snyder-amber-heard-out-ir-justice-league,,,,,,,against
MilestonePetitionUpdate,28296745,2021-01-03 07:48:43+00:00,1000.0,zack-snyder-amber-heard-out-ir-justice-league,,,,,,,against
MilestonePetitionUpdate,28945071,2021-04-25 18:55:53+00:00,750.0,warner-brothers-we-bring-back-johnny-depp-as-grindelwald,,,,,,,against
MilestonePetitionUpdate,28696338,2021-03-12 12:41:59+00:00,500.0,warner-brothers-we-bring-back-johnny-depp-as-grindelwald,,,,,,,against
MilestonePetitionUpdate,28838645,2021-04-07 22:00:58+00:00,50.0,the-times-uk-have-david-brown-fired-for-slander-of-johnny-depp,,,,,,,against
MilestonePetitionUpdate,28313873,2021-01-06 10:32:17+00:00,100.0,the-sun-warner-bros-is-not-boiccoted-the-fault-is-of-the-judge-andrew-nicol-and-the-sun-newspaper,,,,,,,against
MilestonePetitionUpdate,28855420,2021-04-10 22:37:35+00:00,25.0,federal-bureau-of-investigation-charge-amber-heard-for-illegal-attempt-to-dox-twitter-users,,,,,,,against
MilestonePetitionUpdate,28593590,2021-02-22 17:39:53+00:00,10.0,federal-bureau-of-investigation-charge-amber-heard-for-illegal-attempt-to-dox-twitter-users,,,,,,,against
MilestonePetitionUpdate,28494708,2021-02-05 08:51:40+00:00,5.0,federal-bureau-of-investigation-charge-amber-heard-for-illegal-attempt-to-dox-twitter-users,,,,,,,against
MilestonePetitionUpdate,28391730,2021-01-19 19:56:50+00:00,25.0,johnny-depp-reopening-the-amber-heard-vs-johnny-depp-abuse-case-for-actual-justice-to-be-carried-out,,,,,,,against
MilestonePetitionUpdate,28380531,2021-01-17 17:53:02+00:00,1000.0,the-sun-justice-for-johnny-depp,,,,,,,against
MilestonePetitionUpdate,28881977,2021-04-15 08:34:03+00:00,8000.0,queremos-que-deborah-ann-woll-reemplace-a-amber-heard-como-mera-en-aquaman-2,,,,,,,against
MilestonePetitionUpdate,28680427,2021-03-09 20:47:31+00:00,7500.0,queremos-que-deborah-ann-woll-reemplace-a-amber-heard-como-mera-en-aquaman-2,,,,,,,against
MilestonePetitionUpdate,28478515,2021-02-03 03:35:44+00:00,7000.0,queremos-que-deborah-ann-woll-reemplace-a-amber-heard-como-mera-en-aquaman-2,,,,,,,against
MilestonePetitionUpdate,28332804,2021-01-09 05:32:29+00:00,100.0,warner-brothers-drop-amber-heard-from-aquaman-2,,,,,,,against
MilestonePetitionUpdate,28602403,2021-02-24 01:43:25+00:00,750.0,dc-comics-amber-heard-is-a-victim-of-domestic-violence,,,,,,,for
MilestonePetitionUpdate,28595403,2021-02-22 22:46:42+00:00,500.0,dc-comics-amber-heard-is-a-victim-of-domestic-violence,,,,,,,for
MilestonePetitionUpdate,28584654,2021-02-20 21:08:53+00:00,250.0,dc-comics-amber-heard-is-a-victim-of-domestic-violence,,,,,,,for
MilestonePetitionUpdate,28584646,2021-02-20 21:07:56+00:00,250.0,dc-comics-amber-heard-is-a-victim-of-domestic-violence,,,,,,,for
MilestonePetitionUpdate,28569095,2021-02-18 03:55:30+00:00,200.0,dc-comics-amber-heard-is-a-victim-of-domestic-violence,,,,,,,for
MilestonePetitionUpdate,28568652,2021-02-18 02:03:24+00:00,100.0,dc-comics-amber-heard-is-a-victim-of-domestic-violence,,,,,,,for
MilestonePetitionUpdate,28568474,2021-02-18 01:24:19+00:00,50.0,dc-comics-amber-heard-is-a-victim-of-domestic-violence,,,,,,,for
MilestonePetitionUpdate,28568409,2021-02-18 01:08:24+00:00,25.0,dc-comics-amber-heard-is-a-victim-of-domestic-violence,,,,,,,for
MilestonePetitionUpdate,28568393,2021-02-18 01:03:48+00:00,10.0,dc-comics-amber-heard-is-a-victim-of-domestic-violence,,,,,,,for
MilestonePetitionUpdate,28568387,2021-02-18 01:01:35+00:00,5.0,dc-comics-amber-heard-is-a-victim-of-domestic-violence,,,,,,,for
MilestonePetitionUpdate,28970533,2021-04-30 00:33:45+00:00,750.0,warner-brothers-replace-actress-amber-heard-in-aquaman-2,,,,,,,against
MilestonePetitionUpdate,28547479,2021-02-14 02:12:18+00:00,25.0,hollywood-blacklist-amber-heard-from-film-roles,,,,,,,against
MilestonePetitionUpdate,28536964,2021-02-12 01:45:22+00:00,10.0,hollywood-blacklist-amber-heard-from-film-roles,,,,,,,against
MilestonePetitionUpdate,28536211,2021-02-11 23:05:30+00:00,5.0,hollywood-blacklist-amber-heard-from-film-roles,,,,,,,against
MilestonePetitionUpdate,28903850,2021-04-18 23:21:19+00:00,200.0,warner-brothers-johnny-depp-s-career-mustn-t-be-over-18cdc9fe-b8c8-4943-a5e7-ef77f33fa6af,,,,,,,against
MilestonePetitionUpdate,28430145,2021-01-26 16:21:03+00:00,100.0,warner-brothers-johnny-depp-s-career-mustn-t-be-over-18cdc9fe-b8c8-4943-a5e7-ef77f33fa6af,,,,,,,against
MilestonePetitionUpdate,28389813,2021-01-19 14:15:37+00:00,50.0,warner-brothers-johnny-depp-s-career-mustn-t-be-over-18cdc9fe-b8c8-4943-a5e7-ef77f33fa6af,,,,,,,against
MilestonePetitionUpdate,28356094,2021-01-13 09:05:10+00:00,25.0,warner-brothers-johnny-depp-s-career-mustn-t-be-over-18cdc9fe-b8c8-4943-a5e7-ef77f33fa6af,,,,,,,against
MilestonePetitionUpdate,28329824,2021-01-08 18:54:57+00:00,10.0,warner-brothers-johnny-depp-s-career-mustn-t-be-over-18cdc9fe-b8c8-4943-a5e7-ef77f33fa6af,,,,,,,against
MilestonePetitionUpdate,28319891,2021-01-07 06:56:22+00:00,5.0,warner-brothers-johnny-depp-s-career-mustn-t-be-over-18cdc9fe-b8c8-4943-a5e7-ef77f33fa6af,,,,,,,against
MilestonePetitionUpdate,28606800,2021-02-24 19:21:34+00:00,750.0,warner-brothers-boycott-aquaman-2-and-l-oreal,,,,,,,against
MilestonePetitionUpdate,28390683,2021-01-19 16:48:33+00:00,500.0,warner-brothers-boycott-aquaman-2-and-l-oreal,,,,,,,against
MilestonePetitionUpdate,28841529,2021-04-08 12:13:11+00:00,4000.0,disney-get-johnny-depp-back-in-pirates-6,,,,,,,against
MilestonePetitionUpdate,28377854,2021-01-17 02:09:34+00:00,1500.0,change-org-enough-is-enough-justice-for-johnny-depp,,,,,,,against
MilestonePetitionUpdate,28760417,2021-03-23 18:06:51+00:00,10.0,warner-brothers-studios-boycott-warner-studio-for-their-support-of-amber-heard,,,,,,,against
MilestonePetitionUpdate,28323329,2021-01-07 19:00:59+00:00,5.0,warner-brothers-studios-boycott-warner-studio-for-their-support-of-amber-heard,,,,,,,against
MilestonePetitionUpdate,28833254,2021-04-06 23:50:00+00:00,10.0,royal-courts-of-justice-justice-for-johnny-depp,,,,,,,against
MilestonePetitionUpdate,28538528,2021-02-12 10:14:29+00:00,25.0,warner-bros-justice-for-johnny-depp-9b0632cd-0d95-4d09-89e9-4f634aada714,,,,,,,against
MilestonePetitionUpdate,28760279,2021-03-23 17:44:11+00:00,25.0,movie-and-tv-watchers-have-amber-heard-removed-from-acting-all-together,,,,,,,against
MilestonePetitionUpdate,28941662,2021-04-25 00:50:55+00:00,100.0,the-walt-disney-company-restore-johnny-depp-after-amber-heard-evidence-proves-innocence,,,,,,,against
MilestonePetitionUpdate,28523396,2021-02-10 02:56:40+00:00,100.0,movie-fans-emilia-clarke-should-replace-amber-heard-as-mera-in-aquaman-2-movie,,,,,,,against
MilestonePetitionUpdate,28568449,2021-02-18 01:18:38+00:00,10.0,walt-disney-do-not-hire-amber-heard-for-tangled-live-action,,,,,,,for
MilestonePetitionUpdate,28562153,2021-02-17 00:00:15+00:00,5.0,walt-disney-do-not-hire-amber-heard-for-tangled-live-action,,,,,,,for
MilestonePetitionUpdate,28525619,2021-02-10 13:49:12+00:00,50.0,no-one-black-list-amber-heard,,,,,,,against
MilestonePetitionUpdate,28317264,2021-01-06 20:51:57+00:00,25.0,andrew-nicol-amber-heard-is-the-abuser-supporting-johnny-depp,,,,,,,against
MilestonePetitionUpdate,28903150,2021-04-18 20:37:39+00:00,10.0,warner-brothers-replace-amber-heard-with-scarlet-johanson,,,,,,,against
MilestonePetitionUpdate,28630363,2021-03-01 05:58:33+00:00,200.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
MilestonePetitionUpdate,28616347,2021-02-26 08:54:41+00:00,1000.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
MilestonePetitionUpdate,28591118,2021-02-22 07:26:01+00:00,750.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
MilestonePetitionUpdate,28581344,2021-02-20 04:20:38+00:00,500.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
MilestonePetitionUpdate,28570121,2021-02-18 09:46:45+00:00,250.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
MilestonePetitionUpdate,28569920,2021-02-18 08:44:40+00:00,200.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
MilestonePetitionUpdate,28569677,2021-02-18 07:26:19+00:00,100.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
MilestonePetitionUpdate,28569570,2021-02-18 06:34:39+00:00,50.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
MilestonePetitionUpdate,28569535,2021-02-18 06:17:45+00:00,25.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
MilestonePetitionUpdate,28569496,2021-02-18 06:04:28+00:00,10.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
MilestonePetitionUpdate,28569494,2021-02-18 06:03:04+00:00,5.0,walt-disney-johnny-depp-is-a-wife-beater-amber-heard-is-innocent,,,,,,,for
