id,user,support_count,offense_count,support_score,category,client_id,timestamp,analysis_total_tweets,unbiased_count
43,@Cutlet_Beckett,1,88,0.011235955056179775,Offender,1,2021-04-12 17:43:17.131221,117,28
44,@DeppHair,1,19,0.05,Offender,1,2021-04-12 17:43:17.327748,21,1
45,@aviaum,4,230,0.017094017094017096,Offender,1,2021-04-12 17:43:17.527846,272,38
46,@Darth_Sandius,0,2,0.0,Offender,1,2021-04-12 17:43:17.740056,2,0
47,@CiaraFutalan,27,1667,0.015938606847697757,Offender,1,2021-04-12 17:43:18.334164,1834,140
48,@AutistLady,3,34,0.08108108108108109,Offender,1,2021-04-12 17:43:18.530501,160,123
49,@Jessemtt,0,5,0.0,Offender,1,2021-04-12 17:43:18.738890,7,2
50,@lion_witch,7,216,0.03139013452914798,Offender,1,2021-04-12 17:43:18.943890,254,31
51,@roxx8825,57,343,0.1425,Offender,1,2021-04-12 17:43:19.946480,415,15
52,@SweetChastityYT,3,37,0.075,Offender,1,2021-04-12 17:43:20.144785,73,33
53,@KyleDouglas87,2,74,0.02631578947368421,Offender,1,2021-04-12 17:43:20.343411,79,3
54,@DevaMarie,13,442,0.02857142857142857,Offender,1,2021-04-12 17:43:20.541027,517,62
55,@Stephan76215148,13,512,0.024761904761904763,Offender,1,2021-04-12 17:43:20.739284,596,71
56,@joannhe69142860,7,234,0.029045643153526972,Offender,1,2021-04-12 17:43:21.728271,300,59
57,@farrartina1212,8,65,0.1095890410958904,Offender,1,2021-04-12 17:43:22.315488,84,11
58,@FairyNaa10,0,7,0.0,Offender,1,2021-04-12 17:43:22.912038,11,4
59,@EKreousa,0,21,0.0,Offender,1,2021-04-12 17:43:23.498962,22,1
60,@VeryLonlySolo,1,83,0.011904761904761904,Offender,1,2021-04-12 17:43:23.694094,93,9
61,@Vaidaelena,7,370,0.01856763925729443,Offender,1,2021-04-12 17:43:23.890207,396,19
62,@1coolwhipp,2,246,0.008064516129032258,Offender,1,2021-04-12 17:43:24.482290,261,13
63,@FlorenaAngel,4,107,0.036036036036036036,Offender,1,2021-04-12 17:43:24.679989,138,27
64,@nonunnun,14,140,0.09090909090909091,Offender,1,2021-04-12 17:43:24.876207,203,49
65,@CRommerud,2,40,0.047619047619047616,Offender,1,2021-04-12 17:43:26.239206,47,5
66,@sweetestsands,0,86,0.0,Offender,1,2021-04-12 17:43:26.836211,90,4
67,@FC98530990,1,32,0.030303030303030304,Offender,1,2021-04-12 17:43:27.817115,40,7
68,@Mitra99725842,0,26,0.0,Offender,1,2021-04-12 17:43:28.797242,30,4
69,@idekwhatisgoin2,0,13,0.0,Offender,1,2021-04-12 17:43:29.388881,13,0
70,@JustMe_Katiebee,1,105,0.009433962264150943,Offender,1,2021-04-12 17:43:29.584891,116,10
71,@jigglebugs,0,67,0.0,Offender,1,2021-04-12 17:43:29.781177,83,16
72,@iloveyoujdepp,0,8,0.0,Offender,1,2021-04-12 17:43:29.985246,15,7
73,@RabbaniSophia,0,4,0.0,Offender,1,2021-04-12 17:43:30.289892,5,1
74,@marchmadness,0,0,0.0,None,1,2021-04-12 17:43:30.488318,2,2
75,@LindseyLoves_TW,0,4,0.0,Offender,1,2021-04-12 17:43:32.250123,4,0
76,@James_L55_G,0,2,0.0,Offender,1,2021-04-12 17:43:32.449123,2,0
77,@cesramirz,2,111,0.017699115044247787,Offender,1,2021-04-12 17:43:32.646020,122,9
78,@max10mil,0,2,0.0,Offender,1,2021-04-12 17:43:32.845264,2,0
79,@StaceySkirving2,2,97,0.020202020202020204,Offender,1,2021-04-12 17:43:33.826753,104,5
80,@KimmhyDepp,0,31,0.0,Offender,1,2021-04-12 17:43:34.021189,38,7
81,@trayraynightmre,0,31,0.0,Offender,1,2021-04-12 17:43:34.218385,34,3
82,@Lizah141,0,5,0.0,Offender,1,2021-04-12 17:43:34.414598,5,0
83,@_V_I_C_K_I__666,0,8,0.0,Offender,1,2021-04-12 17:43:34.611506,8,0
84,@DEPPFAN83,0,1,0.0,Offender,1,2021-04-12 17:43:35.197475,3,2
85,@LovingYou1981,0,1,0.0,Offender,1,2021-04-12 17:43:35.394206,1,0
86,@BayanMira,3,28,0.0967741935483871,Offender,1,2021-04-12 17:43:36.387666,34,3
87,@PamelaBriseo2,1,15,0.0625,Offender,1,2021-04-12 17:43:36.584316,16,0
88,@Epecac1,0,21,0.0,Offender,1,2021-04-12 17:43:36.784558,27,6
89,@AraujoMartinski,1,104,0.009523809523809525,Offender,1,2021-04-12 17:43:36.980995,110,5
90,@tnshadylady,1,44,0.022222222222222223,Offender,1,2021-04-12 17:43:37.570484,50,5
91,@jillraeh,0,1,0.0,Offender,1,2021-04-12 17:43:38.950586,1,0
92,@1009REDkml,3,183,0.016129032258064516,Offender,1,2021-04-12 17:43:39.549311,238,52
93,@Justice4Depp_21,0,16,0.0,Offender,1,2021-04-12 17:43:39.745472,17,1
94,@cestdufromage,0,74,0.0,Offender,1,2021-04-12 17:43:39.943181,76,2
95,@BautistaDebz,2,70,0.027777777777777776,Offender,1,2021-04-12 17:43:42.104232,77,5
96,@anniemurdochh,0,6,0.0,Offender,1,2021-04-12 17:43:43.080237,7,1
97,@NatKhach,0,27,0.0,Offender,1,2021-04-12 17:43:43.278484,28,1
98,@lucifairwife,2,114,0.017241379310344827,Offender,1,2021-04-12 17:43:44.258615,137,21
99,@HoneyHa10321850,0,11,0.0,Offender,1,2021-04-12 17:43:44.844827,11,0
100,@JohnnyBriggzy,0,1,0.0,Offender,1,2021-04-12 17:43:45.043827,1,0
101,@FlamenRed,2,83,0.023529411764705882,Offender,1,2021-04-12 17:43:45.248319,93,8
102,@Kboots4Ever,7,241,0.028225806451612902,Offender,1,2021-04-12 17:43:45.445006,274,26
103,@AnnKry4,0,12,0.0,Offender,1,2021-04-12 17:43:46.428154,15,3
104,@LittleFelRose,0,2,0.0,Offender,1,2021-04-12 17:43:46.624334,2,0
105,@chloethepiano,7,65,0.09722222222222222,Offender,1,2021-04-12 17:43:46.821767,79,7
106,@handsome_fhw,53,4,0.9298245614035088,Supporter,1,2021-04-12 17:43:47.018274,69,12
107,@WearingMeOut,226,25,0.900398406374502,Supporter,1,2021-04-12 17:43:47.217579,266,15
108,@tpwk_now,26,0,1.0,Supporter,1,2021-04-12 17:43:47.813504,29,3
109,@ChastainxMargot,75,17,0.8152173913043478,Supporter,1,2021-04-12 17:43:48.011707,128,36
110,@leezylog,1,0,1.0,Supporter,1,2021-04-12 17:43:48.209951,1,0
111,@DCF_KU,2,0,1.0,Supporter,1,2021-04-12 17:43:48.405947,2,0
112,@moonyo1967,1,0,1.0,Supporter,1,2021-04-12 17:43:48.603398,3,2
113,@harlequinambz,11,3,0.7857142857142857,Supporter,1,2021-04-12 17:43:48.800604,17,3
114,@jasontoddsbby,0,0,0.5,None,1,2021-04-12 17:43:50.563248,1,1
115,@KalElle2288,10,4,0.7142857142857143,Supporter,1,2021-04-12 17:43:50.759348,19,5
116,@for_talking_,18,0,1.0,Supporter,1,2021-04-12 17:43:51.744728,24,6
117,@waterSH_,1,0,1.0,Supporter,1,2021-04-12 17:43:52.724316,1,0
118,@AmberHeard_best,111,9,0.925,Supporter,1,2021-04-12 17:43:54.097279,122,2
119,@christo75075012,9,1,0.9,Supporter,1,2021-04-12 17:43:55.465371,10,0
120,@CoraMelodie,313,36,0.8968481375358166,Supporter,1,2021-04-12 17:43:57.224695,406,57
121,@yaketytagarela,1,0,1.0,Supporter,1,2021-04-12 17:44:00.146400,1,0
122,@justme_relax,85,10,0.8947368421052632,Supporter,1,2021-04-12 17:44:00.341813,129,34
123,@Jojo89531436,47,29,0.618421052631579,Supporter,1,2021-04-12 17:44:00.538371,105,29
124,@RealMukul,273,34,0.8892508143322475,Supporter,1,2021-04-12 17:44:01.522378,369,62
125,@chosenporg,1,0,1.0,Supporter,1,2021-04-12 17:44:01.721228,1,0
126,@putaojamishere,2,1,0.6666666666666666,Supporter,1,2021-04-12 17:44:01.918102,3,0
127,@your_hamlet,1,0,1.0,Supporter,1,2021-04-12 17:44:02.115095,1,0
128,@ItsRozBitches,0,0,0.5,None,1,2021-04-12 17:44:02.312671,1,1
129,@Agentlojpp,0,1,0.0,Offender,1,2021-04-12 17:44:02.509912,1,0
130,@heardswifty,9,0,1.0,Supporter,1,2021-04-12 17:44:02.705310,13,4
131,@AlwaysGeorge89,2,1,0.6666666666666666,Supporter,1,2021-04-12 17:44:03.679125,3,0
132,@AnonMoose7,1,2,0.3333333333333333,Offender,1,2021-04-12 17:44:04.265199,3,0
133,@karaxlynn24,15,3,0.8333333333333334,Supporter,1,2021-04-12 17:44:04.461439,19,1
134,@knivez1993,2,0,1.0,Supporter,1,2021-04-12 17:44:05.444542,2,0
135,@RaidersMera,49,14,0.7777777777777778,Supporter,1,2021-04-12 17:44:05.675500,98,35
136,@JerrellZod2,10,1,0.9090909090909091,Supporter,1,2021-04-12 17:44:06.651742,14,3
137,@AnneVL82,27,2,0.9310344827586207,Supporter,1,2021-04-12 17:44:07.246402,31,2
138,@Nightwing_RJG,2,0,1.0,Supporter,1,2021-04-12 17:44:09.004325,2,0
139,@RaiderXman,6,0,1.0,Supporter,1,2021-04-12 17:44:09.202375,11,5
140,@ElMonarcaDelMar,1,0,1.0,Supporter,1,2021-04-12 17:44:10.576539,1,0
141,@Flash_WallyWest,1,0,1.0,Supporter,1,2021-04-12 17:44:10.775893,1,0
142,@TheFirstXman1,1,0,1.0,Supporter,1,2021-04-12 17:44:10.974326,1,0
143,@_AquamanDC,1,0,1.0,Supporter,1,2021-04-12 17:44:11.570219,1,0
144,@LoretoMamanan,1,0,1.0,Supporter,1,2021-04-12 17:44:12.157906,1,0
145,@bethany1marie,1,0,1.0,Supporter,1,2021-04-12 17:44:12.355448,1,0
146,@iSillySarah,1,0,1.0,Supporter,1,2021-04-12 17:44:12.552787,1,0
147,@thykimdom,7,0,1.0,Supporter,1,2021-04-12 17:44:12.749414,7,0
148,@1570_landa,45,24,0.6521739130434783,Supporter,1,2021-04-12 17:44:13.734486,87,18
149,@_ArtemisHunter_,3,0,1.0,Supporter,1,2021-04-12 17:44:19.022477,3,0
150,@amberheardsourc,18,6,0.75,Supporter,1,2021-04-12 17:44:19.220757,34,10
151,@southernreaches,1,0,1.0,Supporter,1,2021-04-12 17:44:19.423297,1,0
152,@rheelovsyeonjun,2,1,0.6666666666666666,Supporter,1,2021-04-12 17:44:19.619707,3,0
153,@W1ldflower_NY,23,4,0.8518518518518519,Supporter,1,2021-04-12 17:44:19.819033,32,5
154,@nationalist_17,0,1,0.0,Offender,1,2021-04-12 17:44:22.375578,1,0
155,@TomatazosCom,14,25,0.358974358974359,Offender,1,2021-04-12 17:44:22.572030,49,10
156,@justiceforambe1,65,6,0.9154929577464789,Supporter,1,2021-04-12 17:44:23.162164,90,19
157,@H_Yeon145,2,0,1.0,Supporter,1,2021-04-12 17:44:24.561142,3,1
158,@MisterMIRACLE17,3,1,0.75,Supporter,1,2021-04-12 17:44:24.762466,6,2
159,@RootbeerFloaty,3,2,0.6,None,1,2021-04-12 17:44:32.858793,8,3
160,@v_e_n_u_s_1,16,4,0.8,Supporter,1,2021-04-12 17:44:33.833414,31,11
161,@1_robots,6,136,0.04225352112676056,Offender,1,2021-04-12 17:44:34.425117,244,102
162,@Yeopyon,2,0,1.0,Supporter,1,2021-04-12 17:44:35.800874,2,0
163,@AngieUn27401972,12,4,0.75,Supporter,1,2021-04-12 17:44:37.970810,16,0
164,@LuBl_chdrhdrP2,6,0,1.0,Supporter,1,2021-04-12 17:44:40.125703,6,0
165,@MCU_Wanda,0,0,0.5,None,1,2021-04-12 17:44:40.321968,1,1
166,@hi_hoo_he,0,0,0.5,None,1,2021-04-12 17:44:41.325546,1,1
167,@LiHOnCReam,0,0,0.5,None,1,2021-04-12 17:44:42.298733,1,1
168,@ssssiibaaa,1,0,1.0,Supporter,1,2021-04-12 17:44:42.494949,1,0
169,@_nyongtor_,2,0,1.0,Supporter,1,2021-04-12 17:44:42.700343,2,0
170,@Mjhmdh47,1,0,1.0,Supporter,1,2021-04-12 17:44:42.904028,1,0
171,@Mjhmdh47_Mansa,1,0,1.0,Supporter,1,2021-04-12 17:44:43.104087,1,0
172,@radical_6969,1,0,1.0,Supporter,1,2021-04-12 17:44:43.301700,1,0
173,@meditopjelly,1,0,1.0,Supporter,1,2021-04-12 17:44:43.497932,1,0
174,@1__OOOOO__1,0,0,0.5,None,1,2021-04-12 17:44:43.702990,1,1
175,@dhdhdld111,1,0,1.0,Supporter,1,2021-04-12 17:44:43.900237,1,0
176,@jaggymingyhongy,0,0,0.0,None,1,2021-04-12 17:44:44.099470,2,2
177,@femi_ing,0,0,0.5,None,1,2021-04-12 17:44:44.296239,1,1
178,@QueenieInNY,1,0,1.0,Supporter,1,2021-04-12 17:44:44.492899,1,0
179,@chung_ryang,0,1,0.0,Offender,1,2021-04-12 17:44:44.688906,1,0
180,@baek_seolgi_521,0,0,0.5,None,1,2021-04-12 17:44:44.888002,1,1
181,@marvel_meoww,1,0,1.0,Supporter,1,2021-04-12 17:44:45.084818,1,0
182,@Calendula_lien,0,0,0.5,None,1,2021-04-12 17:44:45.281934,1,1
183,@marvel_oh2,1,0,1.0,Supporter,1,2021-04-12 17:44:45.477924,1,0
184,@AnnaOmmen,182,27,0.8708133971291866,Supporter,1,2021-04-12 17:44:47.238094,244,35
185,@Wehaveaproble11,1,0,1.0,Supporter,1,2021-04-12 17:44:48.234277,2,1
186,@D_STAR_NEWS,1,0,1.0,Supporter,1,2021-04-12 17:44:48.827071,1,0
187,@CrazyPlantKatie,1,0,1.0,Supporter,1,2021-04-12 17:44:51.420307,1,0
188,@dankanator_ofcl,1,0,1.0,Supporter,1,2021-04-12 17:44:54.828170,2,1
189,@mg_violette,13,281,0.04421768707482993,Offender,1,2021-04-12 17:44:56.193248,336,42
190,@viverachel,0,24,0.0,Offender,1,2021-04-12 17:44:56.389247,28,4
191,@lorestark4,0,69,0.0,Offender,1,2021-04-12 17:44:57.364701,75,6
192,@Hansen7Ane,31,826,0.03617269544924154,Offender,1,2021-04-12 17:44:57.561765,916,59
193,@sls_jackson,0,3,0.0,Offender,1,2021-04-12 17:44:57.757351,3,0
194,@olga_kruglova,17,168,0.0918918918918919,Offender,1,2021-04-12 17:44:57.957633,247,62
195,@Allen14thnoah1,0,1,0.0,Offender,1,2021-04-12 17:44:58.162641,1,0
196,@Angiex0101,24,1109,0.02118270079435128,Offender,1,2021-04-12 17:44:58.364640,1224,91
197,@chihiro95619047,2,83,0.023529411764705882,Offender,1,2021-04-12 17:44:58.563667,97,12
198,@DeppetLuna,3,55,0.05172413793103448,Offender,1,2021-04-12 17:45:03.438457,129,71
199,@lordofthedread1,0,11,0.0,Offender,1,2021-04-12 17:45:03.633746,12,1
200,@_Mz2u,8,250,0.031007751937984496,Offender,1,2021-04-12 17:45:04.996016,331,73
201,@insearchofJon,1,12,0.07692307692307693,Offender,1,2021-04-12 17:45:05.194017,16,3
202,@Amelia_79,0,44,0.0,Offender,1,2021-04-12 17:45:05.395609,50,6
203,@mercyacastro2,2,34,0.05555555555555555,Offender,1,2021-04-12 17:45:05.982942,38,2
204,@correctacon,3,169,0.01744186046511628,Offender,1,2021-04-12 17:45:06.179944,195,23
205,@ASPCA,0,2,0.0,Offender,1,2021-04-12 17:45:06.376950,47,45
206,@HyslopKayleigh,6,360,0.01639344262295082,Offender,1,2021-04-12 17:45:06.575094,395,29
207,@StevieJRaw,1,107,0.009259259259259259,Offender,1,2021-04-12 17:45:07.284424,158,50
208,@Smightybites,0,32,0.0,Offender,1,2021-04-12 17:45:07.879785,37,5
209,@CodyZenCML,1,5,0.16666666666666666,Offender,1,2021-04-12 17:45:09.249156,8,2
210,@HonourPeriod,4,48,0.07692307692307693,Offender,1,2021-04-12 17:45:09.448163,59,7
211,@mszgergo,0,1,0.0,Offender,1,2021-04-12 17:45:10.435006,1,0
212,@AsakuraYuki_Mk3,0,2,0.0,Offender,1,2021-04-12 17:45:11.421550,2,0
213,@julz011,1,62,0.015873015873015872,Offender,1,2021-04-12 17:45:11.624461,72,9
214,@KevinSipos1,0,4,0.0,Offender,1,2021-04-12 17:45:12.609124,5,1
215,@anshul1045,0,1,0.0,Offender,1,2021-04-12 17:45:12.805678,1,0
216,@ashxvi,0,0,0.5,None,1,2021-04-12 17:45:14.138969,1,1
217,@oluwaseun3402,0,0,0.5,None,1,2021-04-12 17:45:14.732150,1,1
218,@KyanWolff,2,2,0.5,None,1,2021-04-12 17:45:14.934192,4,0
219,@Brucskoo,1,5,0.16666666666666666,Offender,1,2021-04-12 17:45:15.135332,7,1
220,@JusticeforJDFan,0,0,0.0,None,1,2021-04-12 17:45:15.333664,2,2
221,@lochs_and_glens,0,0,0.5,None,1,2021-04-12 17:45:15.532634,2,2
222,@ChristopheDeWi,0,0,0.5,None,1,2021-04-12 17:45:16.125688,1,1
223,@Suzanne77560800,6,148,0.03896103896103896,Offender,1,2021-04-12 17:45:16.325183,195,41
224,@OnlineWithSatan,0,0,0.5,None,1,2021-04-12 17:45:16.530426,1,1
225,@TormodFChaux,0,2,0.0,Offender,1,2021-04-12 17:45:16.730739,4,2
226,@Ice_buckets907,0,1,0.0,Offender,1,2021-04-12 17:45:16.927964,1,0
227,@RobinRavit,0,1,0.0,Offender,1,2021-04-12 17:45:17.514679,1,0
228,@RenKizuki,5,95,0.05,Offender,1,2021-04-12 17:45:17.715133,167,67
229,@gmailcom23,1,58,0.01694915254237288,Offender,1,2021-04-12 17:45:17.915031,69,10
230,@herogasmorgy,1,2,0.3333333333333333,Offender,1,2021-04-12 17:45:18.889269,3,0
231,@unamazingamy,2,1,0.6666666666666666,Supporter,1,2021-04-12 17:45:19.480581,3,0
232,@Dahii007,0,2,0.0,Offender,1,2021-04-12 17:45:20.466053,2,0
233,@fitterparty9944,0,0,0.5,None,1,2021-04-12 17:45:20.662505,1,1
234,@sterrexdbx,1,0,1.0,Supporter,1,2021-04-12 17:45:21.250977,1,0
235,@coomsicle,0,1,0.0,Offender,1,2021-04-12 17:45:21.449378,1,0
236,@BhuriaDa,1,0,1.0,Supporter,1,2021-04-12 17:45:21.647125,1,0
237,@fxcuteu,0,0,0.0,None,1,2021-04-12 17:45:21.843416,2,2
238,@_LucoZade__,0,1,0.0,Offender,1,2021-04-12 17:45:22.428301,1,0
239,@Donna94942464,0,1,0.0,Offender,1,2021-04-12 17:45:23.011699,2,1
240,@IstanbulYoga,19,205,0.08482142857142858,Offender,1,2021-04-12 17:45:23.210719,251,27
241,@redlikejungle,12,138,0.08,Offender,1,2021-04-12 17:45:23.797937,292,142
242,@aquamanmovie,5,3,0.625,Supporter,1,2021-04-12 17:45:33.751860,90,82
243,@DCComics,0,0,0.5,None,1,2021-04-12 17:45:35.008761,4,4
244,@colonelkurtz99,136,397,0.2551594746716698,Offender,1,2021-04-12 17:45:42.243952,1932,1399
245,@scryndi,5,180,0.02702702702702703,Offender,1,2021-04-12 17:45:42.442952,238,53
246,@Itsjustjems,0,0,0.0,None,1,2021-04-12 17:45:43.030952,2,2
247,@360_newsreader,0,1,0.0,Offender,1,2021-04-12 17:45:43.227952,4,3
248,@CentricCuomo,0,0,0.5,None,1,2021-04-12 17:45:43.424952,5,5
249,@RideOrDis,1,83,0.011904761904761904,Offender,1,2021-04-12 17:45:44.420757,92,8
250,@DebbielubBrown,0,1,0.0,Offender,1,2021-04-12 17:45:48.506931,2,1
251,@AJDelgado13,0,0,0.5,None,1,2021-04-12 17:45:49.105548,1,1
252,@DonnyJoe13,0,0,0.5,None,1,2021-04-12 17:45:50.475538,1,1
253,@KweenofNoize214,0,3,0.0,Offender,1,2021-04-12 17:45:51.066416,5,2
254,@barzaine,4,51,0.07272727272727272,Offender,1,2021-04-12 17:45:52.049968,85,30
255,@emm_257,0,0,0.5,None,1,2021-04-12 17:45:53.031730,1,1
256,@Knox64Knox,0,1,0.0,Offender,1,2021-04-12 17:45:55.176862,5,4
257,@TaleOfEve,0,1,0.0,Offender,1,2021-04-12 17:45:55.765254,5,4
258,@ThePerezHilton,0,2,0.0,Offender,1,2021-04-12 17:45:57.136572,10,8
259,@julieroot4,0,0,0.5,None,1,2021-04-12 17:45:57.343072,1,1
260,@karynpalminteri,0,1,0.0,Offender,1,2021-04-12 17:45:59.090990,1,0
261,@RosannaWright,1,1,0.5,None,1,2021-04-12 17:46:02.070952,5,3
262,@1127Olga,1,22,0.043478260869565216,Offender,1,2021-04-12 17:46:03.843563,47,24
263,@ryanleone85,0,2,0.0,Offender,1,2021-04-12 17:46:04.825285,7,5
264,@Owlsocks1,0,4,0.0,Offender,1,2021-04-12 17:46:07.000814,7,3
265,@seedoftruth1,10,249,0.03861003861003861,Offender,1,2021-04-12 17:46:09.116340,280,21
266,@RollingStone,0,1,0.0,Offender,1,2021-04-12 17:46:10.105968,5,4
267,@LauraBockov,297,983,0.23203125,Offender,1,2021-04-12 17:46:11.486195,3320,2040
268,@ThatBrianFella,9,9,0.5,None,1,2021-04-12 17:46:11.683191,44,26
269,@depplyhaIIows,9,92,0.0891089108910891,Offender,1,2021-04-12 17:46:12.671644,175,74
270,@_aimsy_,5,13,0.2777777777777778,Offender,1,2021-04-12 17:46:13.261560,38,20
271,@missmisti,0,0,0.5,None,1,2021-04-12 17:46:15.016652,1,1
272,@infinitumnihil,0,3,0.0,Offender,1,2021-04-12 17:46:15.606936,14,11
273,@JDeppsGuitar,1,2,0.3333333333333333,Offender,1,2021-04-12 17:46:15.804936,12,9
274,@TheNamesQ,268,607,0.3062857142857143,Offender,1,2021-04-12 17:46:16.390936,2210,1335
275,@_LOVEINVAIN,1,17,0.05555555555555555,Offender,1,2021-04-12 17:46:16.588937,26,8
276,@SanjaCar2,0,1,0.0,Offender,1,2021-04-12 17:46:17.175043,1,0
277,@billboard,1,5,0.16666666666666666,Offender,1,2021-04-12 17:46:17.376042,15,9
278,@source411,7,92,0.0707070707070707,Offender,1,2021-04-12 17:46:17.960212,126,27
279,@winonasrider,5,57,0.08064516129032258,Offender,1,2021-04-12 17:46:18.155661,88,26
280,@AJHancockCILEX,0,3,0.0,Offender,1,2021-04-12 17:46:19.138575,19,16
281,@LaurelsCouture,1,110,0.009009009009009009,Offender,1,2021-04-12 17:46:19.729098,137,26
282,@MyGrindelwald,280,984,0.22151898734177214,Offender,1,2021-04-12 17:46:20.320875,3170,1906
283,@littlemismagic,3,18,0.14285714285714285,Offender,1,2021-04-12 17:46:20.905940,27,6
284,@HayleyColins,0,1,0.0,Offender,1,2021-04-12 17:46:21.883121,3,2
285,@ZFitz8,10,135,0.06896551724137931,Offender,1,2021-04-12 17:46:22.476450,192,47
286,@LeannZ46,0,3,0.0,Offender,1,2021-04-12 17:46:25.019665,4,1
287,@cahartmeyer,1,85,0.011627906976744186,Offender,1,2021-04-12 17:46:25.604418,114,28
288,@137_natalia,1,4,0.2,Offender,1,2021-04-12 17:46:36.766115,14,9
289,@toolman6971,0,0,0.5,None,1,2021-04-12 17:46:37.350897,1,1
290,@SeanBonau,3,58,0.04918032786885246,Offender,1,2021-04-12 17:46:37.957472,75,14
291,@KailenniaA,0,7,0.0,Offender,1,2021-04-12 17:46:38.544386,12,5
292,@Gabycarvam,0,0,0.0,None,1,2021-04-12 17:46:39.525967,2,2
293,@M1che11ePearl,0,36,0.0,Offender,1,2021-04-12 17:46:42.091567,45,9
294,@CallofDuty,0,0,0.5,None,1,2021-04-12 17:46:42.298976,1,1
295,@KosaDanielle,0,37,0.0,Offender,1,2021-04-12 17:46:47.989672,55,18
296,@nefelibatasays,1,22,0.043478260869565216,Offender,1,2021-04-12 17:46:48.188961,28,5
