id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries,status
1502760006868942852,1502760006868942848,Kitten,KittysNBiddies,,Fuck it,,{'description': {'urls': []}},False,1,1,0,2022-03-12 21:34:47+00:00,0,,,False,False,0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1502853140567269379/Ge2bYupg_normal.jpg,https://pbs.twimg.com/profile_images/1502853140567269379/Ge2bYupg_normal.jpg,https://pbs.twimg.com/profile_banners/1502760006868942852/1647143257,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],
1503310268260102150,1503310268260102144,Alexa G. Novak,AlexaGNovak1,,"Your worst enemy is your own nervous system. George Orwell, 1984
#justiceforjohnnydepp",,{'description': {'urls': []}},False,79,361,0,2022-03-14 10:02:34+00:00,1395,,,False,False,300,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1503311005471944706/dW8ptFso_normal.jpg,https://pbs.twimg.com/profile_images/1503311005471944706/dW8ptFso_normal.jpg,https://pbs.twimg.com/profile_banners/1503310268260102150/1647253641,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Fri Mar 18 20:53:54 +0000 2022', 'id': 1504924075386417158, 'id_str': '1504924075386417158', 'full_text': 'RT @aburkhartlaw: @bossert_l This entire trial will feature him speaking up for himself and presenting evidence that he married an abusive…', 'truncated': False, 'display_text_range': [0, 139], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aburkhartlaw', 'name': 'Andrea Burkhart', 'id': 1464300054479523843, 'id_str': '1464300054479523843', 'indices': [3, 16]}, {'screen_name': 'bossert_l', 'name': 'LadyBossert', 'id': 908481534838972416, 'id_str': '908481534838972416', 'indices': [18, 28]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Mar 18 02:46:48 +0000 2022', 'id': 1504650498732818433, 'id_str': '1504650498732818433', 'full_text': ""@bossert_l This entire trial will feature him speaking up for himself and presenting evidence that he married an abusive  gold-digging pathological liar. You should really stick around to watch, it's going to be an epic and well-deserved dragging."", 'truncated': False, 'display_text_range': [11, 247], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bossert_l', 'name': 'LadyBossert', 'id': 908481534838972416, 'id_str': '908481534838972416', 'indices': [0, 10]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1504649434998575104, 'in_reply_to_status_id_str': '1504649434998575104', 'in_reply_to_user_id': 908481534838972416, 'in_reply_to_user_id_str': '908481534838972416', 'in_reply_to_screen_name': 'bossert_l', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 63, 'favorite_count': 540, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 63, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}"
1227266433526226944,1227266433526226944,🦄Kimberly💜's JDM🦄,JDMForever143,"Georgia, USA","Love my man💜engaged 1/1/19
 💖CNA/Photographer/ @JDMorgan followed me 10/9/20!!
#jefferydeanmorgan #TWDSurvivors SPN  #justiceforjohnny
 #JohnnyDepp Depphead",,{'description': {'urls': []}},False,1407,4080,4,2020-02-11 16:22:01+00:00,11461,,,False,False,5918,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1502528148612788227/ZnUpLp4z_normal.jpg,https://pbs.twimg.com/profile_images/1502528148612788227/ZnUpLp4z_normal.jpg,https://pbs.twimg.com/profile_banners/1227266433526226944/1633369491,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Fri Mar 18 18:37:53 +0000 2022', 'id': 1504889847609188359, 'id_str': '1504889847609188359', 'full_text': '@FloatyRedHead23 There flat bread pizzas are soo good and there Thanksgiving burger! Yummy!', 'truncated': False, 'display_text_range': [17, 91], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FloatyRedHead23', 'name': 'JDM is the Shizzle at Fandemic!', 'id': 194903357, 'id_str': '194903357', 'indices': [0, 16]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1504889023411666949, 'in_reply_to_status_id_str': '1504889023411666949', 'in_reply_to_user_id': 194903357, 'in_reply_to_user_id_str': '194903357', 'in_reply_to_screen_name': 'FloatyRedHead23', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}"
1322976410642780160,1322976410642780160,Ywk{here for jd},YashwardhanKha3,,Procrastinating,,{'description': {'urls': []}},False,9,42,0,2020-11-01 18:59:06+00:00,257,,,False,False,288,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1479151995235672066/-nvUS5RY_normal.jpg,https://pbs.twimg.com/profile_images/1479151995235672066/-nvUS5RY_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Fri Mar 18 17:56:15 +0000 2022', 'id': 1504879370862620672, 'id_str': '1504879370862620672', 'full_text': '@Darrell02554398 @VincentLaGuard3 There is nothing like evidence here \nIt is like my answers of history subject questions where I just wrote unnecessary things so that my answer looks long enough. 🙃', 'truncated': False, 'display_text_range': [34, 198], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Darrell02554398', 'name': '🇺🇸 The Reverend ☯️', 'id': 1349880380460040192, 'id_str': '1349880380460040192', 'indices': [0, 16]}, {'screen_name': 'VincentLaGuard3', 'name': 'Vincent LaGuardia Gambini', 'id': 1390844652350279681, 'id_str': '1390844652350279681', 'indices': [17, 33]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1504533206858670089, 'in_reply_to_status_id_str': '1504533206858670089', 'in_reply_to_user_id': 1349880380460040192, 'in_reply_to_user_id_str': '1349880380460040192', 'in_reply_to_screen_name': 'Darrell02554398', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}"
1409313023211106305,1409313023211106304,🦋 Trisha 3 ♫ ♫ ♫ 🦋 #JusticeForJohnnyDepp ⚖️,DeppRelative3,🎶 City ,#IStandWithUkraine  🇺🇦  #JusticeForJohnnyDeppVirginia2022  Johnny Is So Precious~Jesus Is My Saviour Not My Religion~Music & Humor Are Healing To My Heart 💙,,{'description': {'urls': []}},False,14,63,0,2021-06-28 00:51:47+00:00,7998,,,True,False,4722,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1504774747824922624/FWVoCBEB_normal.jpg,https://pbs.twimg.com/profile_images/1504774747824922624/FWVoCBEB_normal.jpg,https://pbs.twimg.com/profile_banners/1409313023211106305/1647601233,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"{'created_at': 'Fri Mar 18 23:44:03 +0000 2022', 'id': 1504966896784842752, 'id_str': '1504966896784842752', 'full_text': '@deborahbracciot I Love This!!!', 'truncated': False, 'display_text_range': [17, 31], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'deborahbracciot', 'name': 'deborah bracciotti', 'id': 463941256, 'id_str': '463941256', 'indices': [0, 16]}], 'urls': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': 1504964495059435521, 'in_reply_to_status_id_str': '1504964495059435521', 'in_reply_to_user_id': 463941256, 'in_reply_to_user_id_str': '463941256', 'in_reply_to_screen_name': 'deborahbracciot', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}"
884302460830982144,884302460830982144,Janice Tylock,janice_tylock,,Fan account,,{'description': {'urls': []}},False,518,451,2,2017-07-10 06:45:11+00:00,347134,,,False,False,34825,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],"{'created_at': 'Wed Mar 16 12:57:22 +0000 2022', 'id': 1504079376224296961, 'id_str': '1504079376224296961', 'full_text': 'RT @Stephan76215148: RT if you claim #JohnnyDepp as your hero!❤️\u200d🔥🎸 https://t.co/7xPi4U9XiY', 'truncated': False, 'display_text_range': [0, 91], 'entities': {'hashtags': [{'text': 'JohnnyDepp', 'indices': [37, 48]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Stephan76215148', 'name': 'Stephanie Brown ✨#SavingGrindelwald✨', 'id': 1027990519769714688, 'id_str': '1027990519769714688', 'indices': [3, 19]}], 'urls': [], 'media': [{'id': 1503555329157738499, 'id_str': '1503555329157738499', 'indices': [68, 91], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/FN2zmw6XsAM_ehU.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/FN2zmw6XsAM_ehU.jpg', 'url': 'https://t.co/7xPi4U9XiY', 'display_url': 'pic.twitter.com/7xPi4U9XiY', 'expanded_url': 'https://twitter.com/Stephan76215148/status/1503555336669736961/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 498, 'h': 278, 'resize': 'fit'}, 'small': {'w': 498, 'h': 278, 'resize': 'fit'}, 'medium': {'w': 498, 'h': 278, 'resize': 'fit'}}, 'source_status_id': 1503555336669736961, 'source_status_id_str': '1503555336669736961', 'source_user_id': 1027990519769714688, 'source_user_id_str': '1027990519769714688'}]}, 'extended_entities': {'media': [{'id': 1503555329157738499, 'id_str': '1503555329157738499', 'indices': [68, 91], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/FN2zmw6XsAM_ehU.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/FN2zmw6XsAM_ehU.jpg', 'url': 'https://t.co/7xPi4U9XiY', 'display_url': 'pic.twitter.com/7xPi4U9XiY', 'expanded_url': 'https://twitter.com/Stephan76215148/status/1503555336669736961/photo/1', 'type': 'animated_gif', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 498, 'h': 278, 'resize': 'fit'}, 'small': {'w': 498, 'h': 278, 'resize': 'fit'}, 'medium': {'w': 498, 'h': 278, 'resize': 'fit'}}, 'source_status_id': 1503555336669736961, 'source_status_id_str': '1503555336669736961', 'source_user_id': 1027990519769714688, 'source_user_id_str': '1027990519769714688', 'video_info': {'aspect_ratio': [249, 139], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/FN2zmw6XsAM_ehU.mp4'}]}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Tue Mar 15 02:15:01 +0000 2022', 'id': 1503555336669736961, 'id_str': '1503555336669736961', 'full_text': 'RT if you claim #JohnnyDepp as your hero!❤️\u200d🔥🎸 https://t.co/7xPi4U9XiY', 'truncated': False, 'display_text_range': [0, 46], 'entities': {'hashtags': [{'text': 'JohnnyDepp', 'indices': [16, 27]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1503555329157738499, 'id_str': '1503555329157738499', 'indices': [47, 70], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/FN2zmw6XsAM_ehU.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/FN2zmw6XsAM_ehU.jpg', 'url': 'https://t.co/7xPi4U9XiY', 'display_url': 'pic.twitter.com/7xPi4U9XiY', 'expanded_url': 'https://twitter.com/Stephan76215148/status/1503555336669736961/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 498, 'h': 278, 'resize': 'fit'}, 'small': {'w': 498, 'h': 278, 'resize': 'fit'}, 'medium': {'w': 498, 'h': 278, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1503555329157738499, 'id_str': '1503555329157738499', 'indices': [47, 70], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/FN2zmw6XsAM_ehU.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/FN2zmw6XsAM_ehU.jpg', 'url': 'https://t.co/7xPi4U9XiY', 'display_url': 'pic.twitter.com/7xPi4U9XiY', 'expanded_url': 'https://twitter.com/Stephan76215148/status/1503555336669736961/photo/1', 'type': 'animated_gif', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 498, 'h': 278, 'resize': 'fit'}, 'small': {'w': 498, 'h': 278, 'resize': 'fit'}, 'medium': {'w': 498, 'h': 278, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [249, 139], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/FN2zmw6XsAM_ehU.mp4'}]}}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 14, 'favorite_count': 26, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 14, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}"
1475214954542383109,1475214954542383104,JudyGypsy 💜,JudyGypsy,"Georgia, USA","Love nature,creatures,environment,  humanity.
#Justice For Johnny Depp 💜
#Johnny Depp 💜",,{'description': {'urls': []}},False,98,102,5,2021-12-26 21:21:07+00:00,2318,,,True,False,428,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1502806416528056320/MDBpIyuJ_normal.jpg,https://pbs.twimg.com/profile_images/1502806416528056320/MDBpIyuJ_normal.jpg,https://pbs.twimg.com/profile_banners/1475214954542383109/1642284167,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Fri Mar 18 17:29:07 +0000 2022', 'id': 1504872538886782979, 'id_str': '1504872538886782979', 'full_text': '@TopDepp @dopeydepp # Justice For Johnny Depp 💜 Virginia USA 2022', 'truncated': False, 'display_text_range': [20, 65], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TopDepp', 'name': 'J💜Depp', 'id': 331809855, 'id_str': '331809855', 'indices': [0, 8]}, {'screen_name': 'dopeydepp', 'name': 'orsi', 'id': 1142437631382511617, 'id_str': '1142437631382511617', 'indices': [9, 19]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1504758925488500738, 'in_reply_to_status_id_str': '1504758925488500738', 'in_reply_to_user_id': 331809855, 'in_reply_to_user_id_str': '331809855', 'in_reply_to_screen_name': 'TopDepp', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}"
1274261321186373632,1274261321186373632,Candice,CandicEanx,In the ocean nice and deep ,"#AbuseHasNoGender #JusticeForJohnnyDepp #FreeAssange

💜 Just a girl who loves to dive, write, and love. 💜

The safest place I know, is in the ocean 30m below.",,{'description': {'urls': []}},False,334,1106,0,2020-06-20 08:42:39+00:00,3347,,,False,False,6963,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1475753184559702016/ifNPz4___normal.jpg,https://pbs.twimg.com/profile_images/1475753184559702016/ifNPz4___normal.jpg,https://pbs.twimg.com/profile_banners/1274261321186373632/1641535105,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Thu Mar 17 21:50:15 +0000 2022', 'id': 1504575867099709440, 'id_str': '1504575867099709440', 'full_text': 'RT @source411: Ummmm shitty clickbait articles of movie reviews is her evidence? So if being a bad actor is evidence for abuse then ….. Sca…', 'truncated': False, 'display_text_range': [0, 140], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'source411', 'name': 'bling pipe✨🌊🏄\u200d♀️✨', 'id': 782060525966413825, 'id_str': '782060525966413825', 'indices': [3, 13]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu Mar 17 17:24:10 +0000 2022', 'id': 1504508906051031051, 'id_str': '1504508906051031051', 'full_text': 'Ummmm shitty clickbait articles of movie reviews is her evidence? So if being a bad actor is evidence for abuse then ….. Scamber honey you just lost with flying colors..🤦\u200d♀️😆😆😆🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️', 'truncated': False, 'display_text_range': [0, 192], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 28, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}"
2979181679,2979181679,susana santos,smlvs73,porto,,,{'description': {'urls': []}},False,296,937,1,2015-01-15 01:15:11+00:00,5249,,,False,False,4310,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/577126710992203776/TTJVUUot_normal.jpeg,https://pbs.twimg.com/profile_images/577126710992203776/TTJVUUot_normal.jpeg,https://pbs.twimg.com/profile_banners/2979181679/1424307253,4A913C,000000,000000,000000,False,True,False,False,False,False,False,none,[],"{'created_at': 'Fri Mar 18 20:02:05 +0000 2022', 'id': 1504911035433639939, 'id_str': '1504911035433639939', 'full_text': 'RT @55_sophya: New photo of our handsome , JohnnyDepp with William Koonce in L.A on 16th March 2022 \n#JusticeForJohnnyDeppVirginia2022 http…', 'truncated': False, 'display_text_range': [0, 140], 'entities': {'hashtags': [{'text': 'JusticeForJohnnyDeppVirginia2022', 'indices': [101, 134]}], 'symbols': [], 'user_mentions': [{'screen_name': '55_sophya', 'name': 'Sofia Pandeleanu', 'id': 2585307728, 'id_str': '2585307728', 'indices': [3, 13]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu Mar 17 11:52:00 +0000 2022', 'id': 1504425313140449280, 'id_str': '1504425313140449280', 'full_text': 'New photo of our handsome , JohnnyDepp with William Koonce in L.A on 16th March 2022 \n#JusticeForJohnnyDeppVirginia2022 https://t.co/Xr6kmGAZsb', 'truncated': False, 'display_text_range': [0, 119], 'entities': {'hashtags': [{'text': 'JusticeForJohnnyDeppVirginia2022', 'indices': [86, 119]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1504424107777175554, 'id_str': '1504424107777175554', 'indices': [120, 143], 'media_url': 'http://pbs.twimg.com/media/FODJwVeXsAIj_z0.png', 'media_url_https': 'https://pbs.twimg.com/media/FODJwVeXsAIj_z0.png', 'url': 'https://t.co/Xr6kmGAZsb', 'display_url': 'pic.twitter.com/Xr6kmGAZsb', 'expanded_url': 'https://twitter.com/55_sophya/status/1504425313140449280/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 731, 'h': 900, 'resize': 'fit'}, 'small': {'w': 552, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 731, 'h': 900, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1504424107777175554, 'id_str': '1504424107777175554', 'indices': [120, 143], 'media_url': 'http://pbs.twimg.com/media/FODJwVeXsAIj_z0.png', 'media_url_https': 'https://pbs.twimg.com/media/FODJwVeXsAIj_z0.png', 'url': 'https://t.co/Xr6kmGAZsb', 'display_url': 'pic.twitter.com/Xr6kmGAZsb', 'expanded_url': 'https://twitter.com/55_sophya/status/1504425313140449280/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 731, 'h': 900, 'resize': 'fit'}, 'small': {'w': 552, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 731, 'h': 900, 'resize': 'fit'}}}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 11, 'favorite_count': 83, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 11, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}"
1498607574987517954,1498607574987517952,Valerie,Valerie62034115,Stolen Land,"#JusticeforJohnnyDepp

     Not a Bot",,{'description': {'urls': []}},False,25,94,0,2022-03-01 10:34:36+00:00,67,,,False,False,65,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1503353529800531985/9ik1cLrq_normal.jpg,https://pbs.twimg.com/profile_images/1503353529800531985/9ik1cLrq_normal.jpg,https://pbs.twimg.com/profile_banners/1498607574987517954/1646134811,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"{'created_at': 'Thu Mar 10 08:50:15 +0000 2022', 'id': 1501842861049925632, 'id_str': '1501842861049925632', 'full_text': ""@abusehasnogende @catheri39707230 YAY!! Bet the apprentice doesn't forget again."", 'truncated': False, 'display_text_range': [34, 80], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'abusehasnogende', 'name': '🖤Abuse has no gender🖤', 'id': 1471039057199345665, 'id_str': '1471039057199345665', 'indices': [0, 16]}, {'screen_name': 'catheri39707230', 'name': 'Catherine Houston', 'id': 1487545039165272075, 'id_str': '1487545039165272075', 'indices': [17, 33]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1501620601433247752, 'in_reply_to_status_id_str': '1501620601433247752', 'in_reply_to_user_id': 1471039057199345665, 'in_reply_to_user_id_str': '1471039057199345665', 'in_reply_to_screen_name': 'abusehasnogende', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}"
