url,user.screen_name,NumberOfUsersShareSameUrl,uniqueUserNameShareSameUrl
https://t.co/0CdWlgSUpX,['CihlaJeanne'],1,['CihlaJeanne']
https://t.co/0CwPSXUcEA,['Politica_Puebla'],1,['Politica_Puebla']
https://t.co/0CxdfEVi7C,['ISIS_Slay3r'],1,['ISIS_Slay3r']
https://t.co/0DElh6yH18,['MMGNews247'],1,['MMGNews247']
https://t.co/0DOlNl1kf1,['BeachDan'],1,['BeachDan']
https://t.co/0DUf8Hbd9a,['JosephT47844140'],1,['JosephT47844140']
https://t.co/0DnXKvzUv6,['LauraBockov'],1,['LauraBockov']
https://t.co/0DoCxRunIe,['amyfans111'],1,['amyfans111']
https://t.co/0E1bpdo1uU,['Zahra__p1389'],1,['Zahra__p1389']
https://t.co/0EKyBmcGiJ,['FilmDailyNews'],1,['FilmDailyNews']
https://t.co/0EmlG2iBXd,['CoraMelodie'],1,['CoraMelodie']
https://t.co/0EnSrXN7LD,['OllieWollie666'],1,['OllieWollie666']
https://t.co/0Ew1VUF73L,['iAmDrSoup'],1,['iAmDrSoup']
https://t.co/0F0m9oQWzV,['delloliod'],1,['delloliod']
https://t.co/0F6ElhS3o9,['DailyMailCeleb'],1,['DailyMailCeleb']
https://t.co/0FKMYqkEaH,['SOLVEit_LB'],1,['SOLVEit_LB']
https://t.co/0FdDsMSVqX,['Megalopolis_MX'],1,['Megalopolis_MX']
https://t.co/0GDM128s0n,['LarsavisionTv'],1,['LarsavisionTv']
https://t.co/0GYMwHV6cz,['lucy_carling'],1,['lucy_carling']
https://t.co/0Gi4FHxx2X,['TheMixedWonder'],1,['TheMixedWonder']
https://t.co/0H7kWfQ9Qh,['mssmackie'],1,['mssmackie']
https://t.co/0HKwDZz0rS,['MladyAmber'],1,['MladyAmber']
https://t.co/0HQmbnYcRu,['sheilaw654321'],1,['sheilaw654321']
https://t.co/0HU1TqYGqp,['Kur0okk'],1,['Kur0okk']
https://t.co/0HyrWN7dXz,['TheNamesQ'],1,['TheNamesQ']
https://t.co/0IMjOx6tTs,['steelking16'],1,['steelking16']
https://t.co/0IRyPLTj9S,['linnchristine87'],1,['linnchristine87']
https://t.co/0Is6ch0qKQ,['Abby80802332'],1,['Abby80802332']
https://t.co/0ItFmGMLGM,['StevieJRaw'],1,['StevieJRaw']
https://t.co/0JClfU2vHi,['DeppFanPage'],1,['DeppFanPage']
https://t.co/0JFhjAWY2S,['movieweb'],1,['movieweb']
https://t.co/0JIAn5p3xa,['Binx1969'],1,['Binx1969']
https://t.co/0JNqNvEOp9,"['freeasabird__', 'freeasabird__', 'freeasabird__', 'freeasabird__', 'freeasabird__']",5,['freeasabird__']
https://t.co/0JPOWJgv4n,['hayllarsquad'],1,['hayllarsquad']
https://t.co/0JV1S5s60l,['alphredite'],1,['alphredite']
https://t.co/0JjMJwoUk4,['DeppFanPage'],1,['DeppFanPage']
https://t.co/0JoSCe76ra,['WCmeshfighter'],1,['WCmeshfighter']
https://t.co/0KE84y6Eac,['DorkAngel'],1,['DorkAngel']
https://t.co/0KNeCONGW3,"['deppbrazilfc', 'deppbrazilfc']",2,['deppbrazilfc']
https://t.co/0KUzjp6zy4,['Marlene47247316'],1,['Marlene47247316']
https://t.co/0LbQ7GoZAq,['Celebspicblog'],1,['Celebspicblog']
https://t.co/0LiYXlBXKC,['NewsEverything_'],1,['NewsEverything_']
https://t.co/0LjzkFS4Ow,['MarjiSamaa'],1,['MarjiSamaa']
https://t.co/0LnubF2sb5,"['depphead_br', 'depphead_br']",2,['depphead_br']
https://t.co/0M27kAu5ox,['AndyVermaut'],1,['AndyVermaut']
https://t.co/0M859dYvOl,['rpk2307'],1,['rpk2307']
https://t.co/0MGFbJTNXJ,['Gwennafran'],1,['Gwennafran']
https://t.co/0MGgKtl7k3,['melty_fr'],1,['melty_fr']
https://t.co/0MNhfZlfy8,['SMB3'],1,['SMB3']
https://t.co/0MVhcMKLJC,['annalutovac113'],1,['annalutovac113']
https://t.co/0Md4FDvdoC,['joannhe69142860'],1,['joannhe69142860']
https://t.co/0MnZZ4gawv,['PublicFeuds'],1,['PublicFeuds']
https://t.co/0N0qoB9VLb,['cine_dope'],1,['cine_dope']
https://t.co/0N6oUihLdK,['morningpersonq'],1,['morningpersonq']
https://t.co/0N9LlKikCi,['Stay_Gold16'],1,['Stay_Gold16']
https://t.co/0NlMiYiDGK,['SageNerdy'],1,['SageNerdy']
https://t.co/0O5GDOKNSU,['rahuljaitley'],1,['rahuljaitley']
https://t.co/0O5XTD0y7W,['Levi_SeaSerpent'],1,['Levi_SeaSerpent']
https://t.co/0OHljMHqKV,['savsminii'],1,['savsminii']
https://t.co/0OUV0s1gY7,['AnnapurnaJD'],1,['AnnapurnaJD']
https://t.co/0OfjfvBz9U,['DorkAngel'],1,['DorkAngel']
https://t.co/0PKKT72Ow7,['Aishacat5'],1,['Aishacat5']
https://t.co/0PUNu4jxIZ,['Cutlet_Beckett'],1,['Cutlet_Beckett']
https://t.co/0PY8fat6GD,['ElizaDFTW'],1,['ElizaDFTW']
https://t.co/0Pa7UftNV6,['ATDUX_COM'],1,['ATDUX_COM']
https://t.co/0PqxuHsvpg,"['TeriCarson', 'TeriCarson']",2,['TeriCarson']
https://t.co/0PrTpEbQEl,['IN_searchOFlife'],1,['IN_searchOFlife']
https://t.co/0Q7HpPQpKP,['fspappa'],1,['fspappa']
https://t.co/0QJIogWL6X,['TulaTv'],1,['TulaTv']
https://t.co/0QLrrqEMJ8,['onlin8963'],1,['onlin8963']
https://t.co/0QVtgIBPYA,['InteraccionOrg'],1,['InteraccionOrg']
https://t.co/0QWyUDmvAD,['quasar2967'],1,['quasar2967']
https://t.co/0Qhu4fpjJV,['BuzitaNoctuna'],1,['BuzitaNoctuna']
https://t.co/0QtTq2K6RN,['iAmDrSoup'],1,['iAmDrSoup']
https://t.co/0R5IyJDeei,['FlorenaAngel'],1,['FlorenaAngel']
https://t.co/0R6B9NNe0y,['atlantico_fr'],1,['atlantico_fr']
https://t.co/0RCuZVVqVQ,['Bonap1Bonapart'],1,['Bonap1Bonapart']
https://t.co/0RiB7VMsPw,['kerberospanzer'],1,['kerberospanzer']
https://t.co/0Ru4Rf6ugR,['PasteroChoro'],1,['PasteroChoro']
https://t.co/0Rx9g4Tbj1,['Kylebra78'],1,['Kylebra78']
https://t.co/0S5xWGDPeu,['rajm2016'],1,['rajm2016']
https://t.co/0SHa0lIHL1,['eyles_stephen'],1,['eyles_stephen']
https://t.co/0SOwiBdqO3,['media_vendetta'],1,['media_vendetta']
https://t.co/0SPCqjdXLz,['2Zippos'],1,['2Zippos']
https://t.co/0STEUVWhIv,['1570_landa'],1,['1570_landa']
https://t.co/0SaYC9xK55,['kerberospanzer'],1,['kerberospanzer']
https://t.co/0SrfZS23hQ,['milko976'],1,['milko976']
https://t.co/0SwQD88qds,['teshazierden'],1,['teshazierden']
https://t.co/0T2ilST3TW,['FilmFatalesOrg'],1,['FilmFatalesOrg']
https://t.co/0TK5b7DWw3,['FandomCollectiv'],1,['FandomCollectiv']
https://t.co/0TUEi9pSGa,['justun_anderson'],1,['justun_anderson']
https://t.co/0TVw2JjnLb,['URBANTIAN'],1,['URBANTIAN']
https://t.co/0TXn6IJ6Sa,['IndyEspanol'],1,['IndyEspanol']
https://t.co/0Tji4vfBut,['JessieTheBud'],1,['JessieTheBud']
https://t.co/0TqoDmPCIw,['RomanFox2'],1,['RomanFox2']
https://t.co/0TrpwwakYk,['Reforma'],1,['Reforma']
https://t.co/0U3ncV6yeH,['OyeYeah_Pk'],1,['OyeYeah_Pk']
https://t.co/0UUSTJchJ3,['AljacobRds'],1,['AljacobRds']
https://t.co/0UcWdPNMC5,['StevieJRaw'],1,['StevieJRaw']
https://t.co/0UiSwp3zYd,['sheilaw654321'],1,['sheilaw654321']
https://t.co/0UoonCjFy6,['Strangelove101'],1,['Strangelove101']
https://t.co/0UyixnvCPh,['JhayPsalm'],1,['JhayPsalm']
https://t.co/0VRAmZ5TVX,['spirituallyemp1'],1,['spirituallyemp1']
https://t.co/0VeRrZQ5ci,['metal_fortress'],1,['metal_fortress']
https://t.co/0VvDV4zYgl,['MotivatorNet2'],1,['MotivatorNet2']
https://t.co/0W0wbWMMMR,['annalutovac113'],1,['annalutovac113']
https://t.co/0WUVEjHxYD,['ISIS_Slay3r'],1,['ISIS_Slay3r']
https://t.co/0WWHdNVfBc,['HeathC'],1,['HeathC']
https://t.co/0WfZHqA5ue,['louisa_douglass'],1,['louisa_douglass']
https://t.co/0WlihuZIl2,['AnnchristinMor2'],1,['AnnchristinMor2']
https://t.co/0Wx6tdCMFD,['georgina_sophia'],1,['georgina_sophia']
https://t.co/0X5mldcD2W,['louisa_douglass'],1,['louisa_douglass']
https://t.co/0XDolufwBp,['WeSmirch'],1,['WeSmirch']
https://t.co/0XV8U8Rj4r,['SolutionsEntree'],1,['SolutionsEntree']
https://t.co/0XVMwTJyyB,['MTopolini'],1,['MTopolini']
https://t.co/0XpfAi21Mn,['Urdirtysecret'],1,['Urdirtysecret']
https://t.co/0Y0MOP4uGM,['Anna_de_Lanklo'],1,['Anna_de_Lanklo']
https://t.co/0YCgzwtMvz,['serpens1984'],1,['serpens1984']
https://t.co/0YHPGeZ3wl,['RDanylkiw'],1,['RDanylkiw']
https://t.co/0YeW5mlTjw,['TeriCarson'],1,['TeriCarson']
https://t.co/0ZLrbDZBmB,['SaraRob70332765'],1,['SaraRob70332765']
https://t.co/0ZNukkkvoy,['eseyvn'],1,['eseyvn']
https://t.co/0ZQCmIOxad,['US__News'],1,['US__News']
https://t.co/0ZvamqYj3V,['i_am_chaos_1'],1,['i_am_chaos_1']
https://t.co/0ZyFjhgoOT,['NahidAlaei'],1,['NahidAlaei']
https://t.co/0aBmswJvOk,['IngeborgKK'],1,['IngeborgKK']
https://t.co/0aneulLgPJ,['latest_launched'],1,['latest_launched']
https://t.co/0av4U7v4Jg,['SmallScreenCo'],1,['SmallScreenCo']
https://t.co/0b5ZwIiN4a,['RealSeedyMac'],1,['RealSeedyMac']
https://t.co/0b6HXJsHzE,['Cingdi1'],1,['Cingdi1']
https://t.co/0bLEaRDqht,['hearmeroarXx'],1,['hearmeroarXx']
https://t.co/0bMhtriamN,['WCmeshfighter'],1,['WCmeshfighter']
https://t.co/0bUlGOeIqG,['LBC'],1,['LBC']
https://t.co/0bwv5gn4xN,['annmariebrown68'],1,['annmariebrown68']
https://t.co/0cAOMDFsqg,['FromTheVaults'],1,['FromTheVaults']
https://t.co/0cDaan0ctw,['thedextazlab'],1,['thedextazlab']
https://t.co/0cNUIcXYSX,['LisaJeffreys12'],1,['LisaJeffreys12']
https://t.co/0cozM2BztA,['harlechnnorfolk'],1,['harlechnnorfolk']
https://t.co/0d66e9fQgY,['MrsBBJones'],1,['MrsBBJones']
https://t.co/0dfIHmKc3l,['geladog_'],1,['geladog_']
https://t.co/0dg4fUsjJ2,['johnnyhellodepp'],1,['johnnyhellodepp']
https://t.co/0dmcas2Pc7,['AnnapurnaJD'],1,['AnnapurnaJD']
https://t.co/0dq6OEfF94,['TalinaTk'],1,['TalinaTk']
https://t.co/0eBY0803dF,['chesarito'],1,['chesarito']
https://t.co/0ejJkR8cDi,['Horror_Lunatic'],1,['Horror_Lunatic']
https://t.co/0f3YT3mkly,['alexandernaz'],1,['alexandernaz']
https://t.co/0fp5f4XAit,"['ElizaDFTW', 'ElizaDFTW']",2,['ElizaDFTW']
https://t.co/0fvKytHIB6,['MLynne923'],1,['MLynne923']
https://t.co/0g3sBOGD36,['Vron77'],1,['Vron77']
https://t.co/0gBtBRqHHY,['JewelEldora'],1,['JewelEldora']
https://t.co/0gC8O7hXRK,['olga_kruglova'],1,['olga_kruglova']
https://t.co/0ggR3BNF68,['BetaSeries_News'],1,['BetaSeries_News']
https://t.co/0gjhTkCoJx,['Silja_Ragnars'],1,['Silja_Ragnars']
https://t.co/0gmhfoIq2T,['DuuudeScience'],1,['DuuudeScience']
https://t.co/0h21XL6qv2,['GTO_FIFTU90LIVE'],1,['GTO_FIFTU90LIVE']
https://t.co/0hDZTjNXpU,['JulieKustic'],1,['JulieKustic']
https://t.co/0hKLOM5Bql,['noble_savage_77'],1,['noble_savage_77']
https://t.co/0hcsl9EASh,['SBarrBrisebois'],1,['SBarrBrisebois']
https://t.co/0hhFhc1RLX,['mithile90321049'],1,['mithile90321049']
https://t.co/0hiaHNG7jR,['CoffeePowerrr'],1,['CoffeePowerrr']
https://t.co/0hkRf7cRn0,['PinkNews'],1,['PinkNews']
https://t.co/0hkRf7usLA,"['PinkNews', 'PinkNews']",2,['PinkNews']
https://t.co/0hoyQdLoDq,['purpledark1'],1,['purpledark1']
https://t.co/0iUfExZJzA,['BeeJae78'],1,['BeeJae78']
https://t.co/0iYin3O9Rv,['2Zippos'],1,['2Zippos']
https://t.co/0iZMoW0V0b,['RiadAryan'],1,['RiadAryan']
https://t.co/0iiw1hw7mc,['connor_macaulay'],1,['connor_macaulay']
https://t.co/0is2ppOkEY,['AnnapurnaJD'],1,['AnnapurnaJD']
https://t.co/0iwvWeVOBx,['KittyKatPK'],1,['KittyKatPK']
https://t.co/0jOs7shKOP,['CreateStunning'],1,['CreateStunning']
https://t.co/0jcOy2TCtv,['dsmenders'],1,['dsmenders']
https://t.co/0je9KWF3CY,['DeppNation'],1,['DeppNation']
https://t.co/0ji6cUMbhh,"['Pussyga96828631', 'Pussyga96828631', 'Pussyga96828631']",3,['Pussyga96828631']
https://t.co/0jvL8WxrOp,['LaPagina'],1,['LaPagina']
https://t.co/0k6As8Ya15,['deppboss'],1,['deppboss']
https://t.co/0kBKfrcNNy,['WCmeshfighter'],1,['WCmeshfighter']
https://t.co/0kFWEECkf7,['ohapetk'],1,['ohapetk']
https://t.co/0kX7orJ4mD,['AutistLady'],1,['AutistLady']
https://t.co/0kmOqNQeJw,['claperdrix'],1,['claperdrix']
https://t.co/0l4t7JN3Xh,['nonunnun'],1,['nonunnun']
https://t.co/0lJCld6T3l,['Shadow98mc'],1,['Shadow98mc']
https://t.co/0lMDteylTx,['Vanesa02181201'],1,['Vanesa02181201']
https://t.co/0ldl9KRGKD,['RosieWi92710610'],1,['RosieWi92710610']
https://t.co/0m7K0MXR99,['trayraynightmre'],1,['trayraynightmre']
https://t.co/0mJvtucaI5,['KarMarDanMik'],1,['KarMarDanMik']
https://t.co/0mLIaPNcSF,['jscrybxby'],1,['jscrybxby']
https://t.co/0meup1TlXB,['EADraper'],1,['EADraper']
https://t.co/0mfIgLsuv8,['RobertoAgazzi4'],1,['RobertoAgazzi4']
https://t.co/0mn7bRaP0j,"['ex_nicotine', 'ex_nicotine', 'ex_nicotine', 'ex_nicotine', 'ex_nicotine', 'ex_nicotine', 'ex_nicotine', 'ex_nicotine', 'ex_nicotine', 'ex_nicotine', 'ex_nicotine', 'ex_nicotine', 'ex_nicotine']",13,['ex_nicotine']
https://t.co/0mt0yCqhPE,['upside_down69'],1,['upside_down69']
https://t.co/0mutU3aQtx,['Angie97743675'],1,['Angie97743675']
https://t.co/0nJLZ42jPq,['sierrdabear'],1,['sierrdabear']
https://t.co/0nT4L4Dx1H,['islamicStories4'],1,['islamicStories4']
https://t.co/0nXU5Wwdwz,['tvsotherworlds'],1,['tvsotherworlds']
https://t.co/0njgRI5JAW,['sharron67204447'],1,['sharron67204447']
https://t.co/0nnLhALMVt,['dracancwellend'],1,['dracancwellend']
https://t.co/0oDTOWW8c3,['Francis45712964'],1,['Francis45712964']
https://t.co/0oLYLu4v7o,"['SBarrBrisebois', 'SBarrBrisebois']",2,['SBarrBrisebois']
https://t.co/0oSGl8Qebp,"['WCmeshfighter', 'WCmeshfighter']",2,['WCmeshfighter']
https://t.co/0ooP58aRWA,['cantholdthedram'],1,['cantholdthedram']
https://t.co/0oyx8v5bBA,['YoxisTorrealba'],1,['YoxisTorrealba']
https://t.co/0pMEGIJKTn,['SBarrBrisebois'],1,['SBarrBrisebois']
https://t.co/0pTR9CPok7,['OjZzP4UiKUzdFHA'],1,['OjZzP4UiKUzdFHA']
https://t.co/0q9xfif7Hu,['DiariodeYucatan'],1,['DiariodeYucatan']
https://t.co/0qITJeXHi0,['Hazieyra3'],1,['Hazieyra3']
https://t.co/0qId3DOB0a,['sheilaw654321'],1,['sheilaw654321']
https://t.co/0qN5vM6mME,['AmbrosioStudios'],1,['AmbrosioStudios']
https://t.co/0qbYc4vNlF,['congnghetk'],1,['congnghetk']
https://t.co/0r1oCJKScl,['RealScreenGeek'],1,['RealScreenGeek']
https://t.co/0r8Bftsd6Z,['ReemDepp'],1,['ReemDepp']
https://t.co/0rJOYYT1pC,['thedextazlab'],1,['thedextazlab']
https://t.co/0rOGqYiqqV,['GianlucaOdinson'],1,['GianlucaOdinson']
https://t.co/0rcXnrMYiO,['hp52476453'],1,['hp52476453']
https://t.co/0rify4KYIf,['Brisaerys'],1,['Brisaerys']
https://t.co/0s6vyHX4Lo,['Kali39482002'],1,['Kali39482002']
https://t.co/0sCr9STcBu,['1InquiringMind'],1,['1InquiringMind']
https://t.co/0sFeR0ltQo,"['Carnage4907', 'Carnage4907']",2,['Carnage4907']
https://t.co/0sJXtfTxM6,['Tyla'],1,['Tyla']
https://t.co/0sO01g7AIE,['MATRIX_EXPRESS'],1,['MATRIX_EXPRESS']
https://t.co/0sOQBOahm7,['KailenniaA'],1,['KailenniaA']
https://t.co/0sSMzRGV3g,['NancyDolman'],1,['NancyDolman']
https://t.co/0sfJV1CFMx,['ContraReplicaMX'],1,['ContraReplicaMX']
https://t.co/0sfJV1Uhb7,['ContraReplicaMX'],1,['ContraReplicaMX']
https://t.co/0sgkyWITDA,['elissa9914'],1,['elissa9914']
https://t.co/0sokh7B1EC,['Mellow91648573'],1,['Mellow91648573']
https://t.co/0tB7kr0xNS,['PinkyPie_9912_'],1,['PinkyPie_9912_']
https://t.co/0tNOHAqrjx,['RoomCritical'],1,['RoomCritical']
https://t.co/0tVC4471NJ,['smartadis'],1,['smartadis']
https://t.co/0thbWcTjOo,['SBarrBrisebois'],1,['SBarrBrisebois']
https://t.co/0tq9GeUYW3,['Dalethfc'],1,['Dalethfc']
https://t.co/0tqexNhVxa,['0rang3youglad'],1,['0rang3youglad']
https://t.co/0tsWghehhy,['ScriptFeed'],1,['ScriptFeed']
https://t.co/0tucfJzVjy,['RenegadeRobbie'],1,['RenegadeRobbie']
https://t.co/0uVEr3cWec,['SMB3'],1,['SMB3']
https://t.co/0uZzKDG48R,['Soy_Actitud'],1,['Soy_Actitud']
https://t.co/0uqZRMqOs0,['Bitesizewn'],1,['Bitesizewn']
https://t.co/0vEpyHNlKq,['WeSeeTheTruth'],1,['WeSeeTheTruth']
https://t.co/0vT2qdm5qG,['givememadIove'],1,['givememadIove']
https://t.co/0vUeVxqrVx,['wars_everything'],1,['wars_everything']
https://t.co/0vcTCg7lJ6,['LauraBockov'],1,['LauraBockov']
https://t.co/0vlqsTrww9,['MSassofrass'],1,['MSassofrass']
https://t.co/0wBrjQaUmO,['SweetAnette96'],1,['SweetAnette96']
https://t.co/0wEJAP8jot,['AngelaluvDisney'],1,['AngelaluvDisney']
https://t.co/0wp4jeUkai,['christa_alyssa'],1,['christa_alyssa']
https://t.co/0wsha2UVvs,['BiekerJosh'],1,['BiekerJosh']
https://t.co/0x13K15eno,['Keir110'],1,['Keir110']
https://t.co/0x3zZ34e89,['Hansen7Ane'],1,['Hansen7Ane']
https://t.co/0x908rgmYb,['Sparrowette'],1,['Sparrowette']
https://t.co/0xXSlBFlgE,['UOLtvefamosos'],1,['UOLtvefamosos']
https://t.co/0xcULQj3YU,['eNCA'],1,['eNCA']
https://t.co/0xnMvfTa2B,['TeriCarson'],1,['TeriCarson']
https://t.co/0xpQoDtkph,['lexxorfern'],1,['lexxorfern']
https://t.co/0y4YDVZJe2,['PsicoticCoH'],1,['PsicoticCoH']
https://t.co/0y9T0GDF4R,['Crumpemag'],1,['Crumpemag']
https://t.co/0yAqwbX83Y,['MyGrindelwald'],1,['MyGrindelwald']
https://t.co/0yXU9aoVqO,['KahleeseeStark'],1,['KahleeseeStark']
https://t.co/0yj95hdLTY,['OllieWollie666'],1,['OllieWollie666']
https://t.co/0zCTdO7pvG,['DeppSoldier_22'],1,['DeppSoldier_22']
https://t.co/0zE1jwi46X,['Shellys_Wellie'],1,['Shellys_Wellie']
https://t.co/0zZL4s4LBu,['Network_Easy'],1,['Network_Easy']
https://t.co/0zi1iEDgnz,['thureinmrat'],1,['thureinmrat']
https://t.co/0zrlqelvVq,['LaurelsCouture'],1,['LaurelsCouture']
https://t.co/10DMJRCuJz,['ThatUmbrella'],1,['ThatUmbrella']
https://t.co/10TnmOQrNA,['AljacobRds'],1,['AljacobRds']
https://t.co/10bhe6LllY,['EADraper'],1,['EADraper']
https://t.co/10e50osjgS,['PrinConsuella_'],1,['PrinConsuella_']
https://t.co/10sjS8vz1a,['anglslvlldgz'],1,['anglslvlldgz']
https://t.co/112nifMrth,"['Om39472295', 'Om39472295']",2,['Om39472295']
https://t.co/117B7NByFV,['RubyPot74540967'],1,['RubyPot74540967']
https://t.co/11IflKoNkd,['comolaflorjaxx'],1,['comolaflorjaxx']
https://t.co/11RDSN2WKa,['ximtex'],1,['ximtex']
https://t.co/11WgyTSWIC,['isaplus1'],1,['isaplus1']
https://t.co/11aJqkwMn3,['KitiSlave'],1,['KitiSlave']
https://t.co/12CVXzMUU5,['Sparrowette'],1,['Sparrowette']
https://t.co/12E2zxMKyy,"['ZKargos', 'ZKargos']",2,['ZKargos']
https://t.co/12MCnCvkvT,['AmberHeardIT'],1,['AmberHeardIT']
https://t.co/12RoVF9Szd,['FanaDepp'],1,['FanaDepp']
https://t.co/12ZAjdzxbf,['SarahMkII1'],1,['SarahMkII1']
https://t.co/12jFKpsDma,['PlzeExplain512'],1,['PlzeExplain512']
https://t.co/12jHdE4SQm,['herlihy_f'],1,['herlihy_f']
https://t.co/12xvcqNXsd,['DeppNation'],1,['DeppNation']
https://t.co/133sCDah5R,['JosephT47844140'],1,['JosephT47844140']
https://t.co/136hBfDbmB,['cinemaniaco_fb'],1,['cinemaniaco_fb']
https://t.co/13P4wOwjW8,['JewelEldora'],1,['JewelEldora']
https://t.co/13gGbXxZxK,['LauraBockov'],1,['LauraBockov']
