,index,from,to,label
0,0,100077324,15257650,1
1,1,100077324,17079810,1
2,2,100077324,216249575,1
3,3,100077324,288238989,1
4,4,100077324,336646386,1
5,5,100077324,473504980,1
6,6,100077324,558114624,1
7,7,100077324,83785253,1
8,8,100609303,105965844,1
9,9,100609303,119577874,1
10,10,100609303,123506875,1
11,11,100609303,14671333,1
12,12,100609303,15419209,1
13,13,100609303,15421899,1
14,14,100609303,166611675,1
15,15,100609303,173275454,1
16,16,100609303,18037581,1
17,17,100609303,19282878,1
18,18,100609303,19888959,1
19,19,100609303,207716492,1
20,20,100609303,207825372,1
21,21,100609303,210432428,1
22,22,100609303,231334841,1
23,23,100609303,296127770,1
24,24,100609303,304722852,1
25,25,100609303,32209235,1
26,26,100609303,344321224,1
27,27,100609303,352924822,1
28,28,100609303,365701774,1
29,29,100609303,397955401,1
30,30,100609303,398450568,1
31,31,100609303,401475273,1
32,32,100609303,413799537,1
33,33,100609303,504852800,1
34,34,100609303,53636872,1
35,35,100609303,56187880,1
36,36,100609303,576555219,1
37,37,100609303,626969195,1
38,38,100609303,63050304,1
39,39,100609303,72020646,1
40,40,100609303,747656617,1
41,41,100609303,811518259,1
42,42,100609303,82206332,1
43,43,100609303,90742500,1
44,44,101078976,15372377,1
45,45,101078976,15936527,1
46,46,101078976,16483146,1
47,47,101078976,17826772,1
48,48,101078976,188712799,1
49,49,101078976,19758791,1
50,50,101078976,216533083,1
51,51,101078976,240905944,1
52,52,101078976,259461427,1
53,53,101078976,296540776,1
54,54,101078976,31282804,1
55,55,101078976,369843214,1
56,56,101078976,37340424,1
57,57,101078976,41530989,1
58,58,101078976,424362509,1
59,59,101078976,435723896,1
60,60,101078976,46662532,1
61,61,101078976,481034788,1
62,62,101078976,547152436,1
63,63,101078976,579953183,1
64,64,101078976,74702278,1
65,65,101078976,79042409,1
66,66,101078976,80675085,1
67,67,101078976,81499302,1
68,68,101078976,94536807,1
69,69,101896716,254276440,1
70,70,101896716,258786279,1
71,71,101896716,283447966,1
72,72,101896716,289680462,1
73,73,101896716,32479598,1
74,74,101896716,326518110,1
75,75,101896716,328885904,1
76,76,101896716,33256165,1
77,77,101896716,381320725,1
78,78,101896716,381413556,1
79,79,101896716,438900053,1
80,80,101896716,449878987,1
81,81,101896716,523693606,1
82,82,101896716,534922842,1
83,83,101896716,80719956,1
84,84,101896716,84115130,1
