id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries
4752257808,4752257808,AiPlex Software Pvt. Ltd.,AiplexSoftware,,"Committed to digitally protecting Content, Creativity, Brands, and Reputations.  Digitally promoting and publicizing Brands, Artists, Films, and Businesses.",https://t.co/8PnymZsG5e,"{'url': {'urls': [{'url': 'https://t.co/8PnymZsG5e', 'expanded_url': 'http://www.aiplex.com/', 'display_url': 'aiplex.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",True,87,76,1,2016-01-13 08:56:49+00:00,11,,,False,False,214,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1386584098043351040/wljF_5d9_normal.jpg,https://pbs.twimg.com/profile_images/1386584098043351040/wljF_5d9_normal.jpg,https://pbs.twimg.com/profile_banners/4752257808/1591447377,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[]
