id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries
1472279570544046085,1472279570544046080,Katie Elliott,KatieEl48519184,,,,{'description': {'urls': []}},False,15,21,0,2021-12-18 18:56:42+00:00,6330,,,False,False,0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1472279673304457218/-Vkw1Ev8_normal.png,https://pbs.twimg.com/profile_images/1472279673304457218/-Vkw1Ev8_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
