id,group_id,external_id,post_external_id,unique_id,caption,created,by_page_owner,description,link,message,feedName,page_num_users,page_num_users_alt,picture,carousel_items,meta_keywords,live_status,is_live,sponsor_external_id,sponsor_name,sponsor_codename,shared_status,breaking_status,breaking_end_date,fact_checks,final_rating_3pfc,is_enqueued_3pfc,is_matched_3pfc,full_picture,picture_height,picture_width,removed_status,video_length,promotion_status,feedType,group_benchmark_type,timestep,like_count,share_count,comment_count,retweet_count,view_count,total_view_count,total_view_count_all_crossposts,is_crossposted_video,view_while_live_count,care_count,total_reactions_count,total_interactions_count,group_likes,group_shares,group_comments,group_retweets,group_views,group_total_views,group_total_views_all_crossposts,group_views_while_live,group_cares,group_total_reactions,final_score,search_meta_data,broadcast_fbid,scheduled_video_date,scheduled_video_is_premiere,scheduled_video_is_crosspost,ocr_text,love_count,group_loves,wow_count,group_wows,haha_count,group_hahas,sad_count,group_sads,angry_count,group_angrys,group_score_blank,rank,post_url,name,producer_external_id,groupExternalId,url,groupCreated,groupUpdated,num_users,num_users_alt,profile_image_url,type_id,producer_type_id,age_limited,code_name,city,state,country,zipcode,latitude,longitude,is_verified,get_reactions,is_igtv_previewed,like_and_view_counts_disabled,fb_id,group_fb_id,video_source
fDE0MTYwNzYwfDExODM1NzI0OTU2MDc5NF80Njk0NTg5Njc3ODM5NTJ8MTYwOTI5MDM1Mg==,14160760,1.1835724956079446e+29,469458967783952,1.416076011835725e+37,,2020-12-30 01:05:52,1,,https://www.facebook.com/valkirriso/photos/a.118375696225616/469458921117290/?type=3,https://youtu.be/uretrfMA-Io:=:https://www.youtube.com/watch?v=uretrfMA-Io&feature=youtu.be link,,0,0,https://scontent-sea1-1.xx.fbcdn.net/v/t1.6435-9/134298140_469458924450623_9148835328406491131_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=110474&_nc_ohc=VLFwZhl_tf4AX_N6mXg&_nc_ht=scontent-sea1-1.xx&oh=8497dd7add3a3c104666eebec0022d98&oe=61B78CF1,,,NONE,False,,,,ORIGINAL,,,,,False,False,https://scontent-sea1-1.xx.fbcdn.net/v/t1.6435-9/134298140_469458924450623_9148835328406491131_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=110474&_nc_ohc=VLFwZhl_tf4AX_N6mXg&_nc_ht=scontent-sea1-1.xx&oh=8497dd7add3a3c104666eebec0022d98&oe=61B78CF1,520,520,,0,0,photo,14160760_74_photo,74,82,25,17,,0,0,0,False,0,2,303,345,16,24,4,,0,0,0,0,3,92,2.129629629629629,,0,,False,False,"La actriz hablaba en una entrevista sobre las lecciones del difícil año 2020 que tuvo que enfrentar, tras sus denuncias por violencia doméstica contra Johnny Depp. Según Heard la clave era adaptarse sobrevivir"" Sus me gusta"" no llegan a los 3 mil. He AR SIL FELYS THE MUVI Fans de Johnny Depp atacan con más de 300.000 ""no me gusta"" un video de Amber Heard. No tiene paz",40,15,0,8,176,77,1,13,2,2,0,2.129629629629629,https://www.facebook.com/118357249560794/posts/469458967783952,Valkir • Hufflepuff,118357249560794,118357249560794,//www.facebook.com/118357249560794,2021-02-16 04:37:59,2021-02-16T14:28:42,60325,62454,https://scontent-sea1-1.xx.fbcdn.net/v/t1.6435-1/p200x200/182168323_618189656244215_6943134117710260017_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=dbb9e7&_nc_ohc=U1yS82J3LIwAX-13bl7&_nc_ht=scontent-sea1-1.xx&oh=00_AT_O9FYyWDqeneAZAzHmZMhTvwdR7wgRJdkEgFP-9_vbAA&oe=620AC047,3,3,False,valkirriso,,,,,0,0,False,True,False,False,118357249560794,118357249560794,
fDk5MTM5NzR8MTM1NTk0NzYzMjMwOTQzXzIyOTEwNTgyMjQzNTEyNDJ8MTYwOTM2NzM2NA==,9913974,1.3559476323094322e+30,2291058224351242,9.913974135594764e+37,youtube.com,2020-12-30 22:29:24,1,"Amber Heard is reflecting on the lessons of 2020. When asked what she learned while navigating this difficult year, the ""Aquaman"" actress said, ""Adapt and su...",https://www.youtube.com/watch?v=uretrfMA-Io&feature=emb_title,"אמבר הרד רשמית האישה השנואה באינטרנט 310,000 דיסלייקס בשבועיים על סרטון סוף השנה שלה ביוטיוב 104,000 תגובות ""צדק לג'וני דפ"" ""They won't believe you, because you are a man"" She is NOT a victim https://www.youtube.com/watch?v=uretrfMA-Io&feature=emb_title",Amber Heard's 2020 Takeaway: 'Adapt & Survive',6025,0,https://external-sea1-1.xx.fbcdn.net/safe_image.php?d=AQGenlG2yF9FISPs&w=720&h=720&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FuretrfMA-Io%2Fmaxresdefault.jpg&cfs=1&_nc_oe=6e9de&_nc_sid=06c271&ccb=3-5&_nc_hash=AQFKghY5Dj0Ydwh5,,,NONE,False,,,,ORIGINAL,,,,,False,False,https://external-sea1-1.xx.fbcdn.net/safe_image.php?d=AQHIDGeMXzJBk8i9&w=1280&h=720&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FuretrfMA-Io%2Fmaxresdefault.jpg&crop&_nc_oe=6e9de&_nc_sid=06c271&ccb=3-5&_nc_hash=AQGfkks8P_YC9zQA,720,720,,0,0,youtube,9913974_74_video,74,4,0,0,,0,0,0,False,0,0,4,4,4,2,10,,0,0,0,0,1,5,-7.0,,0,,False,False,,0,2,0,2,0,3,0,2,0,2,0,-7.0,https://www.facebook.com/groups/135594763230943/permalink/2291058224351242,המשחק של ג'נדר,135594763230943,135594763230943,//www.facebook.com/groups/135594763230943,2020-02-19 19:34:48,2020-02-19T21:31:52,6738,0,https://scontent-sea1-1.xx.fbcdn.net/v/t1.6435-9/cp0/c19.0.50.50a/p50x50/90708398_10218820690281960_4880495420049981440_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=ac9ee4&_nc_ohc=Anfbnz53Oy0AX_LON6_&_nc_ht=scontent-sea1-1.xx&oh=00_AT9_Sx58HyBF1OJ9lhJdfwR4kMeD0v_iCSQJyCSa_J55qw&oe=620B4093,1,1,False,,,,,,0,0,False,True,False,False,135594763230943,135594763230943,https://www.youtube.com/embed/uretrfMA-Io?autoplay=1
fDE0ODc2NjgzfDQ1MDk5NDczMDI0MTMzNzlfNDgwNzc0MTI3OTMwMDY0NXwxNjA5MzA5ODg2,14876683,4.50994730241338e+31,4807741279300645,1.487668345099473e+39,upsocl.com,2020-12-30 06:31:26,1,"La actriz hablaba en una entrevista sobre las lecciones del difícil año 2020 que tuvo que enfrentar, tras sus denuncias por violencia doméstica...",http://www.upsocl.com/muvi/fans-de-johnny-depp-atacan-con-mas-de-300-000-no-me-gusta-un-video-de-amber-heard-no-tiene-paz/,"Link al vídeo en cuestión: https://m.youtube.com/watch?v=uretrfMA-Io&feature=youtu.be ""La actriz hablaba en una entrevista sobre las lecciones del difícil año 2020 que tuvo que enfrentar, tras sus denuncias por violencia doméstica contra Johnny Depp. Según Heard la clave era 'adaptarse y sobrevivir'. Sus 'me gusta' no llegan a los 3 mil.""",Fans de Johnny Depp atacan con más de 300.000 “no me gusta” un video de Amber Heard. No tiene paz,0,0,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGmbPk7W8XmjRtG&w=625&h=625&url=http%3A%2F%2Fcdn5.upsocl.com%2Fwp-content%2Fuploads%2F2020%2F12%2Famber.jpg&cfs=1&ext=emg0&_nc_oe=6ef90&_nc_sid=06c271&ccb=3-5&_nc_hash=AQGBNunKS9ERqkfr,,,NONE,False,,,,ORIGINAL,,,,,False,False,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGC7Hoi8-GmkWgk&url=http%3A%2F%2Fcdn5.upsocl.com%2Fwp-content%2Fuploads%2F2020%2F12%2Famber.jpg&ext=emg0&_nc_oe=6ef90&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQEdkz8uiTHLBSOg,625,625,,0,0,link,14876683_74_link,74,2,0,0,,0,0,0,False,0,0,2,2,14,6,11,,0,0,0,0,2,23,-36.0,,0,,False,False,,0,13,0,4,0,7,0,13,0,2,0,-36.0,https://www.facebook.com/groups/4509947302413379/permalink/4807741279300645,Club de fans de la youtuber Capa invisible OFICIAL,4509947302413379,4509947302413379,//www.facebook.com/groups/4509947302413379,2021-03-17 04:01:27,2021-03-20T15:47:28,112878,0,https://scontent-sea1-1.xx.fbcdn.net/v/t1.6435-9/cp0/c38.0.50.50a/p50x50/122373397_700967837179968_1303051862572397252_n.jpg?_nc_cat=1&ccb=1-5&_nc_sid=ac9ee4&_nc_ohc=UyGqZZDQnkEAX8PuVos&_nc_ht=scontent-sea1-1.xx&oh=00_AT9fdIlULrULjUxBTxBb51VVsLzQM0Opk2u7hPF7XzkOrw&oe=620D18F2,1,1,False,,,,,,0,0,False,True,False,False,4509947302413379,4509947302413379,
